id,congress,chamber,rollnumber,voteview_id,date,year,month,day,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc,pap_description,pap_majortopic,pap_subtopic,majortopic,subtopic
28904,102,1,704,RH1020704,7/21/92,1992,7,21,2,287,148,253,0.182,-0.798,0.107,0.329,-189.153,HR2637,Failed,NA,On Agreeing to the Amendment,H.R.2637 BY KOSTMAYER (D-PA) -- WASTE ISOLATION PILOT PLANT LAND WITHDRAWAL ACT (HOUSE REJECTED THE RICHARDSON AMENDMENT THAT SOUGHT TO PROHIBIT THE PLACEMENT OF ANY TRANSURANIC WASTE TO CONDUCT TEST PHASE ACTIVITIES IN THE WIPP FACILITY UNTIL SUCH TIME AS THE SECRETARY OF ENERGY AND THE EPA ADMINISTRATOR CERTIFY THAT THE FACILITY IS IN COMPLIANCE WITH THE FINAL DISPOSAL STANDARDS.),WASTE ISOLATION PILOT PLANT LAND WITHDRAWAL ACT (HOUSE REJECTED THE RICHARDSON AMENDMENT THAT SOUGHT TO PROHIBIT THE PLACEMENT OF ANY TRANSURANIC WASTE TO CONDUCT TEST PHASE ACTIVITIES IN THE WIPP FACILITY UNTIL SUCH TIME AS THE SECRETARY OF ENERGY AND T,7,704,7,704
28905,102,1,705,RH1020705,7/21/92,1992,7,21,2,288,144,248,0.108,-0.011,-0.222,0.067,-75.977,HR2637,Failed,NA,On Agreeing to the Amendment,(HOUSE REJECTED THE WALKER AMENDMENT THAT SOUGHT TO PROVIDE THAT NO FUNDS WOULD BE AUTHORIZED TO BE APPROPRIATED BY THIS BILL UNLESS SUCH FUNDS WERE APPROPRIATED IN AN ACT OR JOINT RESOLUTION CONTAINING NO OTHER APPROPRIATION TO CARRY OUT ANY OTHER LAW .),(HOUSE REJECTED THE WALKER AMENDMENT THAT SOUGHT TO PROVIDE THAT NO FUNDS WOULD BE AUTHORIZED TO BE APPROPRIATED BY THIS BILL UNLESS SUCH FUNDS WERE APPROPRIATED IN AN ACT OR JOINT RESOLUTION CONTAINING NO OTHER APPROPRIATION TO CARRY OUT ANY OTHER LAW,7,703,7,703
28906,102,1,706,RH1020706,7/21/92,1992,7,21,2,289,382,10,0.752,-0.124,0.228,-0.032,-40.797,HR2637,Passed,WASTE ISOLATION PILOT PLANT LAND WITHDRAWAL ACT OF 1992,On Passage,"(HOUSE PASSED H.R. 2637, TO WITHDRAW LANDS FOR THE WASTE ISOLATION PILOT PLANT.)","(HOUSE PASSED H.R. 2637, TO WITHDRAW LANDS FOR THE WASTE ISOLATION PILOT PLANT",7,703,7,703
28907,102,1,707,RH1020707,7/22/92,1992,7,22,2,290,236,171,-0.061,-0.219,0.339,-0.235,-42.928,HRES517,Passed,WAIVING CERTAIN POINTS OF ORDER AGAINST AND DURING CONSIDERATION OF H.R. 5503; INTERIOR APPROPRIATIONS FOR FY 1993,On Ordering the Previous Question,H.RES.517 BY GORDON (D-TN) -- PROCEDURAL RESOLUTION - H.R. 5503 (HOUSE AGREED TO ORDER THE PREVIOUS QUESTION .),(HOUSE AGREED TO ORDER THE PREVIOUS QUESTION,7,703,7,703
28957,102,1,757,RH1020757,7/29/92,1992,7,29,2,341,238,166,0.038,-0.035,0.193,-0.018,-99.888,HR5679,Agreed to,NA,On Agreeing to the Amendment,"(HOUSE AGREED TO THE MORAN AMENDMENT THAT PROHIBITS ANY FEDERAL AGENCIES FROM PLANNING, FINANCING, BUILDING, OR PERMITTING A STADIUM COMPLEX, OR ANY PUBLIC IMPROVEMENTS TO SUCH A COMPLEX, TO BE BUILT AT THE POTOMAC YARD IN ALEXANDRIA, VIRGINIA, UNTIL THE EPA HAS PREPARED AN ENVIRONMENTAL IMPACT STATEMENT WITH RESPECT TO CONSTRUCTION OF SUCH A COMPLEX.)","(HOUSE AGREED TO THE MORAN AMENDMENT THAT PROHIBITS ANY FEDERAL AGENCIES FROM PLANNING, FINANCING, BUILDING, OR PERMITTING A STADIUM COMPLEX, OR ANY PUBLIC IMPROVEMENTS TO SUCH A COMPLEX, TO BE BUILT AT THE POTOMAC YARD IN ALEXANDRIA, VIRGINIA, UNTIL TH",7,700,7,700
29018,102,1,823,RH1020823,9/23/92,1992,9,23,2,409,403,3,0,0,0,0,0,HR2194,Passed,FEDERAL FACILITIES COMPLIANCE ACT,On Agreeing to the Conference Report,"H.R.2194 BY ECKART (D-OH) -- FEDERAL FACILITY COMPLIANCE ACT OF 1992 METROPOLITAN WASHINGTON WASTE MANAGEMENT STUDY ACT (PUB. L. 102-386, APPROVED 10/06/92) (HOUSE AGREED TO THE CONFERENCE REPORT ON H.R. 2194, TO AMEND THE SOLID WASTE DISPOSAL ACT TO CLARIFY PROVISIONS CONCERNING THE APPLICATION OF CERTAIN REQUIREMENTS AND SANCTIONS TO FEDERAL FACILITIES.)","FEDERAL FACILITY COMPLIANCE ACT OF 1992 METROPOLITAN WASHINGTON WASTE MANAGEMENT STUDY ACT (PUB. L. 102-386, APPROVED 10/06/92) (HOUSE AGREED TO THE CONFERENCE REPORT ON H.R. 2194, TO AMEND THE SOLID WASTE DISPOSAL ACT TO CLARIFY PROVISIONS CONCERNING TH",7,704,7,704
29030,102,1,835,RH1020835,9/24/92,1992,9,24,2,421,389,15,0.544,0.363,0.215,0.345,-44.078,HR5419,Passed,INTERNATIONAL DOLPHIN CONSERVATION ACT,"SUSPEND THE RULES AND PASS, AS AMENDED","H.R.5419 BY STUDDS (D-MA) -- INTERNATIONAL DOLPHIN CONSERVATION ACT OF 1992 (PUB. L. 102-523, APPROVED 10/26/92) (HOUSE PASSED H.R. 5419, AMENDED, TO AMEND THE MARINE MAMMAL PROTECTION ACT OF 1972 TO AUTHORIZE THE SECRETARY OF STATE TO ENTER INTO INTERNATIONAL AGREEMENTS TO ESTABLISH A GLOBAL MORATORIUM TO PROHIBIT HARVESTING OF TUNA THROUGH THE USE OF PURSE SEINE NETS DEPLOYED ON OR TO ENCIRCLE DOLPHINS OR OTHER MARINE MAMMALS.)","INTERNATIONAL DOLPHIN CONSERVATION ACT OF 1992 (PUB. L. 102-523, APPROVED 10/26/92) (HOUSE PASSED H.R. 5419, AMENDED, TO AMEND THE MARINE MAMMAL PROTECTION ACT OF 1972 TO AUTHORIZE THE SECRETARY OF STATE TO ENTER INTO INTERNATIONAL AGREEMENTS TO ESTABLISH",7,709,7,709
29311,103,1,183,RH1030183,5/26/93,1993,5,26,1,190,175,242,0.044,0.077,-0.189,0.04,-97.517,HR2244,Failed,NA,ON AGREEING TO THE AMENDMENTS,(HOUSE REJECTED THE BURTON OF INDIANA AMENDMENT EN BLOC THAT SOUGHT TO STRIKE LANGUAGE THAT ALLOWS STATES TO USE FUNDS APPROPRIATED FOR GRANTS UNDER THE FEDERAL WATER POLLUTION CONTROL ACT WITHOUT REQUIRING STATE MATCHING FUNDS; AND TO REDUCE BY $90 MILLION THE AMOUNT FOR GRANTS UNDER THE FEDERAL WATER POLLUTION CONTROL ACT.),(HOUSE REJECTED THE BURTON OF INDIANA AMENDMENT EN BLOC THAT SOUGHT TO STRIKE LANGUAGE THAT ALLOWS STATES TO USE FUNDS APPROPRIATED FOR GRANTS UNDER THE FEDERAL WATER POLLUTION CONTROL ACT WITHOUT REQUIRING STATE MATCHING FUNDS; AND TO REDUCE BY $90 MIL,7,701,7,701
29589,103,1,322,RH1030322,7/15/93,1993,7,15,1,334,174,242,0.01,0.569,-0.243,-0.059,-77.441,HR2520,Failed,NA,On Agreeing to the Amendment,"(HOUSE REJECTED THE POMBO AMENDMENT THAT SOUGHT TO REDUCE FUNDING FOR THE FISH AND WILDLIFE SERVICE'S LAND ACQUISITION ACCOUNT BY $1 MILLION, THUS ELIMINATING FUNDING FOR THE CREATION OF THE STONE LAKES WILDLIFE REFUGE WETLANDS PROJECT.)","(HOUSE REJECTED THE POMBO AMENDMENT THAT SOUGHT TO REDUCE FUNDING FOR THE FISH AND WILDLIFE SERVICE'S LAND ACQUISITION ACCOUNT BY $1 MILLION, THUS ELIMINATING FUNDING FOR THE CREATION OF THE STONE LAKES WILDLIFE REFUGE WETLANDS PROJECT",7,709,7,709
29777,103,1,430,RH1030430,9/21/93,1993,9,21,1,445,425,0,0,0,0,0,0,HR2961,Passed,WALTER B. JONES CENTER FOR THE SOUNDS,On Motion to Suspend the Rules and Pass,"H.R.2961 BY LANCASTER (D-NC) -- WALTER B. JONES CENTER FOR THE SOUNDS, POCOSIN LAKES NATIONAL WILDLIFE REFUGE, NORTH CAROLINA, ESTABLISHMENT (HOUSE PASSED H.R. 2961, TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO CONSTRUCT AND OPERATE THE WALTER B. JONES CENTER FOR THE SOUNDS AT THE POCOSIN LAKES NATIONAL WILDLIFE REFUGE.)","WALTER B. JONES CENTER FOR THE SOUNDS, POCOSIN LAKES NATIONAL WILDLIFE REFUGE, NORTH CAROLINA, ESTABLISHMENT (HOUSE PASSED H.R. 2961, TO AUTHORIZE THE SECRETARY OF THE INTERIOR TO CONSTRUCT AND OPERATE THE WALTER B. JONES CENTER FOR THE SOUNDS AT THE POC",7,709,7,709
29778,103,1,431,RH1030431,9/21/93,1993,9,21,1,446,360,64,0.487,-0.361,0.161,-0.016,-132.107,HR2604,Passed,"WETLANDS CENTER AT BROWNSVILLE, TEXAS",On Motion to Suspend the Rules and Pass,"H.R.2604 BY ORTIZ (D-TX) -- BROWNSVILLE WETLANDS POLICY ACT OF 1993 (HOUSE PASSED H.R. 2604, TO ESTABLISH A WETLANDS CENTER AT THE PORT OF BROWNSVILLE, TEXAS.)","BROWNSVILLE WETLANDS POLICY ACT OF 1993 (HOUSE PASSED H.R. 2604, TO ESTABLISH A WETLANDS CENTER AT THE PORT OF BROWNSVILLE, TEXAS",7,710,7,701
29819,103,1,468,RH1030468,10/6/93,1993,10,6,1,483,238,188,-0.033,0.238,0.269,0.168,-73.151,HRES262,Passed,PROVIDING FOR THE CONSIDERATION OF H.R. 1845; ESTABLISH THE BIOLOGICAL SURVEY,On Agreeing to the Resolution,"H.RES.262 BY HALL, TONY (D-OH) -- PROCEDURAL RESOLUTION - H.R. 1845 (HOUSE PASSED H.RES. 262, THE RULE UNDER WHICH H.R. 1845 WAS CONSIDERED.)","PROCEDURAL RESOLUTION - H.R. 1845 (HOUSE PASSED H.RES. 262, THE RULE UNDER WHICH H.R. 1845 WAS CONSIDERED",7,709,7,709
29820,103,1,469,RH1030469,10/6/93,1993,10,6,1,484,217,209,-0.043,-0.081,-0.211,-0.543,-114.353,HR1845,Agreed to,NA,On Agreeing to the Amendment,"H.R.1845 BY STUDDS (D-MA) -- NATIONAL BIOLOGICAL SURVEY ACT OF 1993 (HOUSE AGREED TO THE TAUZIN AMENDMENT THAT STRIKES LANGUAGE AUTHORIZING THE SECRETARY OF THE INTERIOR TO ACCEPT THE SERVICES OF VOLUNTEERS FROM THE PRIVATE SECTOR TO ASSIST IN THE COLLECTION OF DATA OF NON-FEDERAL LANDS FOR RESEARCH, INFORMATION, AND ANALYSIS CRITICAL TO THE MANAGEMENT OF BIOLOGICAL AND NATURAL RESOURCES.)",NATIONAL BIOLOGICAL SURVEY ACT OF 1993 (HOUSE AGREED TO THE TAUZIN AMENDMENT THAT STRIKES LANGUAGE AUTHORIZING THE SECRETARY OF THE INTERIOR TO ACCEPT THE SERVICES OF VOLUNTEERS FROM THE PRIVATE SECTOR TO ASSIST IN THE COLLECTION OF DATA OF NON-FEDERAL L,7,709,7,709
29873,103,1,512,RH1030512,10/26/93,1993,10,26,1,528,227,194,0.095,-0.458,-0.178,-0.447,-135.772,HR1845,Agreed to,NA,On Agreeing to the Amendment,"H.R.1845 BY STUDDS (D-MA) -- NATIONAL BIOLOGICAL SURVEY ACT OF 1993 (ON A SEPARATE VOTE, HOUSE AGREED TO THE TAUZIN AMENDMENT THAT STRIKES LANGUAGE AUTHORIZING THE SECRETARY OF THE INTERIOR TO ACCEPT THE SERVICES OF VOLUNTEERS FROM THE PRIVATE SECTOR TO ASSIST IN THE COLLECTION OF DATA OF NON-FEDERAL LANDS FOR RESEARCH, INFORMATION, AND ANALYSIS CRITICAL TO THE MANAGEMENT OF BIOLOGICAL AND NATURAL RESOURCES.)","NATIONAL BIOLOGICAL SURVEY ACT OF 1993 (ON A SEPARATE VOTE, HOUSE AGREED TO THE TAUZIN AMENDMENT THAT STRIKES LANGUAGE AUTHORIZING THE SECRETARY OF THE INTERIOR TO ACCEPT THE SERVICES OF VOLUNTEERS FROM THE PRIVATE SECTOR TO ASSIST IN THE COLLECTION OF D",7,709,7,709
29875,103,1,514,RH1030514,10/26/93,1993,10,26,1,530,255,165,0.271,-0.465,0.236,0.487,-108.162,HR1845,Passed,ESTABLISHING THE BIOLOGIAL SURVEY IN THE DEPARTMENT OF THE INTERIOR,On Passage,"(HOUSE PASSED H.R. 1845, TO ESTABLISH THE BIOLOGICAL SURVEY IN THE DEPARTMENT OF THE INTERIOR.)","(HOUSE PASSED H.R. 1845, TO ESTABLISH THE BIOLOGICAL SURVEY IN THE DEPARTMENT OF THE INTERIOR",7,709,7,709
29885,103,1,523,RH1030523,11/3/93,1993,11,3,1,539,368,59,0.274,0.665,0.2,0.323,-94.101,HR2684,Passed,FISH AND WILDLIFE FOUNDATION AUTHORIZATION,"SUSPEND THE RULES AND PASS, AS AMENDED","H.R.2684 BY STUDDS (D-MA) -- NATIONAL FISH AND WILDLIFE FOUNDATION IMPROVEMENT ACT OF 1993 BROWNSVILLE WETLANDS POLICY ACT OF 1993 (HOUSE PASSED H.R. 2684, AMENDED, TO REAUTHORIZE AND AMEND THE NATIONAL FISH AND WILDLIFE FOUNDATION ESTABLISHMENT ACT.)","NATIONAL FISH AND WILDLIFE FOUNDATION IMPROVEMENT ACT OF 1993 BROWNSVILLE WETLANDS POLICY ACT OF 1993 (HOUSE PASSED H.R. 2684, AMENDED, TO REAUTHORIZE AND AMEND THE NATIONAL FISH AND WILDLIFE FOUNDATION ESTABLISHMENT ACT",7,709,7,709
29943,103,1,577,RH1030577,11/20/93,1993,11,20,1,594,335,85,0.386,0.198,0.152,0.071,-139.658,HR2457,Passed,WINTER RUN CHINOOK SALMON CAPTIVE BROODSTOCK ACT OF 1993,"SUSPEND THE RULES AND PASS, AS AMENDED","H.R.2457 BY PELOSI(D-CA) -- WINTER RUN CHINOOK SALMON CAPTIVE BROODSTOCK ACT OF 1993 (PUB. L. 103-292, APPROVED 8/11/94) (HOUSE PASSED H.R. 2457, AMENDED, TO DIRECT THE SECRETARY OF THE INTERIOR TO CONDUCT A SALMON CAPTIVE BROODSTOCK PROGRAM.)","H.R.2457 BY PELOSI(D-CA) -- WINTER RUN CHINOOK SALMON CAPTIVE BROODSTOCK ACT OF 1993 (PUB. L. 103-292, APPROVED 8/11/94) (HOUSE PASSED H.R. 2457, AMENDED, TO DIRECT THE SECRETARY OF THE INTERIOR TO CONDUCT A SALMON CAPTIVE BROODSTOCK PROGRAM",7,709,7,709
30141,103,1,1012,RH1031012,9/13/94,1994,9,13,2,423,368,5,0,0,0,0,0,HR4308,Passed,WETLANDS CONSERVATION ACT AMENDMENTS,"SUSPEND THE RULES AND PASS, AS AMENDED","H.R.4308 BY DINGELL (D-MI) -- NORTH AMERICAN WETLANDS CONSERVATION ACT AMENDMENTS OF 1994 (PUB. L. 103-375, APPROVED 10/19/94) (HOUSE PASSED H.R.4308, TO AMEND THE NORTH AMERICAN WETLANDS CONSERVATION ACT TO AUTHORIZE APPROPRIATIONS FOR ALLOCATIONS UNDER THAT ACT FOR WETLANDS CONSERVATION.)","NORTH AMERICAN WETLANDS CONSERVATION ACT AMENDMENTS OF 1994 (PUB. L. 103-375, APPROVED 10/19/94) (HOUSE PASSED H.R.4308, TO AMEND THE NORTH AMERICAN WETLANDS CONSERVATION ACT TO AUTHORIZE APPROPRIATIONS FOR ALLOCATIONS UNDER THAT ACT FOR WETLANDS CONSERVA",7,710,7,701
30161,103,1,1032,RH1031032,9/28/94,1994,9,28,2,443,368,55,0.494,-0.698,0.052,-0.413,-153.838,HR4779,Passed,STATE & LOCAL GOVERNMENT INTERSTATE SOLID WASTE CONTROL ACT,On Passage,"H.R.4779 BY BOUCHER (D-VA) -- STATE AND LOCAL GOVERNMENT INTERSTATE WASTE CONTROL ACT OF 1994 (HOUSE PASSED H.R. 4779, TO AMEND THE SOLID WASTE DISPOSAL ACT TO AUTHORIZE LOCAL GOVERNMENTS AND GOVERNORS TO RESTRICT RECEIPT OF OUT-OF-STATE MUNICIPAL SOLID WASTE.)","STATE AND LOCAL GOVERNMENT INTERSTATE WASTE CONTROL ACT OF 1994 (HOUSE PASSED H.R. 4779, TO AMEND THE SOLID WASTE DISPOSAL ACT TO AUTHORIZE LOCAL GOVERNMENTS AND GOVERNORS TO RESTRICT RECEIPT OF OUT-OF-STATE MUNICIPAL SOLID WASTE",7,703,7,703
30400,103,1,600,RH1030600,2/2/94,1994,2,2,2,4,191,227,-0.148,-0.002,0.275,0.253,-85.806,HRES312,Failed,PROVIDING FOR CONSIDERATION OF H.R. 3425; DEPARTMENT OF ENVIRONMENTAL PROTECTION ACT,On Agreeing to the Resolution,"H.RES.312 BY MOAKLEY (D-MA) -- PROCEDURAL RESOLUTION - H.R. 3425 (HOUSE FAILED TO AGREE TO H.RES. 312, PROVIDING FOR THE CONSIDERATION OF H.R. 3425, TO REDESIGNATE THE ENVIRONMENTAL PROTECTION AGENCY AS THE DEPARTMENT OF ENVIRONMENTAL PROTECTION.)","PROCEDURAL RESOLUTION - H.R. 3425 (HOUSE FAILED TO AGREE TO H.RES. 312, PROVIDING FOR THE CONSIDERATION OF H.R. 3425, TO REDESIGNATE THE ENVIRONMENTAL PROTECTION AGENCY AS THE DEPARTMENT OF ENVIRONMENTAL PROTECTION",7,700,7,700
30720,103,1,826,RH1030826,6/13/94,1994,6,13,2,232,355,0,0,0,0,0,0,HR518,Agreed to,NA,On Agreeing to the Amendment,"(HOUSE AGREED TO THE MCCANDLESS PERFECTING AMENDMENT TO THE HUNTER AMENDMENT, OF A PERFECTING NATURE THAT PROVIDES THAT NOTHING IN THIS BILL SHALL BE CONSTRUED AS AFFECTING THE JURISDICTION OF THE STATE OF CALIFORNIA WITH RESPECT TO FISH AND WILDLIFE ON THE PUBLIC LANDS LOCATED IN THAT STATE; AND THAT MANAGEMENT ACTIVITIES TO MAINTAIN OR RESTORE FISH AND WILDLIFE POPULATIONS AND THE HABITATS TO SUPPORT SUCH POPULATIONS MAY BE CARRIED OUT WITHIN WILDERNESS AREAS SO DESIGNATED AND SHALL INCLUDE THE USE OF MOTORIZED VEHICLES BY THE APPROPRIATE STATE AGENCIES.)","(HOUSE AGREED TO THE MCCANDLESS PERFECTING AMENDMENT TO THE HUNTER AMENDMENT, OF A PERFECTING NATURE THAT PROVIDES THAT NOTHING IN THIS BILL SHALL BE CONSTRUED AS AFFECTING THE JURISDICTION OF THE STATE OF CALIFORNIA WITH RESPECT TO FISH AND WILDLIFE ON",7,709,7,709
30721,103,1,827,RH1030827,6/13/94,1994,6,13,2,233,178,189,-0.035,-0.092,0.202,0.408,-99.913,HR518,Failed,NA,ON AGREEING TO THE AMENDMENT,"(HOUSE REJECTED THE VENTO SUBSTITUTE AMENDMENT TO THE HUNTER AMENDMENT THAT SOUGHT TO PERMIT MANAGEMENT ACTIVITIES TO MAINTAIN OR RESTORE FISH AND WILDLIFE POPULATIONS TO BE CARRIED OUT WITHIN FEDERALLY-DESIGNATED WILDERNESS AREAS WHERE CONSISTENT WITH RELEVANT WILDERNESS MANAGEMENT PLANS AND IN ACCORDANCE WITH FEDERAL POLICIES AND GUIDELINES, INCLUDING THOSE RELATED TO THE USE OF MOTORIZED EQUIPMENT.)",(HOUSE REJECTED THE VENTO SUBSTITUTE AMENDMENT TO THE HUNTER AMENDMENT THAT SOUGHT TO PERMIT MANAGEMENT ACTIVITIES TO MAINTAIN OR RESTORE FISH AND WILDLIFE POPULATIONS TO BE CARRIED OUT WITHIN FEDERALLY-DESIGNATED WILDERNESS AREAS WHERE CONSISTENT WITH,7,709,7,709
30748,103,1,854,RH1030854,6/22/94,1994,6,22,2,260,169,255,0.198,-0.226,-0.23,-0.636,-107.797,HR4602,Failed,NA,On Agreeing to the Amendment,"H.R.4602 BY YATES (D-IL) -- DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS ACT, 1995 (PUB. L. 103-332, APPROVED 9/30/94) (HOUSE REJECTED THE ALLARD AMENDMENT THAT SOUGHT TO STRIKE $167 MILLION IN FUNDING FOR THE NATIONAL BIOLOGICAL SURVEY.)","DEPARTMENT OF THE INTERIOR AND RELATED AGENCIES APPROPRIATIONS ACT, 1995 (PUB. L. 103-332, APPROVED 9/30/94) (HOUSE REJECTED THE ALLARD AMENDMENT THAT SOUGHT TO STRIKE $167 MILLION IN FUNDING FOR THE NATIONAL BIOLOGICAL SURVEY",7,709,7,709
30835,103,1,943,RH1030943,7/26/94,1994,7,26,2,352,199,225,-0.105,-0.229,0.235,0.149,-99.106,HR3870,Failed,NA,On Agreeing to the Amendment,"H.R.3870 BY BROWN, GEORGE (D-CA) -- ENVIRONMENTAL TECHNOLOGIES ACT OF 1994 (HOUSE REJECTED THE BROWN OF CALIFORNIA SUBSTITUTE TO THE WALKER AMENDMENT THAT SOUGHT TO DIRECT THE OFFICE OF SCIENCE AND TECHNOLOGY TO IDENTIFY AND DEFINE A SET OF ENVIRONMENTAL PROBLEMS FOR WHICH RISKS WILL BE CONSIDERED; TO USE BOTH AVAILABLE QUANTITATIVE DATA AND INDEPENDENT AND WELL-QUALIFIED EXPERT ADVICE; AND TO DEVELOP AND USE A COMMON SET OF ANALYTICAL METHODS FOR RANKING ENVIRONMENTAL PROBLEMS BASED ON THE RELATIVE RISKS THEY POSE AND THE POTENTIAL FOR ADDRESSING THESE ENVIRONMENTAL PROBLEMS THROUGH THE DEVELOPMENT OF ENVIRONMENTAL TECHNOLOGIES .)",ENVIRONMENTAL TECHNOLOGIES ACT OF 1994 (HOUSE REJECTED THE BROWN OF CALIFORNIA SUBSTITUTE TO THE WALKER AMENDMENT THAT SOUGHT TO DIRECT THE OFFICE OF SCIENCE AND TECHNOLOGY TO IDENTIFY AND DEFINE A SET OF ENVIRONMENTAL PROBLEMS FOR WHICH RISKS WILL BE CON,7,798,7,798
30836,103,1,944,RH1030944,7/26/94,1994,7,26,2,353,286,136,-0.26,-0.302,-0.346,-0.27,-81.379,HR3870,Agreed to,NA,On Agreeing to the Amendment,(HOUSE AGREED TO THE WALKER AMENDMENT THAT DIRECTS THE OFFICE OF SCIENCE AND TECHNOLOGY TO DEVELOP SPECIFIC CRITERIA AND PROCEDURES FOR THE EVALUATION OF ENVIRONMENTAL RISK ASSESSMENT.),(HOUSE AGREED TO THE WALKER AMENDMENT THAT DIRECTS THE OFFICE OF SCIENCE AND TECHNOLOGY TO DEVELOP SPECIFIC CRITERIA AND PROCEDURES FOR THE EVALUATION OF ENVIRONMENTAL RISK ASSESSMENT,7,798,7,798
30841,103,1,950,RH1030950,7/28/94,1994,7,28,2,360,192,223,-0.042,0.023,-0.191,-0.109,-110.904,HR2448,Failed,NA,On Agreeing to the Amendment,"H.R.2448 BY MARKEY (D-MA) -- RADON AWARENESS AND DISCLOSURE ACT OF 1994 (HOUSE REJECTED THE OXLEY EN BLOC AMENDMENTS THAT SOUGHT TO ELIMINATE LANGUAGE REQUIRING THAT PROPERTY OWNERS, WHEN SELLING OR RENTING THEIR PROPERTIES, PROVIDE POTENTIAL BUYERS OR LESSEES WITH PAMPHLETS ON RADON HAZARDS; DISCLOSE THE RESULTS OF ANY KNOWN RADON TESTS PERFORMED ON THEIR PROPERTIES; AND INCLUDE IN ANY SALES CONTRACT A RADON WARNING STATEMENT AND BUYER ACKNOWLEDGEMENT STATEMENT THAT RADON INFORMATION WAS PROVIDED AND THAT THE BUYER WAS GIVEN AN OPPORTUNITY TO TEST THE PROPERTY FOR RADON; AND SEEKING TO REPLACE SUCH LANGUAGE WITH PROVISIONS REQUIRING THE ENVIRONMENTAL PROTECTION AGENCY TO DEVELOP A PROGRAM TO DISTRIBUTE PAMPHLETS TO HIGH RADON AREAS, AND COORDINATE WITH THE PRESIDENTIAL COMMISSION BEING CREATED TO ASSURE THE BROAD DISTRIBUTION OF RADON INFORMATION .)","RADON AWARENESS AND DISCLOSURE ACT OF 1994 (HOUSE REJECTED THE OXLEY EN BLOC AMENDMENTS THAT SOUGHT TO ELIMINATE LANGUAGE REQUIRING THAT PROPERTY OWNERS, WHEN SELLING OR RENTING THEIR PROPERTIES, PROVIDE POTENTIAL BUYERS OR LESSEES WITH PAMPHLETS ON RADON",7,708,7,708
30842,103,1,951,RH1030951,7/28/94,1994,7,28,2,361,255,164,0.113,-0.145,0.197,0.214,-105.736,HR2448,Passed,RADON AWARENESS AND DISCLOSURE,On Passage,"(HOUSE PASSED H.R. 2448, IMPROVING THE ACCURACY OF RADON TESTING PRODUCTS AND SERVICES, AND INCREASING TESTING FOR RADON. .)","(HOUSE PASSED H.R. 2448, IMPROVING THE ACCURACY OF RADON TESTING PRODUCTS AND SERVICES, AND INCREASING TESTING FOR RADON.",7,708,7,708
30918,103,1,1034,RH1031034,9/28/94,1994,9,28,2,445,177,243,0.026,0.046,-0.288,0.186,-38.412,HR3171,Failed,NA,On Agreeing to the Amendment,"H.R.3171 BY DE LA GARZA (D-TX) -- DEPARTMENT OF AGRICULTURE REORGANIZATION ACT OF 1994 (HOUSE REJECTED THE ALLARD AMENDMENT THAT SOUGHT TO ELIMINATE THE NEW AGRICULTURAL SERVICE AGENCY, BY LEAVING THE AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE PROGRAMS, FMHA AGRICULTURAL LENDING PROGRAMS, AND FEDERAL CROP INSURANCE PROGRAMS WITHIN THE SEPARATE AGENCIES THAT NOW ADMINISTER THEM; BUT WOULD REQUIRE THAT THESE AGENCIES' FIELD OFFICES, ALONG WITH THE SOIL CONSERVATION SERVICE FIELD OFFICES BE """"""""""""""""CO-LOCATED"""""""""""""""" INTO A SINGLE POINT OF CONTACT FOR FARMERS.)","H.R.3171 BY DE LA GARZA (D-TX) -- DEPARTMENT OF AGRICULTURE REORGANIZATION ACT OF 1994 (HOUSE REJECTED THE ALLARD AMENDMENT THAT SOUGHT TO ELIMINATE THE NEW AGRICULTURAL SERVICE AGENCY, BY LEAVING THE AGRICULTURAL STABILIZATION AND CONSERVATION SERVICE",7,711,7,711
31082,104,1,161,RH1040161,2/24/95,1995,2,24,1,168,194,228,-0.194,-0.79,0.291,-0.357,-43.601,HR450,Failed,NA,On Agreeing to the Amendment,"(HOUSE REJECTED THE WISE AMENDMENT THAT SOUGHT TO EXEMPT RULEMAKING ACTIONS RELATING TO AIRCRAFT SAFETY, NUCLEAR WASTE DISPOSAL, AND MINE SAFETY FROM THE MORATORIUM.)","(HOUSE REJECTED THE WISE AMENDMENT THAT SOUGHT TO EXEMPT RULEMAKING ACTIONS RELATING TO AIRCRAFT SAFETY, NUCLEAR WASTE DISPOSAL, AND MINE SAFETY FROM THE MORATORIUM",7,704,7,704
