,id,congress,chamber,rollnumber,voteview_id,voteview_id_1,voteview_id_2,date,year,month,day,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc,pap_description,pap_majortopic,pap_subtopic,majortopic,subtopic
139,12812,94,1,559,RH0940559,"'RH0940559',","RH0940559,",12/8/75,1975,12,8,NA,NA,329,61,-0.131,-0.685,-0.095,-0.511,-119.975,HR8631,NA,NA,NA,TO PASS H.R. 8631.,TO PASS H.R. 8631.,7,704,7,704
140,12988,94,1,89,RH0940089,"'RH0940089',","RH0940089,",4/21/75,1975,4,21,NA,NA,370,5,0,0,0,0,0,HR3130,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 3130, AMENDING THE NATIONAL ENVIRONMENTAL POLICY ACT OF 1969 IN ORDER TO CLARIFY THE PROCEDURES THEREIN WITHIN RESPECT TO THE PREPARATION OF ENVIRONMENTAL IMPACT STATEMENTS.","TO SUSPEND THE RULES AND PASS H.R. 3130, AMENDING THE NATIONAL ENVIRONMENTAL POLICY ACT OF 1969 IN ORDER TO CLARIFY THE PROCEDURES THEREIN WITHIN RESPECT TO THE PREPARATION OF ENVIRONMENTAL IMPACT STATEMENTS.",7,700,7,700
141,13199,94,1,1065,RH0941065,"'RH0941065',","RH0941065,",8/3/76,1976,8,3,NA,NA,347,33,0.459,-0.262,0.228,0.152,-62.268,HR12944,NA,NA,NA,"TO PASS H.R. 12944, TO EXTEND THE FEDERAL INSECTICIDE, FUNGICIDE AND RODENTICIDE ACT, AS AMENDED, FOR 6 MONTHS.","TO PASS H.R. 12944, TO EXTEND THE FEDERAL INSECTICIDE, FUNGICIDE AND RODENTICIDE ACT, AS AMENDED, FOR 6 MONTHS.",7,704,7,704
142,13207,94,1,1069,RH0941069,"'RH0941069',","RH0941069,",8/4/76,1976,8,4,NA,NA,382,2,0,0,0,0,0,HRES1430,NA,NA,NA,"TO AGREE TO H. RES. 1430, THE RULE TO CONSIDER H.R. 10498, TO AMEND THE CLEAN AIR ACT.","TO AGREE TO H. RES. 1430, THE RULE TO CONSIDER H.R. 10498, TO AMEND THE CLEAN AIR ACT.",7,705,7,705
143,13264,94,1,1098,RH0941098,"'RH0941098',","RH0941098,",8/23/76,1976,8,23,NA,NA,210,157,-0.514,0.845,-0.153,-0.299,-181.122,HR14032,NA,NA,NA,"TO AMEND H. R. 14032, TOXIC SUBSTANCES CONTROL ACT. BY ALLOWING EITHER THE SENATE OR THE HOUSE TO INVALIDATE ANY SUCH REGULATION WITHIN 60 DAYS OF THE ISSUANCE BY THE ENVIRONMENTAL PROTECTION AGENCY.","TO AMEND H. R. 14032, TOXIC SUBSTANCES CONTROL ACT. BY ALLOWING EITHER THE SENATE OR THE HOUSE TO INVALIDATE ANY SUCH REGULATION WITHIN 60 DAYS OF THE ISSUANCE BY THE ENVIRONMENTAL PROTECTION AGENCY.",7,704,7,704
144,13266,94,1,1099,RH0941099,"'RH0941099',","RH0941099,",8/23/76,1976,8,23,NA,NA,319,45,0.453,-0.205,0.208,0.339,-83.101,HR14032,NA,NA,NA,TO PASS H.R. 14032.,TO PASS H.R. 14032.,7,704,7,704
145,13346,94,1,1140,RH0941140,"'RH0941140',","RH0941140,",9/8/76,1976,9,8,NA,NA,107,247,-0.089,-0.407,0.127,0.49,-143.818,HR10498,NA,NA,NA,"TO AMEND THE ROGERS AMENDMENT (SEE R.C. 697) TO H.R. 10498, BY DELETING THE CLASS III CATEGORIES, THUS REQUIRING MORE STRICT CONTROL IN AREAS WHERE THE AIR QUALITY HAD NOT YET REACHED MINIMUM LEVELS.","TO AMEND THE ROGERS AMENDMENT SEE R.C. 697) TO H.R. 10498, BY DELETING THE CLASS III CATEGORIES, THUS REQUIRING MORE STRICT CONTROL IN AREAS WHERE THE AIR QUALITY HAD NOT YET REACHED MINIMUM LEVELS.",7,705,7,705
146,13348,94,1,1141,RH0941141,"'RH0941141',","RH0941141,",9/8/76,1976,9,8,NA,NA,301,57,0.259,0.044,0.25,0.288,-72.158,HR10498,NA,NA,NA,"TO AMEND H.R. 10498, BY ESTABLISHING A NATIONAL COMMISSION ON AIR QUALITY FOR THE PURPOSE OF THE ON GOING STUDY OF THE IMPLEMENTATION OF THE ACT.","TO AMEND H.R. 10498, BY ESTABLISHING A NATIONAL COMMISSION ON AIR QUALITY FOR THE PURPOSE OF THE ON GOING STUDY OF THE IMPLEMENTATION OF THE ACT.",7,705,7,705
147,13350,94,1,1142,RH0941142,"'RH0941142',","RH0941142,",9/8/76,1976,9,8,NA,NA,156,199,0.264,-0.417,-0.199,-0.743,-124.69,HR10498,NA,NA,NA,"TO AMEND H.R. 10498, BY DELETING A SECTION ON SIGNIFICANT DETERIORATION AND REQUIRING THE NATIONAL COMMISSION ON AIR QUALITY TO CONDUCT A ONE-YEAR STUDY OF DETERIORATION.","TO AMEND H.R. 10498, BY DELETING A SECTION ON SIGNIFICANT DETERIORATION AND REQUIRING THE NATIONAL COMMISSION ON AIR QUALITY TO CONDUCT A ONE-YEAR STUDY OF DETERIORATION.",7,705,7,705
148,13362,94,1,1148,RH0941148,"'RH0941148',","RH0941148,",9/9/76,1976,9,9,NA,NA,103,198,-0.853,-0.249,0.063,-0.28,-178.756,HR14496,NA,NA,NA,"TO AMEND H.R. 14496, BY EXTENDING UNTIL 1982 CONSTRUCTION AND EXPANSION OF FACILITIES IN AIR QUALITY CONTROL REGIONS EXCEEDING NATIONAL AMBIENT AIR QUALITY STANDARDS.","TO AMEND H.R. 14496, BY EXTENDING UNTIL 1982 CONSTRUCTION AND EXPANSION OF FACILITIES IN AIR QUALITY CONTROL REGIONS EXCEEDING NATIONAL AMBIENT AIR QUALITY STANDARDS.",7,705,7,705
149,13364,94,1,1149,RH0941149,"'RH0941149',","RH0941149,",9/9/76,1976,9,9,NA,NA,32,263,0.303,0.346,-0.154,-0.566,-67.125,HR14469,NA,NA,NA,"TO AMEND H.R. 14469, BY STRIKING LANGUAGE WHICH PROVIDES FOR LOCAL GOVERNMENT INVOLVEMENT IN THE DESIGNATION PROCESS.","TO AMEND H.R. 14469, BY STRIKING LANGUAGE WHICH PROVIDES FOR LOCAL GOVERNMENT INVOLVEMENT IN THE DESIGNATION PROCESS.",7,705,7,705
150,13366,94,1,1150,RH0941150,"'RH0941150',","RH0941150,",9/9/76,1976,9,9,NA,NA,100,183,-0.28,0.594,-0.187,-0.71,-93.163,HR14469,NA,NA,NA,"TO AMEND H.R. 14469, BY RESTORING THE 100% LEVEL FOR PRIMARY AIR QUALITY STANDARDS SET BY THE ADMINISTRATION IN MORE HEAVILY POLLUTED AREAS.","TO AMEND H.R. 14469, BY RESTORING THE 100% LEVEL FOR PRIMARY AIR QUALITY STANDARDS SET BY THE ADMINISTRATION IN MORE HEAVILY POLLUTED AREAS.",7,705,7,705
151,13397,94,1,1168,RH0941168,"'RH0941168',","RH0941168,",9/15/76,1976,9,15,NA,NA,75,313,-0.399,-0.227,0.187,0.383,-114.812,HR10498,NA,NA,NA,"TO AGREE TO A SUBSTITUTE AMENDMENT FOR THE DINGELL AMENDMENT (SEE R.C. 731) TO H.R. 10498. THE WAXMAN AMENDMENT REQUIRES FULL 90% REUCTION OF CARBON MONOXIDE, HYDROCARBONS, AND NITROGEN OXIDE IN 1981 AND REQUIRES, IN THE INTERIM, THE NATIONWIDE IMPLEMENTATION OF 1976 AND 1977 CALIFORNIA STANDARDS.","TO AGREE TO A SUBSTITUTE AMENDMENT FOR THE DINGELL AMENDMENT SEE R.C. 731) TO H.R. 10498. THE WAXMAN AMENDMENT REQUIRES FULL 90% REUCTION OF CARBON MONOXIDE, HYDROCARBONS, AND NITROGEN OXIDE IN 1981 AND REQUIRES, IN THE INTERIM, THE NATIONWIDE IMPLEME",7,705,7,705
152,13399,94,1,1169,RH0941169,"'RH0941169',","RH0941169,",9/15/76,1976,9,15,NA,NA,224,169,0.067,-0.382,-0.173,-0.645,-136.305,HR10498,NA,NA,NA,"TO AMEND H.R. 10498, BY FREEZING CURRENT AUTO EMISSION STANDARDS THROUGH 1979, REDUCING THE LEVELS DURING 1980-81 TO THE CURRENT CALIFORNIA STANDARDS, REQUIRING THE FULL 90% REDUCTION FOR CARBON MONOXIDE AND HYDROCARBONS BEGINNING IN 1982, WITH NITROGEN OXIDE STANDARDS TO BE SET BY THE EPA.","TO AMEND H.R. 10498, BY FREEZING CURRENT AUTO EMISSION STANDARDS THROUGH 1979, REDUCING THE LEVELS DURING 1980-81 TO THE CURRENT CALIFORNIA STANDARDS, REQUIRING THE FULL 90% REDUCTION FOR CARBON MONOXIDE AND HYDROCARBONS BEGINNING IN 1982, WITH NITROGEN",7,705,7,705
153,13401,94,1,1170,RH0941170,"'RH0941170',","RH0941170,",9/15/76,1976,9,15,NA,NA,231,156,0.019,-0.138,0.221,0.341,-109.064,HR10498,NA,NA,NA,"TO AGREE TO A SUBSTITUTE AMENDMENT FOR THE BUTLER AMENDMENT TO H.R. 10498. THE PREYER SUBSTITUTE ALLOWS THE EPA TO REPRESENT ITSELF IN CIVIL ACTIONS IN COURTS OF ORIGINAL JURISDICTION, BUT RESERVES JUSTICE DEPARTMENT CONTROL OF APPELLATE LITIGATION. THE BUTLER AMENDMENT WOULD HAVE RETAINED JUSTICE DEPARTMENT CONTROL OVER ALL EPA LITIGATION.","TO AGREE TO A SUBSTITUTE AMENDMENT FOR THE BUTLER AMENDMENT TO H.R. 10498. THE PREYER SUBSTITUTE ALLOWS THE EPA TO REPRESENT ITSELF IN CIVIL ACTIONS IN COURTS OF ORIGINAL JURISDICTION, BUT RESERVES JUSTICE DEPARTMENT CONTROL OF APPELLATE LITIGATION.",7,700,7,700
154,13403,94,1,1171,RH0941171,"'RH0941171',","RH0941171,",9/15/76,1976,9,15,NA,NA,117,272,-0.129,0.485,-0.299,-1.021,-88.784,HR10498,NA,NA,NA,"TO RECOMMIT TO THE COMMITTEE ON INTERSTATE AND FOREIGN COMMERCE H.R. 10498, WITH INSTRUCTIONS TO REPORT IT BACK CONTAINING AMENDMENTS PREVIOUSLY REJECTD IN THE COMMITTEE OF THE WHOLE.","TO RECOMMIT TO THE COMMITTEE ON INTERSTATE AND FOREIGN COMMERCE H.R. 10498, WITH INSTRUCTIONS TO REPORT IT BACK CONTAINING AMENDMENTS PREVIOUSLY REJECTD IN THE COMMITTEE OF THE WHOLE.",7,705,7,705
155,13405,94,1,1172,RH0941172,"'RH0941172',","RH0941172,",9/15/76,1976,9,15,NA,NA,324,68,0.3,0.145,0.148,0.384,-113.068,HR10498,NA,NA,NA,TO PASS H.R. 10498.,TO PASS H.R. 10498.,7,705,7,705
156,13435,94,1,1187,RH0941187,"'RH0941187',","RH0941187,",9/20/76,1976,9,20,NA,NA,337,40,0.351,0.057,0.28,0.382,-61.186,HR13374,NA,NA,NA,"LI SUSPEND THE RULES AND PASS H.R. 13374, TO CREATE A RECREATION AREA AND A WILDLIFE REFUGE IN THE LOWER MINNESOTA RIVER VALLEY.","LI SUSPEND THE RULES AND PASS H.R. 13374, TO CREATE A RECREATION AREA AND A WILDLIFE REFUGE IN THE LOWER MINNESOTA RIVER VALLEY.",7,709,7,709
157,13437,94,1,1188,RH0941188,"'RH0941188',","RH0941188,",9/20/76,1976,9,20,NA,NA,152,228,-0.248,-0.021,0.115,0.087,-199.929,HR14418,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 14418, TO ESTABLISH A PILOT PROGRAM TO COMPENSATE PERSONS WHO SUFFERED LOSS OR DAMAGE FROM PREDATION BY ENDANGERED SPECIES, SPECIFICALLY WITH REGARD TO THE EASTERN TIMBER WOLF IN MINNESOTA.","TO SUSPEND THE RULES AND PASS H.R. 14418, TO ESTABLISH A PILOT PROGRAM TO COMPENSATE PERSONS WHO SUFFERED LOSS OR DAMAGE FROM PREDATION BY ENDANGERED SPECIES, SPECIFICALLY WITH REGARD TO THE EASTERN TIMBER WOLF IN MINNESOTA.",7,709,7,709
158,13447,94,1,1193,RH0941193,"'RH0941193',","RH0941193,",9/20/76,1976,9,20,NA,NA,314,70,0.505,-0.185,0.19,0.63,-116.35,HR15445,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 15445, REQUIRING THE SECRETARY OF COMMERCE TO MAKE A STUDY ON THE GRAY WHALE AND THE BOWHEAD WHALE AND REPORT MEASURES FOR THEIR CONSERVATION BY JAN. 1, 1980.","TO SUSPEND THE RULES AND PASS H.R. 15445, REQUIRING THE SECRETARY OF COMMERCE TO MAKE A STUDY ON THE GRAY WHALE AND THE BOWHEAD WHALE AND REPORT MEASURES FOR THEIR CONSERVATION BY JAN. 1, 1980.",7,709,7,709
159,13467,94,1,1203,RH0941203,"'RH0941203',","RH0941203,",9/20/76,1976,9,20,NA,NA,346,39,0.337,0.36,0.166,0.378,-80.951,HR13124,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 13124, TO AUTHORIZE APPROPRIATIONS TO THE DEPARTMENT OF COMMERCE TO MONITOR AND REGULATE THE TRANSPORT OF HAZARDOUS MATERIALS.","TO SUSPEND THE RULES AND PASS H.R. 13124, TO AUTHORIZE APPROPRIATIONS TO THE DEPARTMENT OF COMMERCE TO MONITOR AND REGULATE THE TRANSPORT OF HAZARDOUS MATERIALS.",7,704,7,704
160,13515,94,1,1234,RH0941234,"'RH0941234',","RH0941234,",9/27/76,1976,9,27,NA,NA,374,0,0,0,0,0,0,HRES1553,NA,NA,NA,"TO AGREE TO H. RES. 1533, THE RULE TO CONSIDER H.R. 14496, RESOURCE CONSERVATION AND RECOVERY ACT OF 1976.","TO AGREE TO H. RES. 1533, THE RULE TO CONSIDER H.R. 14496, RESOURCE CONSERVATION AND RECOVERY ACT OF 1976.",7,707,7,707
161,13517,94,1,1235,RH0941235,"'RH0941235',","RH0941235,",9/27/76,1976,9,27,NA,NA,367,8,0,0,0,0,0,HR14496,NA,NA,NA,"TO PASS H.R. 14496, TO PROVIDE TECHNICAL AND FINANCIAL ASSISTANCE FOR THE DEVELOPMENT OF MANAGEMENT PLANS AND FACILITIES FOR THE RECOVERY OF ENERGY AND OTHER RESOURCES FROM DISCARDED MATERIALS. ALSO TO PROVIDE ASSISTANCE FOR THE SAFE DISPOSAL OF DISCARDED MATERIALS AND FOR THE REGULATION OF THE MANAGEMENT OF HAZARDOUS WASTE.","TO PASS H.R. 14496, TO PROVIDE TECHNICAL AND FINANCIAL ASSISTANCE FOR THE DEVELOPMENT OF MANAGEMENT PLANS AND FACILITIES FOR THE RECOVERY OF ENERGY AND OTHER RESOURCES FROM DISCARDED MATERIALS. ALSO TO PROVIDE ASSISTANCE FOR THE SAFE DISPOSAL OF DISCA",7,700,7,700
162,13523,94,1,1240,RH0941240,"'RH0941240',","RH0941240,",9/28/76,1976,9,28,NA,NA,360,35,0.421,0.123,0.218,0.553,-66.647,S3149,NA,NA,NA,"TO AGREE TO THE CONFERENCE REPORT ON S. 3147, TOXIC SUBSTANCES CONTROL ACT.","TO AGREE TO THE CONFERENCE REPORT ON S. 3147, TOXIC SUBSTANCES CONTROL ACT.",7,704,7,704
163,13669,94,1,644,RH0940644,"'RH0940644',","RH0940644,",2/9/76,1976,2,9,NA,NA,335,34,-0.021,0.947,0.073,0.459,-85.836,HR5808,NA,NA,NA,TO PASS H.R. 5808.,TO PASS H.R. 5808.,7,709,7,709
164,13743,94,1,681,RH0940681,"'RH0940681',","RH0940681,",3/11/76,1976,3,11,NA,NA,370,14,0.609,-0.24,0.243,0.278,-45.614,HR3981,NA,NA,NA,"TO PASS H.R. 3981, AMENDING THE COASTAL ZONE MANAGEMENT ACT OF 1972 TO AUTHORIZE AND ASSIST THE COASTAL STATES TO STUDY , PLAN FOR, MANAGE, AND CONTROL THE IMPACT OF ENERGY RESOURCE DEVELOPMENT AND PRODUCTION WHICH AFFECTS THE COASTAL ZONE.","TO PASS H.R. 3981, AMENDING THE COASTAL ZONE MANAGEMENT ACT OF 1972 TO AUTHORIZE AND ASSIST THE COASTAL STATES TO STUDY , PLAN FOR, MANAGE, AND CONTROL THE IMPACT OF ENERGY RESOURCE DEVELOPMENT AND PRODUCTION WHICH AFFECTS THE COASTAL ZONE.",7,710,7,701
165,13881,94,1,750,RH0940750,"'RH0940750',","RH0940750,",4/12/76,1976,4,12,NA,NA,338,23,0.54,0.134,0.262,-0.364,-48.953,HRES1032,NA,NA,NA,"TO APPROVE H. RES. 1032, DISAPPROVING SOIL CONSERVATION SERVICE APPROPRIATIONS DEFERRALS PROPOSED BY THE PRESIDENT.","TO APPROVE H. RES. 1032, DISAPPROVING SOIL CONSERVATION SERVICE APPROPRIATIONS DEFERRALS PROPOSED BY THE PRESIDENT.",7,711,7,711
166,13934,94,1,777,RH0940777,"'RH0940777',","RH0940777,",5/3/76,1976,5,3,NA,NA,360,0,0,0,0,0,0,HR5523,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 5523, CONCERNING ADMINISTRATION OF FISH AND WILDLIFE PROGRAMS.","TO SUSPEND THE RULES AND PASS H.R. 5523, CONCERNING ADMINISTRATION OF FISH AND WILDLIFE PROGRAMS.",7,709,7,709
167,13936,94,1,778,RH0940778,"'RH0940778',","RH0940778,",5/3/76,1976,5,3,NA,NA,362,0,0,0,0,0,0,HR11505,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 11505, AS AMENDED, THE MARINE PROTECTION, RESEARCH, AND SANCTUARIES ACT AUTHORIZATION FOR FISCAL YEAR 1977.","TO SUSPEND THE RULES AND PASS H.R. 11505, AS AMENDED, THE MARINE PROTECTION, RESEARCH, AND SANCTUARIES ACT AUTHORIZATION FOR FISCAL YEAR 1977.",7,710,7,701
168,13948,94,1,784,RH0940784,"'RH0940784',","RH0940784,",5/4/76,1976,5,4,NA,NA,228,167,-0.121,-0.183,-0.13,-0.35,-164.191,HR12704,NA,NA,NA,"TO AMEND H.R. 12704, TO AUTHORIZE APPROPRIATIONS TO THE OFFICE OF RESEARCH AND DEVELOPMENT IN THE ENVIRONMENTAL PROTECTION AGENCY, BY REQUIRING THAT RULES OR REGULATIONS MADE IN CONNECTION WITH RESEARCH, DEVELOPMENT, OR DEMONSTRATION BE SUBJECT TO CONGRESSIONAL DISAPPROVAL.","TO AMEND H.R. 12704, TO AUTHORIZE APPROPRIATIONS TO THE OFFICE OF RESEARCH AND DEVELOPMENT IN THE ENVIRONMENTAL PROTECTION AGENCY, BY REQUIRING THAT RULES OR REGULATIONS MADE IN CONNECTION WITH RESEARCH, DEVELOPMENT, OR DEMONSTRATION BE SUBJECT TO CONGR",7,798,7,798
169,13950,94,1,785,RH0940785,"'RH0940785',","RH0940785,",5/4/76,1976,5,4,NA,NA,381,16,0.715,-0.699,0.37,0.441,-33.705,HR12704,NA,NA,NA,"TO PASS H.R. 12704, AUTHORIZING APPROPRIATIONS FOR ENVIRONMENTAL RESEARCH DEVELOPMENT AND DEMONSTRATION.","TO PASS H.R. 12704, AUTHORIZING APPROPRIATIONS FOR ENVIRONMENTAL RESEARCH DEVELOPMENT AND DEMONSTRATION.",7,798,7,798
170,13952,94,1,786,RH0940786,"'RH0940786',","RH0940786,",5/5/76,1976,5,5,NA,NA,111,282,-0.103,0.679,-0.128,-0.325,-153.688,HR12234,NA,NA,NA,"TO AMEND H.R. 12234, THE LAND AND WATER CONSERVATION FUND ACT AMENDMENTS AND NATIONAL HISTORIC PRESERVATION ACT AMENDMENTS, BY REDUCING THE AUTHORIZATION LEVEL OF THE FUND TO $500 MILLION IN 1979 AND $600 MILLION IN 1980.","TO AMEND H.R. 12234, THE LAND AND WATER CONSERVATION FUND ACT AMENDMENTS AND NATIONAL HISTORIC PRESERVATION ACT AMENDMENTS, BY REDUCING THE AUTHORIZATION LEVEL OF THE FUND TO $500 MILLION IN 1979 AND $600 MILLION IN 1980.",7,711,7,711
171,13954,94,1,787,RH0940787,"'RH0940787',","RH0940787,",5/5/76,1976,5,5,NA,NA,177,221,-0.429,0.181,0.053,0.281,-233.29,HR12234,NA,NA,NA,"TO AMEND H.R. 12234, BY LOWERING THE THRESHOLD FOR THE IMPLEMENTATION OF THE 20-75-5 RATIO FROM $240 MILLION TO $180 MILLION, THEREBY HASTENING THE POINT AT WHICH THE ALLOCATION FORMULA GIVES ADVANTAGE TO POPULOUS STATES.","TO AMEND H.R. 12234, BY LOWERING THE THRESHOLD FOR THE IMPLEMENTATION OF THE 20-75-5 RATIO FROM $240 MILLION TO $180 MILLION, THEREBY HASTENING THE POINT AT WHICH THE ALLOCATION FORMULA GIVES ADVANTAGE TO POPULOUS STATES.",7,711,7,711
172,13958,94,1,789,RH0940789,"'RH0940789',","RH0940789,",5/5/76,1976,5,5,NA,NA,392,3,0,0,0,0,0,HR12234,NA,NA,NA,"TO PASS, AS AMENDED, H.R. 12234.","TO PASS, AS AMENDED, H.R. 12234.",7,711,7,711
173,14059,94,1,842,RH0940842,"'RH0940842',","RH0940842,",6/1/76,1976,6,1,NA,NA,220,154,-0.186,-0.134,-0.132,-0.296,-169.402,HR12169,NA,NA,NA,"TO AMEND H.R. 12169, BY STRIKING THE AUTHORIZATION OF $37.4 MILLION FOR THE OFFICE OF CONSERVATION AND ENVIRONMENT.","TO AMEND H.R. 12169, BY STRIKING THE AUTHORIZATION OF $37.4 MILLION FOR THE OFFICE OF CONSERVATION AND ENVIRONMENT.",7,700,7,700
174,14075,94,1,852,RH0940852,"'RH0940852',","RH0940852,",6/3/76,1976,6,3,NA,NA,234,121,-0.625,0.148,-0.1,-0.65,-168.137,HR9560,NA,NA,NA,"TO AGREE TO AN AMENDMENT IN THE NATURE OF A SUBSTITUTE FOR THE CLEVELAND AMENDMENT, AS AMENDED, TO H. R. 9560, THE FEDERAL WATER POLLUTION CONTROL AMENDMENTS OF 1976. THE WRIGHT AMENDMENT LIMITS DREDGING AND FILL MATERIAL PERMIT REGULATION TO NAVIGABLE WATERS AND ADJACENT WETLANDS, AUTHORIZES ISSUANCE OF GENERAL PERMITS, AUTHORIZES STATE PROTECTION OF ENVIRONMENTALLY IMPORTANT AREAS, AND EXCLUDES NORMAL FARMING OPERATIONS AND CERTAIN OTHER ACTIVITIES FROM REGULATION.","TO AGREE TO AN AMENDMENT IN THE NATURE OF A SUBSTITUTE FOR THE CLEVELAND AMENDMENT, AS AMENDED, TO H. R. 9560, THE FEDERAL WATER POLLUTION CONTROL AMENDMENTS OF 1976. THE WRIGHT AMENDMENT LIMITS DREDGING AND FILL MATERIAL PERMIT REGULATION TO NAVIGABL",7,701,7,701
175,14077,94,1,853,RH0940853,"'RH0940853',","RH0940853,",6/3/76,1976,6,3,NA,NA,339,5,0,0,0,0,0,HR9560,NA,NA,NA,"TO PASS H.R. 9560, THE FEDERAL WATER POLLUTION CONTROL ACT AMENDMENTS OF 1976.","TO PASS H.R. 9560, THE FEDERAL WATER POLLUTION CONTROL ACT AMENDMENTS OF 1976.",7,701,7,701
176,14272,94,1,959,RH0940959,"'RH0940959',","RH0940959,",6/28/76,1976,6,28,NA,NA,126,269,-0.26,-0.197,0.116,0.377,-164.109,HR14234,NA,NA,NA,"TO AMEND H.R. 14234, BY PROHIBITING COMMERCIAL FLIGHTS OF SST AIRCRAFT TO UNITED STATES AIRPORTS THAT DO NOT MEET ESTABLISHED NOISE STANDARDS.","TO AMEND H.R. 14234, BY PROHIBITING COMMERCIAL FLIGHTS OF SST AIRCRAFT TO UNITED STATES AIRPORTS THAT DO NOT MEET ESTABLISHED NOISE STANDARDS.",7,705,7,705
177,14274,94,1,960,RH0940960,"'RH0940960',","RH0940960,",6/28/76,1976,6,28,NA,NA,170,228,-0.057,-0.219,0.101,0.404,-182.742,HR14234,NA,NA,NA,"TO AMEND H.R. 14234, BY PROHIBITING COMMERCIAL FLIGHTS OF SST AIRCRAFT TO JOHN F. KENNEDY INTERNATIONAL AIRPORT UNLESS SUCH FLIGHTS COMPLY WITH ESTABLISHED NOISE STANDARDS.","TO AMEND H.R. 14234, BY PROHIBITING COMMERCIAL FLIGHTS OF SST AIRCRAFT TO JOHN F. KENNEDY INTERNATIONAL AIRPORT UNLESS SUCH FLIGHTS COMPLY WITH ESTABLISHED NOISE STANDARDS.",7,705,7,705
178,14321,94,1,984,RH0940984,"'RH0940984',","RH0940984,",6/30/76,1976,6,30,NA,NA,391,14,0.651,-0.252,0.244,0.215,-38.963,S586,NA,NA,NA,"TO AGREE TO THE CONFERENCE REPORT ON S. 586, COASTAL ZONE MANAGEMENT ACT AMENDMENTS OF 1976.","TO AGREE TO THE CONFERENCE REPORT ON S. 586, COASTAL ZONE MANAGEMENT ACT AMENDMENTS OF 1976.",7,710,7,701
179,14455,95,1,110,RH0950110,"'RH0950110',","RH0950110,",4/5/77,1977,4,5,NA,NA,348,60,-0.272,-0.579,-0.094,-0.512,-113.211,HRES468,NA,NA,NA,"TO AGREE TO H. RES. 468, THE RULE TO CONSIDER H.R. 3199, A BIL AMENDING THE FEDERAL WATER POLLUTION CONTROL ACT OF 1972 SO AS TO ALLOW FOR ADDITIONAL AUTHORIZATIONS.","TO AGREE TO H. RES. 468, THE RULE TO CONSIDER H.R. 3199, A BIL AMENDING THE FEDERAL WATER POLLUTION CONTROL ACT OF 1972 SO AS TO ALLOW FOR ADDITIONAL AUTHORIZATIONS.",7,701,7,701
180,14457,95,1,111,RH0950111,"'RH0950111',","RH0950111,",4/5/77,1977,4,5,NA,NA,361,43,-0.366,-0.57,-0.132,-0.598,-78.364,HR3199,NA,NA,NA,TO PASS H.R. 3199 (SEE RC 128).,TO PASS H.R. 3199 SEE RC 128).,7,701,7,701
181,14475,95,1,120,RH0950120,"'RH0950120',","RH0950120,",4/19/77,1977,4,19,NA,NA,358,31,0.448,0.156,0.19,0.455,-67.347,HR5101,NA,NA,NA,"TO PASS H.R. 5101, THE BILL AUTHORIZING OF $313 MILLION FOR RESEARCH AND DEVELOPMENT OF THE ENVIRONMENTAL PROTECTION AGENCY FOR FISCAL YEAR 1978.","TO PASS H.R. 5101, THE BILL AUTHORIZING OF $313 MILLION FOR RESEARCH AND DEVELOPMENT OF THE ENVIRONMENTAL PROTECTION AGENCY FOR FISCAL YEAR 1978.",7,798,7,798
182,14617,95,1,196,RH0950196,"'RH0950196',","RH0950196,",5/10/77,1977,5,10,NA,NA,374,32,0.29,0.493,0.154,0.608,-66.268,HR2817,NA,NA,NA,"TO SUSPEND THE RULES AND PASS H.R. 2817, A BILL TO PROVIDE FUNDS FOR CERTAIN ADDITIONS TO THE TINICUM NATIONAL ENVIRONMENTAL CENTER IN PENNSYLVANIA.","TO SUSPEND THE RULES AND PASS H.R. 2817, A BILL TO PROVIDE FUNDS FOR CERTAIN ADDITIONS TO THE TINICUM NATIONAL ENVIRONMENTAL CENTER IN PENNSYLVANIA.",7,799,7,799
183,14621,95,1,198,RH0950198,"'RH0950198',","RH0950198,",5/10/77,1977,5,10,NA,NA,402,9,0,0,0,0,0,HR6206,NA,NA,NA,"TO SUSPEND THE RULES AND PASS, AS AMENDED, H.R. 6206, A BILL AUTHORIZING APPROPRIATIONS FOR FISCAL YEARS 1978-1980 FOR THE EFFECTIVE ENACTMENT OF THE COMMERCIAL FISHERIES RESEARCH AND DEVELOPMENT ACT OF 1964.","TO SUSPEND THE RULES AND PASS, AS AMENDED, H.R. 6206, A BILL AUTHORIZING APPROPRIATIONS FOR FISCAL YEARS 1978-1980 FOR THE EFFECTIVE ENACTMENT OF THE COMMERCIAL FISHERIES RESEARCH AND DEVELOPMENT ACT OF 1964.",7,798,7,798
