group,congress,chamber,icpsr,bioname,party_code,state_abbrev,district_code,coord1D,correctYea,wrongYea,correctNay,wrongNay,GMP,CC,se1D
2,93,House,2660,"DONOHUE, Harold Daniel",D,MA,3,-0.222751051,9,1,5,3,0.606896579,0.777777778,0
2,93,House,13013,"DRINAN, Robert Frederick",D,MA,4,-0.791150093,48,1,22,0,0.94236964,0.985915493,0
2,94,House,13013,"DRINAN, Robert Frederick",D,MA,4,-0.791150093,48,1,22,0,0.94236964,0.985915493,0
2,93,House,14012,"CRONIN, Paul William",R,MA,5,-0.514577985,9,1,6,0,0.896235108,0.9375,0
2,93,House,12040,"HARRINGTON, Michael Joseph",D,MA,6,-0.905651629,42,0,15,0,0.975343287,1,0
2,94,House,12040,"HARRINGTON, Michael Joseph",D,MA,6,-0.905651629,42,0,15,0,0.975343287,1,0
2,93,House,5873,"MACDONALD, Torbert Hart",D,MA,7,-0.17080313,18,5,3,6,0.584192038,0.65625,0
2,94,House,5873,"MACDONALD, Torbert Hart",D,MA,7,-0.17080313,18,5,3,6,0.584192038,0.65625,0
2,93,House,7081,"O'NEILL, Thomas Philip, Jr. (Tip)",D,MA,8,-0.387969702,38,7,18,1,0.776197493,0.875,0
2,94,House,7081,"O'NEILL, Thomas Philip, Jr. (Tip)",D,MA,8,-0.387969702,38,7,18,1,0.776197493,0.875,0
2,93,House,14039,"MOAKLEY, John Joseph",I,MA,9,-0.551631093,46,2,19,0,0.902142048,0.970149254,0
2,94,House,14039,"MOAKLEY, John Joseph",D,MA,9,-0.551631093,46,2,19,0,0.902142048,0.970149254,0
2,93,House,11021,"HECKLER, Margaret M.",R,MA,10,-0.454539925,41,3,22,1,0.850786865,0.940298507,0
2,94,House,11021,"HECKLER, Margaret M.",R,MA,10,-0.454539925,41,3,22,1,0.850786865,0.940298507,0
2,93,House,1265,"BURKE, James Anthony",D,MA,11,-0.296160489,41,5,18,7,0.706929743,0.830985915,0
2,94,House,1265,"BURKE, James Anthony",D,MA,11,-0.296160489,41,5,18,7,0.706929743,0.830985915,0
2,93,House,14055,"STUDDS, Gerry Eastman",D,MA,12,-0.60564971,49,0,20,2,0.907949686,0.971830986,0
2,94,House,14055,"STUDDS, Gerry Eastman",D,MA,12,-0.60564971,49,0,20,2,0.907949686,0.971830986,0
2,93,House,10713,"CONYERS, John, Jr.",D,MI,1,-0.803256035,35,1,15,0,0.934479296,0.980392157,0
2,94,House,10713,"CONYERS, John, Jr.",D,MI,1,-0.803256035,35,1,15,0,0.934479296,0.980392157,0
2,93,House,11015,"ESCH, Marvin Leonel",R,MI,2,-0.2105508,19,3,5,8,0.626739204,0.685714286,0
2,94,House,11015,"ESCH, Marvin Leonel",R,MI,2,-0.2105508,19,3,5,8,0.626739204,0.685714286,0
2,93,House,11006,"BROWN, Garry Eldridge",R,MI,3,-0.142246276,31,10,18,3,0.658981562,0.790322581,0
2,94,House,11006,"BROWN, Garry Eldridge",R,MI,3,-0.142246276,31,10,18,3,0.658981562,0.790322581,0
2,93,House,10597,"HUTCHINSON, J. Edward",R,MI,4,0.141370833,34,3,28,4,0.727192938,0.898550725,0
2,94,House,10597,"HUTCHINSON, J. Edward",R,MI,4,0.141370833,34,3,28,4,0.727192938,0.898550725,0
2,93,House,3268,"FORD, Gerald Rudolph, Jr.",R,MI,5,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,14074,"VANDER VEEN, Richard Franklin",D,MI,5,-0.404648811,33,3,13,1,0.797608912,0.92,0
2,94,House,14074,"VANDER VEEN, Richard Franklin",D,MI,5,-0.404648811,33,3,13,1,0.797608912,0.92,0
2,93,House,1620,"CHAMBERLAIN, Charles Ernest",R,MI,6,-0.052188288,13,2,3,1,0.774907827,0.842105263,0
2,93,House,91043,"RIEGLE, Donald Wayne, Jr.",R,MI,7,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,10526,"HARVEY, James",R,MI,8,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,14075,"TRAXLER, Jerome Bob",D,MI,8,-0.27308318,32,3,9,8,0.642704844,0.788461538,0
2,94,House,14075,"TRAXLER, Jerome Bob",D,MI,8,-0.27308318,32,3,9,8,0.642704844,0.788461538,0
2,93,House,10794,"VANDER JAGT, Guy Adrian",R,MI,9,-0.163011342,32,10,14,5,0.614362538,0.754098361,0
2,94,House,10794,"VANDER JAGT, Guy Adrian",R,MI,9,-0.163011342,32,10,14,5,0.614362538,0.754098361,0
2,93,House,1610,"CEDERBERG, Elford Albin",R,MI,10,-0.003401467,41,6,18,4,0.72671622,0.855072464,0
2,94,House,1610,"CEDERBERG, Elford Albin",R,MI,10,-0.003401467,41,6,18,4,0.72671622,0.855072464,0
2,93,House,11045,"RUPPE, Philip Edward",R,MI,11,-0.104759023,38,6,15,6,0.669425547,0.815384615,0
2,94,House,11045,"RUPPE, Philip Edward",R,MI,11,-0.104759023,38,6,15,6,0.669425547,0.815384615,0
2,93,House,7043,"O'HARA, James Grant",D,MI,12,-0.342542797,35,3,11,8,0.690575957,0.807017544,0
2,94,House,7043,"O'HARA, James Grant",D,MI,12,-0.342542797,35,3,11,8,0.690575957,0.807017544,0
2,93,House,2594,"DIGGS, Charles Coles, Jr.",D,MI,13,-0.435531586,29,2,15,1,0.784205258,0.936170213,0
2,94,House,2594,"DIGGS, Charles Coles, Jr.",D,MI,13,-0.435531586,29,2,15,1,0.784205258,0.936170213,0
2,93,House,10540,"NEDZI, Lucien Norbert",D,MI,14,-0.39897716,42,4,18,5,0.792623997,0.869565217,0
2,94,House,10540,"NEDZI, Lucien Norbert",D,MI,14,-0.39897716,42,4,18,5,0.792623997,0.869565217,0
2,93,House,10727,"FORD, William David",D,MI,15,-0.454260439,41,1,21,2,0.842335343,0.953846154,0
2,94,House,10727,"FORD, William David",D,MI,15,-0.454260439,41,1,21,2,0.842335343,0.953846154,0
2,93,House,2605,"DINGELL, John David, Jr.",D,MI,16,-0.397673458,39,5,16,5,0.671946526,0.846153846,0
2,94,House,2605,"DINGELL, John David, Jr.",D,MI,16,-0.397673458,39,5,16,5,0.671946526,0.846153846,0
2,93,House,3830,"GRIFFITHS, Martha Wright",D,MI,17,-0.32846269,9,1,7,0,0.803316593,0.941176471,0
2,93,House,14023,"HUBER, Robert James",R,MI,18,0.097063139,11,0,6,1,0.834125817,0.944444444,0
2,93,House,1087,"BROOMFIELD, William S.",R,MI,19,-0.153948754,39,2,15,4,0.732846439,0.9,0
2,94,House,1087,"BROOMFIELD, William S.",R,MI,19,-0.153948754,39,2,15,4,0.732846439,0.9,0
2,93,House,7671,"QUIE, Albert Harold",R,MN,1,-0.231935889,40,6,16,4,0.717541814,0.848484848,0
2,94,House,7671,"QUIE, Albert Harold",R,MN,1,-0.231935889,40,6,16,4,0.717541814,0.848484848,0
2,93,House,6860,"NELSEN, Ancher",R,MN,2,-0.238808557,7,4,6,1,0.499325633,0.722222222,0
2,93,House,13015,"FRENZEL, William Eldridge",R,MN,3,-0.266744256,39,6,20,5,0.632524252,0.842857143,0
2,94,House,13015,"FRENZEL, William Eldridge",R,MN,3,-0.266744256,39,6,20,5,0.632524252,0.842857143,0
2,93,House,5098,"KARTH, Joseph Edward",D,MN,4,-0.455645144,31,3,11,0,0.825123489,0.933333333,0
2,94,House,5098,"KARTH, Joseph Edward",D,MN,4,-0.455645144,31,3,11,0,0.825123489,0.933333333,0
2,93,House,10585,"FRASER, Donald MacKay",D,MN,5,-0.615192652,38,2,18,0,0.9112764,0.965517241,0
2,94,House,10585,"FRASER, Donald MacKay",D,MN,5,-0.615192652,38,2,18,0,0.9112764,0.965517241,0
2,93,House,11060,"ZWACH, John Matthew",R,MN,6,-0.165170759,9,3,4,2,0.612060845,0.722222222,0
2,93,House,13007,"BERGLAND, Robert Selmer",D,MN,7,-0.41059649,44,2,16,3,0.776057363,0.923076923,0
2,94,House,13007,"BERGLAND, Robert Selmer",D,MN,7,-0.41059649,44,2,16,3,0.776057363,0.923076923,0
2,93,House,789,"BLATNIK, John Anton",D,MN,8,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,10075,"WHITTEN, Jamie Lloyd",D,MS,1,0.027956035,38,7,22,3,0.768124819,0.857142857,0
2,94,House,10075,"WHITTEN, Jamie Lloyd",D,MS,1,0.027956035,38,7,22,3,0.768124819,0.857142857,0
2,93,House,14005,"BOWEN, David Reece",D,MS,2,-0.048686821,41,4,17,3,0.777763605,0.892307692,0
2,94,House,14005,"BOWEN, David Reece",D,MS,2,-0.048686821,41,4,17,3,0.777763605,0.892307692,0
2,93,House,11035,"MONTGOMERY, Gillespie V. (Sonny)",D,MS,3,0.12369819,33,3,27,4,0.76177907,0.895522388,0
2,94,House,11035,"MONTGOMERY, Gillespie V. (Sonny)",D,MS,3,0.12369819,33,3,27,4,0.76177907,0.895522388,0
2,93,House,14009,"COCHRAN, William Thad",R,MS,4,0.056303773,40,4,23,4,0.742008805,0.887323944,0
2,94,House,14009,"COCHRAN, William Thad",R,MS,4,0.056303773,40,4,23,4,0.742008805,0.887323944,0
2,93,House,14031,"LOTT, Chester Trent",R,MS,5,0.055375565,38,4,23,4,0.793845654,0.884057971,0
2,94,House,14031,"LOTT, Chester Trent",R,MS,5,0.055375565,38,4,23,4,0.793845654,0.884057971,0
2,93,House,12009,"CLAY, William Lacy, Sr.",D,MO,1,-0.506126523,44,1,16,1,0.840279758,0.967741935,0
2,94,House,12009,"CLAY, William Lacy, Sr.",D,MO,1,-0.506126523,44,1,16,1,0.840279758,0.967741935,0
2,93,House,12031,"SYMINGTON, James Wadsworth",D,MO,2,-0.320302099,29,2,15,7,0.74135077,0.830188679,0
2,94,House,12031,"SYMINGTON, James Wadsworth",D,MO,2,-0.320302099,29,2,15,7,0.74135077,0.830188679,0
2,93,House,9072,"SULLIVAN, Leonor Kretzer",D,MO,3,-0.237930059,33,5,11,6,0.64637953,0.8,0
2,94,House,9072,"SULLIVAN, Leonor Kretzer",D,MO,3,-0.237930059,33,5,11,6,0.64637953,0.8,0
2,93,House,7717,"RANDALL, William Joseph",D,MO,4,-0.091212153,36,7,11,9,0.613120735,0.746031746,0
2,94,House,7717,"RANDALL, William Joseph",D,MO,4,-0.091212153,36,7,11,9,0.613120735,0.746031746,0
2,93,House,835,"BOLLING, Richard Walker",D,MO,5,-0.357501149,32,5,13,2,0.794417262,0.865384615,0
2,94,House,835,"BOLLING, Richard Walker",D,MO,5,-0.357501149,32,5,13,2,0.794417262,0.865384615,0
2,93,House,14030,"LITTON, Jerry Lon",D,MO,6,-0.147733942,29,3,7,5,0.635754824,0.818181818,0
2,94,House,14030,"LITTON, Jerry Lon",D,MO,6,-0.147733942,29,3,7,5,0.635754824,0.818181818,0
2,93,House,14057,"TAYLOR, Gene",R,MO,7,0.212647617,23,4,29,3,0.764886081,0.881355932,0
2,94,House,14057,"TAYLOR, Gene",R,MO,7,0.212647617,23,4,29,3,0.764886081,0.881355932,0
2,93,House,10528,"ICHORD, Richard Howard, II",D,MO,8,0.148874044,28,5,26,4,0.756972551,0.857142857,0
2,94,House,10528,"ICHORD, Richard Howard, II",D,MO,8,0.148874044,28,5,26,4,0.756972551,0.857142857,0
2,93,House,10740,"HUNGATE, William Leonard",D,MO,9,-0.224197417,41,4,12,13,0.62993294,0.757142857,0
2,94,House,10740,"HUNGATE, William Leonard",D,MO,9,-0.224197417,41,4,12,13,0.62993294,0.757142857,0
2,93,House,12004,"BURLISON, Bill D.",D,MO,10,-0.04079346,31,18,16,4,0.489976138,0.68115942,0
2,94,House,12004,"BURLISON, Bill D.",D,MO,10,-0.04079346,31,18,16,4,0.489976138,0.68115942,0
2,93,House,13041,"SHOUP, Richard Gardner (Dick)",R,MT,1,-0.214993328,8,2,8,1,0.695131004,0.842105263,0
2,93,House,12039,"MELCHER, John",D,MT,2,-0.398897588,38,4,12,4,0.732996345,0.862068966,0
2,94,House,12039,"MELCHER, John",D,MT,2,-0.398897588,38,4,12,4,0.732996345,0.862068966,0
2,93,House,13045,"THONE, Charles",R,NE,1,-0.177402481,38,11,17,5,0.682128191,0.774647887,0
2,94,House,13045,"THONE, Charles",R,NE,1,-0.177402481,38,11,17,5,0.682128191,0.774647887,0
2,93,House,13025,"McCOLLISTER, John Yetter",R,NE,2,-0.05843392,26,9,11,4,0.606266618,0.74,0
2,94,House,13025,"McCOLLISTER, John Yetter",R,NE,2,-0.05843392,26,9,11,4,0.606266618,0.74,0
2,93,House,10534,"MARTIN, David Thomas",R,NE,3,0.154924288,11,1,6,1,0.720595717,0.894736842,0
2,93,House,14059,"TOWELL, David Gilmer",R,NV,1,-0.017316841,12,1,4,1,0.792629242,0.888888889,0
2,93,House,10639,"WYMAN, Louis Crosby",R,NH,1,-0.166771457,7,2,5,2,0.670112908,0.75,0
2,93,House,10581,"CLEVELAND, James Colgate",R,NH,2,-0.160984397,40,7,19,3,0.665931165,0.855072464,0
2,94,House,10581,"CLEVELAND, James Colgate",R,NH,2,-0.160984397,40,7,19,3,0.665931165,0.855072464,0
2,93,House,11022,"HUNT, John Edmund",R,NJ,1,-0.008599059,11,0,4,1,0.806355894,0.9375,0
2,93,House,11046,"SANDMAN, Charles William, Jr.",R,NJ,2,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,10739,"HOWARD, James John",D,NJ,3,-0.499257147,43,2,13,2,0.790024459,0.933333333,0
2,94,House,10739,"HOWARD, James John",D,NJ,3,-0.499257147,43,2,13,2,0.790024459,0.933333333,0
2,93,House,9322,"THOMPSON, Frank, Jr.",D,NJ,4,-0.598956406,39,1,15,2,0.866097689,0.947368421,0
2,94,House,9322,"THOMPSON, Frank, Jr.",D,NJ,4,-0.598956406,39,1,15,2,0.866097689,0.947368421,0
2,93,House,3364,"FRELINGHUYSEN, Peter Hood Ballantine, Jr.",R,NJ,5,-0.167618632,8,2,5,2,0.664292634,0.764705882,0
2,93,House,12046,"FORSYTHE, Edwin Bell",R,NJ,6,-0.234903008,33,10,16,8,0.613185823,0.731343284,0
2,94,House,12046,"FORSYTHE, Edwin Bell",R,NJ,6,-0.234903008,33,10,16,8,0.613185823,0.731343284,0
2,93,House,10091,"WIDNALL, William Beck",R,NJ,7,-0.028712256,10,2,3,2,0.710934579,0.764705882,0
2,93,House,12042,"ROE, Robert A.",D,NJ,8,-0.374745935,42,3,19,4,0.793238401,0.897058824,0
2,94,House,12042,"ROE, Robert A.",D,NJ,8,-0.374745935,42,3,19,4,0.793238401,0.897058824,0
2,93,House,10737,"HELSTOSKI, Henry",D,NJ,9,-0.520197809,36,3,13,2,0.784856379,0.907407407,0
2,94,House,10737,"HELSTOSKI, Henry",D,NJ,9,-0.520197809,36,3,13,2,0.784856379,0.907407407,0
2,93,House,8010,"RODINO, Peter Wallace, Jr.",D,NJ,10,-0.588810742,45,2,20,1,0.902501762,0.955882353,0
2,94,House,8010,"RODINO, Peter Wallace, Jr.",D,NJ,10,-0.588810742,45,2,20,1,0.902501762,0.955882353,0
2,93,House,10609,"MINISH, Joseph George",D,NJ,11,-0.471766144,42,4,20,3,0.811714232,0.898550725,0
2,94,House,10609,"MINISH, Joseph George",D,NJ,11,-0.471766144,42,4,20,3,0.811714232,0.898550725,0
2,93,House,14046,"RINALDO, Matthew John",R,NJ,12,-0.46458891,39,4,19,1,0.774221122,0.920634921,0
2,94,House,14046,"RINALDO, Matthew John",R,NJ,12,-0.46458891,39,4,19,1,0.774221122,0.920634921,0
2,93,House,14034,"MARAZITI, Joseph James",R,NJ,13,-0.235279486,8,1,4,4,0.561106086,0.705882353,0
2,93,House,2329,"DANIELS, Dominick Vincent",D,NJ,14,-0.426717579,40,3,15,6,0.806062162,0.859375,0
2,94,House,2329,"DANIELS, Dominick Vincent",D,NJ,14,-0.426717579,40,3,15,6,0.806062162,0.859375,0
2,93,House,10613,"PATTEN, Edward James",D,NJ,15,-0.363868952,43,3,22,2,0.794108808,0.928571429,0
2,94,House,10613,"PATTEN, Edward James",D,NJ,15,-0.363868952,43,3,22,2,0.794108808,0.928571429,0
2,93,House,12022,"LUJÁN, Manuel, Jr.",R,NM,1,-0.131599873,32,8,18,2,0.682381809,0.833333333,0
2,94,House,12022,"LUJÁN, Manuel, Jr.",R,NM,1,-0.131599873,32,8,18,2,0.682381809,0.833333333,0
2,93,House,13038,"RUNNELS, Harold Lowell",D,NM,2,0.101193421,22,7,24,3,0.661173999,0.821428571,0
2,94,House,13038,"RUNNELS, Harold Lowell",D,NM,2,0.101193421,22,7,24,3,0.661173999,0.821428571,0
2,93,House,10545,"PIKE, Otis Grey",D,NY,1,-0.432493836,43,5,19,4,0.741769612,0.873239437,0
2,94,House,10545,"PIKE, Otis Grey",D,NY,1,-0.432493836,43,5,19,4,0.741769612,0.873239437,0
2,93,House,10592,"GROVER, James Russell, Jr.",R,NY,2,-0.090285785,8,4,2,1,0.526317656,0.666666667,0
2,93,House,14047,"RONCALLO, Angelo Dominick",R,NY,3,-0.031507704,10,1,3,2,0.629624903,0.8125,0
2,93,House,13021,"LENT, Norman Frederick",R,NY,4,-0.259250075,38,7,18,7,0.673298061,0.8,0
2,94,House,13021,"LENT, Norman Frederick",R,NY,4,-0.259250075,38,7,18,7,0.673298061,0.8,0
2,93,House,10638,"WYDLER, John Waldemar",R,NY,5,-0.305528998,33,11,16,6,0.53224659,0.742424242,0
2,94,House,10638,"WYDLER, John Waldemar",R,NY,5,-0.305528998,33,11,16,6,0.53224659,0.742424242,0
2,93,House,10784,"WOLFF, Lester Lionel",D,NY,6,-0.615983963,41,3,18,1,0.841376662,0.936507937,0
2,94,House,10784,"WOLFF, Lester Lionel",D,NY,6,-0.615983963,41,3,18,1,0.841376662,0.936507937,0
2,93,House,10500,"ADDABBO, Joseph Patrick",D,NY,7,-0.580203712,46,2,16,1,0.867000282,0.953846154,0
2,94,House,10500,"ADDABBO, Joseph Patrick",D,NY,7,-0.580203712,46,2,16,1,0.867000282,0.953846154,0
2,93,House,10551,"ROSENTHAL, Benjamin Stanley",D,NY,8,-0.831498742,46,1,19,0,0.94372195,0.984848485,0
2,94,House,10551,"ROSENTHAL, Benjamin Stanley",D,NY,8,-0.831498742,46,1,19,0,0.94372195,0.984848485,0
2,93,House,2476,"DELANEY, James Joseph",D,NY,9,-0.319196135,38,5,14,10,0.682106256,0.776119403,0
2,94,House,2476,"DELANEY, James Joseph",D,NY,9,-0.319196135,38,5,14,10,0.682106256,0.776119403,0
2,93,House,12003,"BIAGGI, Mario",D,NY,10,-0.443345577,43,2,9,7,0.746030152,0.852459016,0
2,94,House,12003,"BIAGGI, Mario",D,NY,10,-0.443345577,43,2,9,7,0.746030152,0.852459016,0
2,93,House,11004,"BRASCO, Frank James",D,NY,11,-0.991537452,10,0,7,0,0.992619991,1,0
2,93,House,12008,"CHISHOLM, Shirley Anita",D,NY,12,-0.729466081,34,2,15,1,0.794468045,0.942307692,0
2,94,House,12008,"CHISHOLM, Shirley Anita",D,NY,12,-0.729466081,34,2,15,1,0.794468045,0.942307692,0
2,93,House,11064,"PODELL, Bertram L.",D,NY,13,-0.990395546,10,0,6,0,0.992183089,1,0
2,93,House,8049,"ROONEY, John James",D,NY,14,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,10508,"CAREY, Hugh Leo",D,NY,15,-0.990313828,10,0,6,0,0.992176354,1,0
2,93,House,14022,"HOLTZMAN, Elizabeth",D,NY,16,-1,46,1,22,0,0.917704403,0.985507246,0
2,94,House,14022,"HOLTZMAN, Elizabeth",D,NY,16,-1,46,1,22,0,0.917704403,0.985507246,0
2,93,House,10611,"MURPHY, John Michael",D,NY,17,-0.330428034,38,4,15,3,0.790716052,0.883333333,0
2,94,House,10611,"MURPHY, John Michael",D,NY,17,-0.330428034,38,4,15,3,0.790716052,0.883333333,0
2,93,House,12019,"KOCH, Edward Irving",D,NY,18,-0.836661935,46,1,22,0,0.921711147,0.985507246,0
2,94,House,12019,"KOCH, Edward Irving",D,NY,18,-0.836661935,46,1,22,0,0.921711147,0.985507246,0
2,93,House,13035,"RANGEL, Charles B.",D,NY,19,-0.670179367,47,1,17,1,0.921463311,0.96969697,0
2,94,House,13035,"RANGEL, Charles B.",D,NY,19,-0.670179367,47,1,17,1,0.921463311,0.96969697,0
2,93,House,13001,"ABZUG, Bella Savitzky",D,NY,20,-0.701460898,44,2,17,1,0.819795012,0.953125,0
2,94,House,13001,"ABZUG, Bella Savitzky",D,NY,20,-0.701460898,44,2,17,1,0.819795012,0.953125,0
2,93,House,13004,"BADILLO, Herman",D,NY,21,-0.589212358,32,1,14,1,0.895540476,0.958333333,0
2,94,House,13004,"BADILLO, Herman",D,NY,21,-0.589212358,32,1,14,1,0.895540476,0.958333333,0
2,93,House,10705,"BINGHAM, Jonathan Brewster",D,NY,22,-0.827930212,48,1,22,0,0.943114042,0.985915493,0
2,94,House,10705,"BINGHAM, Jonathan Brewster",D,NY,22,-0.827930212,48,1,22,0,0.943114042,0.985915493,0
2,93,House,93033,"PEYSER, Peter A.",R,NY,23,-0.273791462,29,4,10,4,0.67734617,0.829787234,0
2,94,House,93033,"PEYSER, Peter A.",R,NY,23,-0.273791462,29,4,10,4,0.67734617,0.829787234,0
2,93,House,90618,"REID, Ogden Rogers",D,NY,24,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,12013,"FISH, Hamilton, Jr.",R,NY,25,-0.463488042,41,6,19,2,0.718874156,0.882352941,0
2,94,House,12013,"FISH, Hamilton, Jr.",R,NY,25,-0.463488042,41,6,19,2,0.718874156,0.882352941,0
2,93,House,14015,"GILMAN, Benjamin Arthur",R,NY,26,-0.429544032,46,2,19,4,0.757004559,0.915492958,0
2,94,House,14015,"GILMAN, Benjamin Arthur",R,NY,26,-0.429544032,46,2,19,4,0.757004559,0.915492958,0
2,93,House,7995,"ROBISON, Howard Winfield",R,NY,27,-0.152110264,11,1,5,0,0.739764214,0.941176471,0
2,93,House,9017,"STRATTON, Samuel Studdiford",D,NY,28,-0.137568265,42,4,18,6,0.676980078,0.857142857,0
2,94,House,9017,"STRATTON, Samuel Studdiford",D,NY,28,-0.137568265,42,4,18,6,0.676980078,0.857142857,0
2,93,House,10530,"KING, Carleton James",R,NY,29,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,10749,"McEWEN, Robert Cameron",R,NY,30,0.061109435,31,4,21,5,0.749058545,0.852459016,0
2,94,House,10749,"McEWEN, Robert Cameron",R,NY,30,0.061109435,31,4,21,5,0.749058545,0.852459016,0
2,93,House,14038,"MITCHELL, Donald Jerome",R,NY,31,-0.161816359,41,5,13,6,0.68505013,0.830769231,0
2,94,House,14038,"MITCHELL, Donald Jerome",R,NY,31,-0.161816359,41,5,13,6,0.68505013,0.830769231,0
2,93,House,10733,"HANLEY, James Michael",D,NY,32,-0.255378485,43,1,15,7,0.723137736,0.878787879,0
2,94,House,10733,"HANLEY, James Michael",D,NY,32,-0.255378485,43,1,15,7,0.723137736,0.878787879,0
2,93,House,14061,"WALSH, William Francis",R,NY,33,-0.146787122,40,1,13,6,0.775086105,0.883333333,0
2,94,House,14061,"WALSH, William Francis",R,NY,33,-0.146787122,40,1,13,6,0.775086105,0.883333333,0
2,93,House,10596,"HORTON, Frank Jefferson",R,NY,34,-0.245275244,38,5,14,7,0.730258286,0.8125,0
2,94,House,10596,"HORTON, Frank Jefferson",R,NY,34,-0.245275244,38,5,14,7,0.730258286,0.8125,0
2,93,House,10712,"CONABLE, Barber Benjamin, Jr.",R,NY,35,-0.036113262,34,12,15,6,0.592687309,0.731343284,0
2,94,House,10712,"CONABLE, Barber Benjamin, Jr.",R,NY,35,-0.036113262,34,12,15,6,0.592687309,0.731343284,0
2,93,House,10771,"SMITH, Henry P., III",R,NY,36,-0.302032471,8,3,6,2,0.606361687,0.736842105,0
2,93,House,2752,"DULSKI, Thaddeus Joseph",D,NY,37,-0.245386675,11,0,3,4,0.662907779,0.777777778,0
2,93,House,13020,"KEMP, Jack French",R,NY,38,-0.072722003,39,9,15,5,0.685760438,0.794117647,0
2,94,House,13020,"KEMP, Jack French",R,NY,38,-0.072722003,39,9,15,5,0.685760438,0.794117647,0
2,93,House,12017,"HASTINGS, James Fred",R,NY,39,-0.179872826,18,5,8,1,0.705132067,0.8125,0
2,94,House,12017,"HASTINGS, James Fred",R,NY,39,-0.179872826,18,5,8,1,0.705132067,0.8125,0
2,93,House,10788,"JONES, Walter Beaman, Sr.",D,NC,1,-0.041410841,43,3,13,6,0.697476506,0.861538462,0
2,94,House,10788,"JONES, Walter Beaman, Sr.",D,NC,1,-0.041410841,43,3,13,6,0.697476506,0.861538462,0
2,93,House,3321,"FOUNTAIN, Lawrence H.",D,NC,2,0.020867005,42,4,21,3,0.724255383,0.9,0
2,94,House,3321,"FOUNTAIN, Lawrence H.",D,NC,2,0.020867005,42,4,21,3,0.724255383,0.9,0
2,93,House,10527,"HENDERSON, David Newton",D,NC,3,0.088918775,30,2,21,5,0.687281549,0.879310345,0
2,94,House,10527,"HENDERSON, David Newton",D,NC,3,0.088918775,30,2,21,5,0.687281549,0.879310345,0
2,93,House,14001,"ANDREWS, Ike Franklin",D,NC,4,-0.079816759,44,1,14,2,0.781292498,0.950819672,0
2,94,House,14001,"ANDREWS, Ike Franklin",D,NC,4,-0.079816759,44,1,14,2,0.781292498,0.950819672,0
2,93,House,12026,"MIZELL, Wilmer David (Vinegar Bend)",R,NC,5,-0.013739485,12,1,4,0,0.769649506,0.941176471,0
2,93,House,12027,"PREYER, Lunsford Richardson",D,NC,6,-0.271975875,39,7,22,3,0.738938272,0.85915493,0
2,94,House,12027,"PREYER, Lunsford Richardson",D,NC,6,-0.271975875,39,7,22,3,0.738938272,0.85915493,0
2,93,House,14048,"ROSE, Charles Grandison, III",D,NC,7,-0.101854712,42,5,16,6,0.729628861,0.84057971,0
2,94,House,14048,"ROSE, Charles Grandison, III",D,NC,7,-0.101854712,42,5,16,6,0.729628861,0.84057971,0
2,93,House,12028,"RUTH, Earl Baker",R,NC,8,0.152184993,12,0,7,0,0.885198116,1,0
2,93,House,14035,"MARTIN, James Grubbs",R,NC,9,-0.064355783,41,5,18,2,0.74369657,0.893939394,0
2,94,House,14035,"MARTIN, James Grubbs",R,NC,9,-0.064355783,41,5,18,2,0.74369657,0.893939394,0
2,93,House,10574,"BROYHILL, James Thomas",R,NC,10,-0.03388286,42,5,18,3,0.74199152,0.882352941,0
2,94,House,10574,"BROYHILL, James Thomas",R,NC,10,-0.03388286,42,5,18,3,0.74199152,0.882352941,0
2,93,House,9230,"TAYLOR, Roy Arthur",D,NC,11,-0.123219617,41,8,17,4,0.714731753,0.828571429,0
2,94,House,9230,"TAYLOR, Roy Arthur",D,NC,11,-0.123219617,41,8,17,4,0.714731753,0.828571429,0
2,93,House,10569,"ANDREWS, Mark",R,ND,1,-0.098829716,44,0,15,5,0.767620981,0.921875,0
2,94,House,10569,"ANDREWS, Mark",R,ND,1,-0.098829716,44,0,15,5,0.767620981,0.921875,0
2,93,House,13019,"KEATING, William John",R,OH,1,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,14070,"LUKEN, Thomas Andrew",D,OH,1,NA,NA,NA,NA,NA,NA,NA,NA
2,93,House,10510,"CLANCY, Donald Daniel",R,OH,2,0.04170889,34,6,17,2,0.717778623,0.86440678,0
2,94,House,10510,"CLANCY, Donald Daniel",R,OH,2,0.04170889,34,6,17,2,0.717778623,0.86440678,0
2,93,House,11054,"WHALEN, Charles William, Jr.",R,OH,3,-0.501791537,42,5,20,1,0.841238797,0.911764706,0
2,94,House,11054,"WHALEN, Charles William, Jr.",R,OH,3,-0.501791537,42,5,20,1,0.841238797,0.911764706,0
2,93,House,14018,"GUYER, Tennyson",R,OH,4,-0.068087474,39,8,16,5,0.675380826,0.808823529,0
