congress,chamber,icpsr,adjust_d1,bioname,party_code,state_abbrev,district_code,d1,correctyea,wrongyea,correctnay,wrongnay,gmp,cc,se1d,d1_previous,d1_rolling,d1_norm,group,x_d1,a_d1,b_d1
93,"House",13041,.1406032,"SHOUP, Richard Gardner (Dick)","R","MT",1,-.2149933,8,2,8,1,.695131,.8421053,0,.6446285,.3223143,-.2149933,3,.3628061,-.3151635,.7124314
93,"House",10726,-.0226758,"FOLEY, Thomas Stephen","D","WA",5,-.3313184,38,4,19,3,.792338,.890625,0,.1253926,.0835951,-.3313184,3,.0056261,-.3151635,.7124314
93,"House",11006,.2427142,"BROWN, Garry Eldridge","R","MI",3,-.1422463,31,10,18,3,.6589816,.7903226,0,.45142,.3009467,-.1422463,3,.2430994,-.3151635,.7124314
93,"House",11004,-.9493882,"BRASCO, Frank James","D","NY",11,-.9915375,10,0,7,0,.99262,1,0,-.0427641,-.0285094,-.9915375,3,-.3594455,-.3151635,.7124314
93,"House",11001,-.1797063,"BIESTER, Edward George, Jr.","R","PA",8,-.4431919,44,4,19,1,.7935224,.9264706,0,.1212939,.0808626,-.4431919,3,-.0945233,-.3151635,.7124314
93,"House",10794,.2135674,"VANDER JAGT, Guy Adrian","R","MI",9,-.1630113,32,10,14,5,.6143625,.7540984,0,.2579566,.1719711,-.1630113,3,.3684349,-.3151635,.7124314
93,"House",10446,.2972291,"YOUNG, John Andrew","D","TX",14,-.1034081,37,9,16,4,.6598181,.8030303,0,.5878736,.3919157,-.1034081,3,.4229168,-.3151635,.7124314
93,"House",12014,.3865673,"FLOWERS, Walter","D","AL",7,-.0397607,36,6,18,2,.725921,.8709677,0,.5477983,.3651989,-.0397607,3,.3871323,-.3151635,.7124314
93,"House",10757,-.2996328,"MINK, Patsy Takemoto","D","HI",2,-.5286313,36,5,13,1,.7948171,.8909091,0,.061927,.0412847,-.5286313,3,-.194337,-.3151635,.7124314
93,"House",10756,-.1201834,"MEEDS, Edwin Lloyd","D","WA",2,-.4007859,36,7,21,0,.7747319,.890625,0,.1939556,.1293037,-.4007859,3,-.0310879,-.3151635,.7124314
93,"House",8549,.0756706,"SISK, Bernice Frederic","D","CA",16,-.2612533,34,4,13,3,.7359735,.8703704,0,.5534599,.3689733,-.2612533,3,.3404062,-.3151635,.7124314
93,"House",10075,.4816176,"WHITTEN, Jamie Lloyd","D","MS",1,.027956,38,7,22,3,.7681248,.8571429,0,.7884095,.5256063,.027956,3,.3457311,-.3151635,.7124314
93,"House",3078,-.140756,"FASCELL, Dante Bruno","D","FL",15,-.4154425,42,5,20,1,.8006197,.9117647,0,.0103597,.0069064,-.4154425,3,-.1953324,-.3151635,.7124314
93,"House",10463,.0365208,"ZABLOCKI, Clement John","D","WI",4,-.2891449,42,3,23,2,.7754579,.9285714,0,.2999427,.1999618,-.2891449,3,.0023916,-.3151635,.7124314
93,"House",11021,-.1956349,"HECKLER, Margaret M.","R","MA",10,-.4545399,41,3,22,1,.8507869,.9402985,0,.1174471,.0782981,-.4545399,3,-.1385845,-.3151635,.7124314
93,"House",10722,.2776204,"ERLENBORN, John Neal","R","IL",14,-.117378,35,9,16,5,.6551091,.7846154,0,.5490099,.3660066,-.117378,3,.4390759,-.3151635,.7124314
93,"House",13003,-.2358468,"ASPIN, Leslie","D","WI",1,-.4831882,36,3,15,1,.8250465,.9272727,0,-.0070692,-.0035346,-.4831882,3,-.182923,-.3151635,.7124314
93,"House",10786,.3483719,"BROWN, Clarence J., Jr.","R","OH",7,-.0669724,28,15,18,0,.595612,.7540984,0,.4298597,.2865731,-.0669724,3,.3850938,-.3151635,.7124314
93,"House",14019,.3447934,"HANRAHAN, Robert Paul","R","IL",3,-.0695218,13,2,0,3,.5691683,.7222222,0,,0,-.0695218,3,.3447934,-.3151635,.7124314
93,"House",10561,-.1682223,"ST. GERMAIN, Fernand Joseph","D","RI",1,-.4350103,39,4,11,4,.815822,.862069,0,.1239797,.0826531,-.4350103,3,-.2365,-.3151635,.7124314
93,"House",4514,-.0900796,"HOLIFIELD, Chester Earl","D","CA",19,-.379339,10,1,6,0,.8859462,.9411765,0,.5573127,.3715418,-.379339,3,.2890963,-.3151635,.7124314
93,"House",14007,.4205882,"BURGENER, Clair Walter","R","CA",42,-.0155232,42,4,18,2,.7731939,.9090909,0,,0,-.0155232,3,.5107805,-.3151635,.7124314
93,"House",10616,.5608603,"QUILLEN, James Henry","R","TN",1,.0844111,31,3,23,3,.7508703,.9,0,.6905191,.4603461,.0844111,3,.5408164,-.3151635,.7124314
93,"House",14074,-.1256056,"VANDER VEEN, Richard Franklin","D","MI",5,-.4046488,33,3,13,1,.7976089,.92,0,,0,-.4046488,3,-.1351693,-.3151635,.7124314
93,"House",10577,-.9612666,"BURTON, Phillip","D","CA",5,-1,45,1,19,0,.9462544,.9846154,0,-.0812437,-.0541625,-1,3,-.6036381,-.3151635,.7124314
93,"House",10740,.1276839,"HUNGATE, William Leonard","D","MO",9,-.2241974,41,4,12,13,.6299329,.7571428,0,.4210199,.28068,-.2241974,3,.2088766,-.3151635,.7124314
93,"House",10602,.149362,"LONG, Gillis William","D","LA",8,-.2087533,41,4,21,5,.7582677,.8732395,0,,0,-.2087533,3,.0753836,-.3151635,.7124314
93,"House",14040,.4500715,"MOORHEAD, Carlos John","R","CA",20,.0054816,40,9,20,2,.6944506,.8450704,0,,0,.0054816,3,.5418302,-.3151635,.7124314
93,"House",6240,-.0060281,"McFALL, John Joseph","D","CA",15,-.3194581,43,4,22,2,.809759,.915493,0,.6549428,.4366285,-.3194581,3,.2622435,-.3151635,.7124314
93,"House",12012,.4484168,"DENNIS, David Worth","R","IN",10,.0043027,11,3,2,3,.5335706,.6842105,0,.5665177,.3776785,.0043027,3,.404215,-.3151635,.7124314
93,"House",13038,.5844168,"RUNNELS, Harold Lowell","D","NM",2,.1011934,22,7,24,3,.661174,.8214286,0,.5360216,.2680108,.1011934,3,.6239393,-.3151635,.7124314
93,"House",14052,.6955341,"SHUSTER, E. G. (Bud)","R","PA",9,.1803569,30,6,30,3,.7325014,.8695652,0,,0,.1803569,3,.654444,-.3151635,.7124314
93,"House",14039,-.3319163,"MOAKLEY, John Joseph","I","MA",9,-.5516311,46,2,19,0,.902142,.9701493,0,,0,-.5516311,3,-.4206017,-.3151635,.7124314
93,"House",10588,-.1847291,"GIBBONS, Sam Melville","D","FL",7,-.4467703,38,6,22,1,.7583537,.8955224,0,.2276576,.1517717,-.4467703,3,-.0645069,-.3151635,.7124314
93,"House",10586,-.138403,"FULTON, Richard Harmon","D","TN",5,-.4137661,14,1,7,0,.8542721,.9545454,0,.1219714,.0813143,-.4137661,3,-.0804202,-.3151635,.7124314
93,"House",7043,-.0384308,"O'HARA, James Grant","D","MI",12,-.3425428,35,3,11,8,.690576,.8070176,0,.0609203,.0406135,-.3425428,3,-.0885009,-.3151635,.7124314
93,"House",10567,.6424198,"WAGGONNER, Joseph David, Jr.","D","LA",4,.1425166,34,3,26,6,.7667469,.8695652,0,.7536486,.5024324,.1425166,3,.6772928,-.3151635,.7124314
93,"House",10553,.8811244,"ROUSSELOT, John Harbin","R","CA",24,.3125772,21,3,36,6,.7473763,.8636364,0,.9682866,.6455244,.3125772,3,.9435558,-.3151635,.7124314
93,"House",10551,-.7247508,"ROSENTHAL, Benjamin Stanley","D","NY",8,-.8314987,46,1,19,0,.943722,.9848485,0,-.6430916,-.4287277,-.8314987,3,-.6629754,-.3151635,.7124314
93,"House",830,-.1291692,"BOLAND, Edward Patrick","D","MA",2,-.4071876,42,5,21,1,.8248813,.9130435,0,.1712237,.1141491,-.4071876,3,-.1245588,-.3151635,.7124314
93,"House",5101,-.2817694,"KASTENMEIER, Robert William","D","WI",2,-.5159048,43,7,20,1,.8195089,.8873239,0,-.0098746,-.0065831,-.5159048,3,-.3729815,-.3151635,.7124314
93,"House",11034,.4807079,"MILLER, Clarence E.","R","OH",10,.027308,39,7,16,8,.6226662,.7857143,0,.4574279,.304952,.027308,3,.4853195,-.3151635,.7124314
93,"House",10520,.2140258,"GONZÁLEZ, Henry B.","D","TX",20,-.1626848,39,9,11,11,.5643751,.7142857,0,.3487995,.232533,-.1626848,3,-.0160262,-.3151635,.7124314
93,"House",12026,.4230919,"MIZELL, Wilmer David (Vinegar Bend)","R","NC",5,-.0137395,12,1,4,0,.7696495,.9411765,0,.6371164,.4247443,-.0137395,3,.4552054,-.3151635,.7124314
93,"House",10573,-.3787955,"BROWN, George Edward, Jr.","D","CA",38,-.5850293,42,3,12,1,.8501065,.9310345,0,,0,-.5850293,3,-.2372184,-.3151635,.7124314
93,"House",13005,.6395038,"BAKER, LaMar","R","TN",3,.1404391,11,0,6,0,.8821494,1,0,.708904,.354452,.1404391,3,.5660282,-.3151635,.7124314
93,"House",4276,-.2370197,"HECHLER, Kenneth William","D","WV",4,-.4840237,42,4,17,4,.7120743,.880597,0,-.2901315,-.193421,-.4840237,3,-.3905151,-.3151635,.7124314
93,"House",10421,-.2579727,"YATES, Sidney Richard","D","IL",9,-.4989513,42,5,18,2,.7700926,.8955224,0,-.8122282,-.5414855,-.4989513,3,-.52766,-.3151635,.7124314
93,"House",11015,.1468389,"ESCH, Marvin Leonel","R","MI",2,-.2105508,19,3,5,8,.6267392,.6857143,0,.2705648,.1803765,-.2105508,3,.1138885,-.3151635,.7124314
93,"House",3853,1.846021,"GROSS, Harold Royce","R","IA",3,1,8,0,10,0,.9956531,1,0,1,.6666667,1,3,1.028238,-.3151635,.7124314
93,"House",12040,-.8288351,"HARRINGTON, Michael Joseph","D","MA",6,-.9056516,42,0,15,0,.9753433,1,0,-.9776161,-.6517441,-.9056516,3,-.8360294,-.3151635,.7124314
93,"House",9230,.2694208,"TAYLOR, Roy Arthur","D","NC",11,-.1232196,41,8,17,4,.7147318,.8285714,0,.3924277,.2616185,-.1232196,3,.2364531,-.3151635,.7124314
93,"House",2660,.1297141,"DONOHUE, Harold Daniel","D","MA",3,-.2227511,9,1,5,3,.6068966,.7777778,0,.1345454,.089697,-.2227511,3,-.002608,-.3151635,.7124314
93,"House",8866,.2220047,"STEED, Thomas Jefferson","D","OK",4,-.1570003,39,8,13,6,.6522894,.7878788,0,.7146574,.4764383,-.1570003,3,.4182917,-.3151635,.7124314
93,"House",13012,.1839676,"DENHOLM, Frank Edward","D","SD",1,-.1840992,8,1,3,3,.7042338,.7333333,0,.3037365,.1518682,-.1840992,3,.1530884,-.3151635,.7124314
93,"House",12011,.6071969,"DANIEL, Wilbur Clarence (Dan)","D","VA",5,.1174227,38,2,27,4,.7972996,.915493,0,.7187625,.479175,.1174227,3,.6187628,-.3151635,.7124314
93,"House",10091,.4020755,"WIDNALL, William Beck","R","NJ",7,-.0287123,10,2,3,2,.7109346,.7647059,0,.4588019,.3058679,-.0287123,3,.3094031,-.3151635,.7124314
93,"House",7995,.2288686,"ROBISON, Howard Winfield","R","NY",27,-.1521103,11,1,5,0,.7397642,.9411765,0,.35436,.23624,-.1521103,3,.1917918,-.3151635,.7124314
93,"House",226,.3585899,"ARENDS, Leslie Cornelius","R","IL",15,-.0596928,11,4,3,0,.6500008,.7777778,0,.6169814,.4113209,-.0596928,3,.4263031,-.3151635,.7124314
93,"House",10511,-.2330182,"CORMAN, James Charles","D","CA",22,-.4811729,36,3,14,4,.8196728,.877193,0,-.0276997,-.0184665,-.4811729,3,-.2597787,-.3151635,.7124314
93,"House",11062,.7699915,"PRICE, Robert Dale","R","TX",13,.2334027,9,1,6,1,.7321168,.8823529,0,.7453705,.4969137,.2334027,3,.6106178,-.3151635,.7124314
93,"House",12016,.1111922,"HANSEN, Orval Howard","R","ID",2,-.2359466,7,2,7,1,.72164,.8235294,0,.5678889,.3785926,-.2359466,3,.3377901,-.3151635,.7124314
93,"House",2706,.4186831,"DOWNING, Thomas Nelms","D","VA",1,-.0168804,41,4,18,3,.7260009,.8939394,0,.5959188,.3972792,-.0168804,3,.4228017,-.3151635,.7124314
93,"House",12000,.3027705,"ALEXANDER, William Vollie (Bill), Jr.","D","AR",1,-.0994603,36,2,15,5,.7616744,.8793104,0,.5683135,.3788756,-.0994603,3,.1697127,-.3151635,.7124314
93,"House",10585,-.4211341,"FRASER, Donald MacKay","D","MN",5,-.6151927,38,2,18,0,.9112764,.9655172,0,-.4586381,-.3057587,-.6151927,3,-.5193136,-.3151635,.7124314
93,"House",11055,.4325636,"WIGGINS, Charles Edward","R","CA",25,-.0069916,28,15,15,4,.5098805,.6935484,0,.7412909,.4941939,-.0069916,3,.4745962,-.3151635,.7124314
93,"House",14009,.5214077,"COCHRAN, William Thad","R","MS",4,.0563038,40,4,23,4,.7420088,.8873239,0,,0,.0563038,3,.4412315,-.3151635,.7124314
93,"House",6860,.1071751,"NELSEN, Ancher","R","MN",2,-.2388086,7,4,6,1,.4993256,.7222222,0,.4968246,.3312164,-.2388086,3,.2805556,-.3151635,.7124314
93,"House",4275,.4632884,"HÉBERT, Felix Edward","D","LA",1,.0148978,17,3,15,0,.7644477,.9142857,0,,0,.0148978,3,.4695787,-.3151635,.7124314
93,"House",14050,.1597593,"SARASIN, Ronald Arthur","R","CT",5,-.201346,40,7,16,8,.6826899,.7887324,0,,0,-.201346,3,.1564415,-.3151635,.7124314
93,"House",10793,-.9612666,"WALDIE, Jerome Russell","D","CA",14,-1,10,0,8,0,.9929289,1,0,-.0652332,-.0434888,-1,3,-.3796657,-.3151635,.7124314
93,"House",11057,.1999853,"WINN, Edward Lawrence, Jr. (Larry)","R","KS",3,-.1726876,36,11,22,0,.6960433,.8405797,0,.5806742,.3871161,-.1726876,3,.4276677,-.3151635,.7124314
93,"House",12033,.3924377,"WHITEHURST, George William","R","VA",2,-.0355785,42,5,20,2,.730446,.8985507,0,.4364137,.2909425,-.0355785,3,.4176692,-.3151635,.7124314
93,"House",10611,-.021426,"MURPHY, John Michael","D","NY",17,-.330428,38,4,15,3,.7907161,.8833333,0,.2847811,.1898541,-.330428,3,-.0257093,-.3151635,.7124314
93,"House",11059,.4851135,"ZION, Roger Herschel","R","IN",8,.0304466,12,0,5,1,.7898946,.9444444,0,.5345038,.3563359,.0304466,3,.3861405,-.3151635,.7124314
93,"House",11054,-.2619593,"WHALEN, Charles William, Jr.","R","OH",3,-.5017915,42,5,20,1,.8412388,.9117647,0,-.0277195,-.0184797,-.5017915,3,-.2216997,-.3151635,.7124314
93,"House",12039,-.1175329,"MELCHER, John","D","MT",2,-.3988976,38,4,12,4,.7329963,.862069,0,.2411564,.160771,-.3988976,3,.006735,-.3151635,.7124314
93,"House",10705,-.7197419,"BINGHAM, Jonathan Brewster","D","NY",22,-.8279302,48,1,22,0,.943114,.9859155,0,-.3571742,-.2381161,-.8279302,3,-.5581958,-.3151635,.7124314
93,"House",11038,.1583312,"PETTIS, Jerry Lyle","R","CA",33,-.2023633,10,1,7,1,.6885585,.8947368,0,.411527,.2743514,-.2023633,3,.21261,-.3151635,.7124314
93,"House",11050,1.209567,"STEIGER, Sam","R","AZ",3,.5465702,16,1,25,4,.7992088,.8913044,0,.8107908,.5405272,.5465702,3,.8288095,-.3151635,.7124314
93,"House",11045,.2953329,"RUPPE, Philip Edward","R","MI",11,-.104759,38,6,15,6,.6694255,.8153846,0,.2744575,.1829717,-.104759,3,.1905558,-.3151635,.7124314
93,"House",12035,.0359776,"YATRON, Gus","D","PA",6,-.2895319,38,4,15,4,.7232296,.8688524,0,.1386538,.0924358,-.2895319,3,.0572627,-.3151635,.7124314
93,"House",12037,.454874,"GOLDWATER, Barry Morris, Jr.","R","CA",27,.0089031,34,7,18,1,.7180535,.8666667,0,.4209169,.2806112,.0089031,3,.3761724,-.3151635,.7124314
93,"House",8507,.4129136,"SIKES, Robert Lee Fulton","D","FL",1,-.0209908,38,7,17,3,.7235816,.8461539,0,.5600889,.3733926,-.0209908,3,.4040531,-.3151635,.7124314
93,"House",14056,1.672774,"SYMMS, Steven Douglas","R","ID",1,.8765732,20,0,44,1,.9225572,.9846154,0,,0,.8765732,3,1.387516,-.3151635,.7124314
93,"House",9241,.4485375,"TEAGUE, Olin Earl","D","TX",6,.0043887,28,6,12,5,.6323525,.7843137,0,.6533418,.4355612,.0043887,3,.4713346,-.3151635,.7124314
93,"House",10621,-.3405547,"ROYBAL, Edward R.","D","CA",30,-.5577853,48,1,19,2,.8324425,.9571428,0,-.1735186,-.1156791,-.5577853,3,-.3420158,-.3151635,.7124314
93,"House",14061,.2363404,"WALSH, William Francis","R","NY",33,-.1467871,40,1,13,6,.7750861,.8833333,0,,0,-.1467871,3,.2770149,-.3151635,.7124314
93,"House",10631,.2344828,"TALCOTT, Burt Lacklen","R","CA",12,-.1481106,41,4,18,3,.7351711,.8939394,0,.614417,.4096113,-.1481106,3,.3743977,-.3151635,.7124314
93,"House",12042,-.0836326,"ROE, Robert A.","D","NJ",8,-.3747459,42,3,19,4,.7932384,.8970588,0,.167117,.1114114,-.3747459,3,-.0937254,-.3151635,.7124314
93,"House",10717,.5405014,"DICKINSON, William Louis","R","AL",2,.0699067,38,2,22,7,.7885289,.8695652,0,.5618876,.3745917,.0699067,3,.5378209,-.3151635,.7124314
93,"House",14016,.417617,"GINN, Ronald Bryan (Bo)","D","GA",1,-.01764,42,5,19,3,.7596461,.884058,0,,0,-.01764,3,.2466333,-.3151635,.7124314
93,"House",13016,.069478,"GRASSO, Ella Tambussi","D","CT",6,-.2656651,7,2,5,3,.5625569,.7058824,0,-1,-.5,-.2656651,3,-.7394636,-.3151635,.7124314
93,"House",11002,.4568679,"BLACKBURN, Benjamin Bentley","R","GA",4,.0103236,13,0,4,1,.8152817,.9444444,0,.7462142,.4974761,.0103236,3,.5485991,-.3151635,.7124314
93,"House",10569,.3036555,"ANDREWS, Mark","R","ND",1,-.0988297,44,0,15,5,.767621,.921875,0,.5910778,.3940519,-.0988297,3,.3503069,-.3151635,.7124314
93,"House",14054,-.0648829,"STEELMAN, Alan Watson","R","TX",5,-.3613881,29,2,10,7,.6507496,.8125,0,,0,-.3613881,3,-.0728118,-.3151635,.7124314
93,"House",14028,.6505787,"KETCHUM, William Matthew","R","CA",36,.1483292,28,5,26,5,.7047853,.84375,0,,0,.1483292,3,.6015741,-.3151635,.7124314
93,"House",10613,-.0683652,"PATTEN, Edward James","D","NJ",15,-.363869,43,3,22,2,.7941088,.9285714,0,.2533668,.1689112,-.363869,3,-.0436162,-.3151635,.7124314
93,"House",11023,.3910317,"KAZEN, Abraham, Jr.","D","TX",23,-.0365802,43,6,16,6,.6903724,.8309859,0,.4738395,.315893,-.0365802,3,.3854194,-.3151635,.7124314
93,"House",10620,-.108435,"ROONEY, Frederick Bernard","D","PA",15,-.3924159,41,6,16,4,.7375867,.8507463,0,.1447642,.0965095,-.3924159,3,-.0307186,-.3151635,.7124314
93,"House",10534,.6598358,"MARTIN, David Thomas","R","NE",3,.1549243,11,1,6,1,.7205957,.8947368,0,.8692504,.5795003,.1549243,3,.6869338,-.3151635,.7124314
93,"House",2594,-.168954,"DIGGS, Charles Coles, Jr.","D","MI",13,-.4355316,29,2,15,1,.7842053,.9361702,0,.1695759,.1130506,-.4355316,3,-.0694498,-.3151635,.7124314
93,"House",10559,.2925609,"SHRIVER, Garner E.","R","KS",4,-.1067339,37,8,20,0,.704322,.8769231,0,.443539,.2956927,-.1067339,3,.2785172,-.3151635,.7124314
93,"House",12006,.8720172,"CAMP, John Newbold Happy","R","OK",6,.306089,7,0,7,1,.7925428,.9333333,0,.9052497,.6034998,.306089,3,.7579994,-.3151635,.7124314
93,"House",14021,.6009015,"HOLT, Marjorie Sewell","R","MD",4,.1129376,35,4,25,4,.7102795,.8823529,0,,0,.1129376,3,.5268748,-.3151635,.7124314
93,"House",10521,.6559679,"GOODLING, George Atlee","R","PA",19,.1521687,12,0,7,0,.8851981,1,0,.6707177,.4471451,.1521687,3,.52851,-.3151635,.7124314
93,"House",7228,.4033814,"PASSMAN, Otto Ernest","D","LA",5,-.0277819,35,4,17,1,.7353336,.9122807,0,.8412919,.5608613,-.0277819,3,.582981,-.3151635,.7124314
93,"House",14057,.7408588,"TAYLOR, Gene","R","MO",7,.2126476,23,4,29,3,.7648861,.8813559,0,,0,.2126476,3,.6575508,-.3151635,.7124314
93,"House",11037,.4198403,"NICHOLS, William Flynt","D","AL",3,-.016056,44,4,19,2,.7732181,.9130435,0,.6232703,.4155135,-.016056,3,.4228992,-.3151635,.7124314
93,"House",13021,.0784825,"LENT, Norman Frederick","R","NY",4,-.2592501,38,7,18,7,.6732981,.8,0,.2397984,.1198992,-.2592501,3,.1623659,-.3151635,.7124314
93,"House",14048,.2994095,"ROSE, Charles Grandison, III","D","NC",7,-.1018547,42,5,16,6,.7296289,.8405797,0,,0,-.1018547,3,.1173004,-.3151635,.7124314
93,"House",14014,.4277526,"FROEHLICH, Harold Vernon","R","WI",8,-.0104191,13,1,5,0,.7865579,.9473684,0,,0,-.0104191,3,.4277526,-.3151635,.7124314
93,"House",10778,.0052868,"VIGORITO, Joseph Phillip","D","PA",24,-.311397,40,4,17,7,.7004401,.8382353,0,.283291,.1888607,-.311397,3,.0756888,-.3151635,.7124314
93,"House",10700,-.0419207,"ADAMS, Brockman (Brock)","D","WA",7,-.3450291,39,6,17,0,.7918254,.9032258,0,-.0869104,-.0579403,-.3450291,3,-.1892036,-.3151635,.7124314
93,"House",11066,.9776994,"COLLINS, James Mitchell","R","TX",3,.3813803,25,3,38,4,.8044268,.9,0,.6961284,.4640856,.3813803,3,.9571026,-.3151635,.7124314
93,"House",14033,.2590531,"MADIGAN, Edward Rell","R","IL",21,-.1306059,39,4,13,6,.7234666,.8387097,0,,0,-.1306059,3,.3741148,-.3151635,.7124314
93,"House",9072,.1084082,"SULLIVAN, Leonor Kretzer","D","MO",3,-.2379301,33,5,11,6,.6463795,.8,0,.1892531,.1261687,-.2379301,3,.0464352,-.3151635,.7124314
93,"House",10583,-.5749284,"EDWARDS, William Donlon (Don)","D","CA",9,-.7247605,47,1,21,0,.9303812,.9855072,0,-.1840366,-.122691,-.7247605,3,-.4989987,-.3151635,.7124314
93,"House",10500,-.3720221,"ADDABBO, Joseph Patrick","D","NY",7,-.5802037,46,2,16,1,.8670003,.9538462,0,.1148167,.0765445,-.5802037,3,-.2597451,-.3151635,.7124314
93,"House",10597,.6408116,"HUTCHINSON, J. Edward","R","MI",4,.1413708,34,3,28,4,.7271929,.8985507,0,.5622358,.3748239,.1413708,3,.4735119,-.3151635,.7124314
93,"House",12044,-.1628862,"CARNEY, Charles Joseph","D","OH",19,-.4312087,42,4,16,2,.8456146,.90625,0,.034299,.022866,-.4312087,3,-.0711979,-.3151635,.7124314
93,"House",2329,-.1565823,"DANIELS, Dominick Vincent","D","NJ",14,-.4267176,40,3,15,6,.8060622,.859375,0,.1634159,.1089439,-.4267176,3,-.0585179,-.3151635,.7124314
93,"House",10525,.3366101,"HARSHA, William Howard","R","OH",6,-.0753518,37,7,13,5,.6613021,.8064516,0,.4095699,.2730466,-.0753518,3,.2935708,-.3151635,.7124314
93,"House",3321,.4716671,"FOUNTAIN, Lawrence H.","D","NC",2,.020867,42,4,21,3,.7242554,.9,0,.5575224,.3716816,.020867,3,.3824643,-.3151635,.7124314
93,"House",835,-.059427,"BOLLING, Richard Walker","D","MO",5,-.3575011,32,5,13,2,.7944173,.8653846,0,.2169752,.1446501,-.3575011,3,-.1453441,-.3151635,.7124314
93,"House",1265,.0266734,"BURKE, James Anthony","D","MA",11,-.2961605,41,5,18,7,.7069297,.8309859,0,.0639653,.0426436,-.2961605,3,-.0785231,-.3151635,.7124314
93,"House",12038,.4776926,"JONES, Ed","D","TN",7,.0251598,32,7,18,6,.6791992,.7936508,0,.5453051,.3635367,.0251598,3,.2719515,-.3151635,.7124314
93,"House",5495,.4639446,"LATTA, Delbert Leroy","R","OH",5,.0153652,42,5,20,4,.751066,.8732395,0,.4233021,.2822014,.0153652,3,.505556,-.3151635,.7124314
93,"House",13002,.6191776,"ARCHER, William Reynolds, Jr.","R","TX",7,.1259581,32,7,25,4,.7165802,.8382353,0,.545987,.2729935,.1259581,3,.6955406,-.3151635,.7124314
93,"House",13052,.1228933,"MALLARY, Richard Walker","R","VT",1,-.2276104,6,5,7,1,.5119265,.6842105,0,.4186103,.2093051,-.2276104,3,.2087618,-.3151635,.7124314
93,"House",10574,.3948178,"BROYHILL, James Thomas","R","NC",10,-.0338829,42,5,18,3,.7419915,.8823529,0,.4080372,.2720248,-.0338829,3,.4441866,-.3151635,.7124314
93,"House",13032,.008696,"MURPHY, Morgan Francis","D","IL",2,-.3089681,40,3,19,3,.812102,.9076923,0,.1441348,.0720674,-.3089681,3,.0201622,-.3151635,.7124314
93,"House",11027,.1124048,"KYROS, Peter Nicholas","D","ME",1,-.2350827,7,4,5,3,.5457879,.6315789,0,.1613654,.1075769,-.2350827,3,.0152236,-.3151635,.7124314
93,"House",7671,.1168219,"QUIE, Albert Harold","R","MN",1,-.2319359,40,6,16,4,.7175418,.8484849,0,.3175785,.211719,-.2319359,3,.1112226,-.3151635,.7124314
93,"House",7232,.0164349,"PATMAN, John William Wright","D","TX",1,-.3034547,21,3,5,2,.7107325,.8387097,0,,0,-.3034547,3,.0106951,-.3151635,.7124314
93,"House",13026,.191222,"McCORMACK, Mike","D","WA",4,-.1789309,34,8,15,6,.6907133,.7777778,0,.3096801,.15484,-.1789309,3,.1265315,-.3151635,.7124314
93,"House",7498,.4601666,"POAGE, William Robert","D","TX",11,.0126737,35,11,17,6,.5737901,.7536232,0,.6496448,.4330965,.0126737,3,.53704,-.3151635,.7124314
93,"House",10545,-.1646901,"PIKE, Otis Grey","D","NY",1,-.4324938,43,5,19,4,.7417696,.8732395,0,-.0277195,-.0184797,-.4324938,3,-.2009402,-.3151635,.7124314
93,"House",11000,.454854,"BEVILL, Tom","D","AL",4,.0088888,41,3,19,2,.7681288,.9230769,0,.6136224,.4090816,.0088888,3,.2946858,-.3151635,.7124314
93,"House",5098,-.1971862,"KARTH, Joseph Edward","D","MN",4,-.4556451,31,3,11,0,.8251235,.9333333,0,-.0532383,-.0354922,-.4556451,3,-.2178293,-.3151635,.7124314
93,"House",14051,-.2936967,"SCHROEDER, Patricia Scott","D","CO",1,-.5244022,46,4,19,2,.8242612,.915493,0,,0,-.5244022,3,-.1967999,-.3151635,.7124314
93,"House",14034,.1121287,"MARAZITI, Joseph James","R","NJ",13,-.2352795,8,1,4,4,.5611061,.7058824,0,,0,-.2352795,3,.1121287,-.3151635,.7124314
93,"House",10706,.1117315,"BUCHANAN, John Hall, Jr.","R","AL",6,-.2355624,38,5,18,6,.6860622,.8358209,0,.2648198,.1765465,-.2355624,3,.1162492,-.3151635,.7124314
93,"House",12048,.3250169,"WARE, John Haines, III","R","PA",5,-.0836112,12,1,3,0,.7893205,.9375,0,.567105,.37807,-.0836112,3,.3799762,-.3151635,.7124314
93,"House",11005,.3742939,"BRINKLEY, Jack Thomas","D","GA",3,-.0485047,43,5,16,5,.711328,.8550724,0,.4263794,.2842529,-.0485047,3,.2870048,-.3151635,.7124314
93,"House",2605,-.1158146,"DINGELL, John David, Jr.","D","MI",16,-.3976735,39,5,16,5,.6719465,.8461539,0,-.1026451,-.0684301,-.3976735,3,-.1157026,-.3151635,.7124314
93,"House",11020,.5505894,"HAMMERSCHMIDT, John Paul","R","AR",3,.0770937,35,5,22,6,.7273663,.8382353,0,.7151209,.4767473,.0770937,3,.6421834,-.3151635,.7124314
93,"House",13010,-.0887978,"DANIELSON, George Elmore","D","CA",29,-.3784258,42,6,21,2,.7512219,.8873239,0,.1426344,.0713172,-.3784258,3,-.2521995,-.3151635,.7124314
93,"House",10579,.2052123,"CLAUSEN, Donald Holst","R","CA",1,-.1689638,38,4,14,4,.7471146,.8666667,0,.3852609,.2568406,-.1689638,3,.209246,-.3151635,.7124314
