congress,chamber,icpsr,adjust_d1,last_name,first_name,state,d1,district_code,party_code,bioguide_id,d1_previous,d1_rolling,d1_norm,group,x_d1,a_d1,b_d1
93,"House",12023,21.26705,"MANN","James","SC",30.5,4,100,"M000105",23,11.5,30.5,2,21.51731,10.63654,.9340015
93,"House",10785,21.26705,"WYATT","Wendell","OR",30.5,1,200,"W000778",23,11.5,30.5,2,15.78162,10.63654,.9340015
93,"House",14021,10.0251,"HOLT","Marjorie","MD",20,4,200,"H000747",,0,20,2,10.65931,10.63654,.9340015
93,"House",10391,38.93297,"WRIGHT","James","TX",47,12,100,"W000763",23,11.5,47,2,26.2643,10.63654,.9340015
93,"House",13024,74.26482,"MAZZOLI","Romano","KY",80,3,100,"M000291",85,42.5,80,2,51.84615,10.63654,.9340015
93,"House",12007,10.0251,"CHAPPELL","William","FL",20,4,100,"C000321",15,7.5,20,2,10.83087,10.63654,.9340015
93,"House",5929,38.93297,"MAILLIARD","William","CA",47,6,200,"M000070",46,23,47,2,36.74508,10.63654,.9340015
93,"House",14011,13.23708,"CONLAN","John","AZ",23,4,200,"C000682",,0,23,2,11.41451,10.63654,.9340015
93,"House",10786,24.47903,"BROWN","Clarence","OH",33.5,7,200,"B000910",31,15.5,33.5,2,12.97136,10.63654,.9340015
93,"House",10539,50.71025,"MOSHER","Charles","OH",58,13,200,"M001031",69,34.5,58,2,50.18127,10.63654,.9340015
93,"House",12012,6.813111,"DENNIS","David","IN",17,10,200,"D000241",46,23,17,2,21.01165,10.63654,.9340015
93,"House",91043,77.47681,"RIEGLE","Donald","MI",83,7,200,"R000249",77,38.5,83,2,72.21703,10.63654,.9340015
93,"House",12030,63.02287,"STOKES","Louis","OH",69.5,21,100,"S000948",77,38.5,69.5,2,78.46677,10.63654,.9340015
93,"House",10793,80.6888,"WALDIE","Jerome","CA",86,14,100,"W000035",69,34.5,86,2,69.50861,10.63654,.9340015
93,"House",11067,65.69952,"GAYDOS","Joseph","PA",72,20,100,"G000105",46,23,72,2,44.08758,10.63654,.9340015
93,"House",12042,68.91151,"ROE","Robert","NJ",75,8,100,"R000383",77,38.5,75,2,60.4161,10.63654,.9340015
93,"House",12046,42.14496,"FORSYTHE","Edwin","NJ",50,6,200,"F000286",46,23,50,2,32.32129,10.63654,.9340015
93,"House",11063,57.13423,"MCCLOSKEY","Paul","CA",64,17,200,"M000343",77,38.5,64,2,56.91975,10.63654,.9340015
93,"House",10606,21.26705,"MCCLORY","Robert","IL",30.5,13,200,"M000340",31,15.5,30.5,2,23.97458,10.63654,.9340015
93,"House",7610,59.81088,"PRICE","Charles","IL",66.5,23,100,"P000522",92,46,66.5,2,61.93628,10.63654,.9340015
93,"House",14022,83.36545,"HOLTZMAN","Elizabeth","NY",88.5,16,100,"H000752",,0,88.5,2,89.53649,10.63654,.9340015
93,"House",12014,15.91374,"FLOWERS","Walter","AL",25.5,7,100,"F000218",23,11.5,25.5,2,16.96363,10.63654,.9340015
93,"House",10569,39.4683,"ANDREWS","Mark","ND",47.5,1,200,"A000208",31,15.5,47.5,2,21.18007,10.63654,.9340015
93,"House",13032,53.38691,"MURPHY","Morgan","IL",60.5,2,100,"M001101",54,27,60.5,2,44.67212,10.63654,.9340015
93,"House",10553,6.813111,"ROUSSELOT","John","CA",17,24,200,"R000469",23,11.5,17,2,6.133826,10.63654,.9340015
93,"House",5101,92.46608,"KASTENMEIER","Robert","WI",97,2,100,"K000020",92,46,97,2,96.97397,10.63654,.9340015
93,"House",2525,18.59039,"DERWINSKI","Edward","IL",28,4,200,"D000269",23,11.5,28,2,22.94635,10.63654,.9340015
93,"House",14049,33.57966,"RYAN","Leo","CA",42,11,100,"R000558",,0,42,2,55.94173,10.63654,.9340015
93,"House",10505,30.36768,"BELL","Alphonzo","CA",39,28,200,"B000330",54,27,39,2,32.71876,10.63654,.9340015
93,"House",10577,80.6888,"BURTON","Phillip","CA",86,5,100,"B001156",85,42.5,86,2,83.18779,10.63654,.9340015
93,"House",10559,15.37841,"SHRIVER","Garner","KS",25,4,200,"S000388",38,19,25,2,20.63362,10.63654,.9340015
93,"House",2752,33.57966,"DULSKI","Thaddeus","NY",42,37,100,"D000523",69,34.5,42,2,46.43291,10.63654,.9340015
93,"House",4247,48.56893,"HAYS","Wayne","OH",56,18,100,"H000408",46,23,56,2,42.62244,10.63654,.9340015
93,"House",13041,27.69102,"SHOUP","Richard","MT",36.5,1,200,"S000383",23,11.5,36.5,2,18.92831,10.63654,.9340015
93,"House",2329,54.45757,"DANIELS","Dominick","NJ",61.5,14,100,"D000041",54,27,61.5,2,48.10068,10.63654,.9340015
93,"House",14000,10.0251,"ABDNOR","James","SD",20,2,200,"A000009",,0,20,2,10.78268,10.63654,.9340015
93,"House",14052,10.0251,"SHUSTER","Bud","PA",20,9,200,"S000394",,0,20,2,4.117748,10.63654,.9340015
93,"House",10722,21.26705,"ERLENBORN","John","IL",30.5,14,200,"E000204",31,15.5,30.5,2,15.78634,10.63654,.9340015
93,"House",11058,27.69102,"WYLIE","Chalmers","OH",36.5,15,200,"W000781",54,27,36.5,2,24.6107,10.63654,.9340015
93,"House",12001,76.94147,"ANDERSON","Glenn","CA",82.5,35,100,"A000189",92,46,82.5,2,57.60368,10.63654,.9340015
93,"House",10705,86.57744,"BINGHAM","Jonathan","NY",91.5,22,100,"B000472",85,42.5,91.5,2,85.90145,10.63654,.9340015
93,"House",1077,22.33771,"BROOKS","Jack","TX",31.5,9,100,"B000880",38,19,31.5,2,32.89433,10.63654,.9340015
93,"House",830,60.34621,"BOLAND","Edward","MA",67,2,100,"B000600",69,34.5,67,2,64.66457,10.63654,.9340015
93,"House",13055,-2.287517,"BUTLER","Manley","VA",8.5,6,200,"B001182",,0,8.5,2,3.162147,10.63654,.9340015
93,"House",4891,12.16642,"JARMAN","John","OK",22,5,100,"J000057",38,19,22,2,19.35212,10.63654,.9340015
93,"House",12009,56.5989,"CLAY","William","MO",63.5,1,100,"C000488",54,27,63.5,2,77.24011,10.63654,.9340015
93,"House",10521,6.813111,"GOODLING","George","PA",17,19,200,"G000290",23,11.5,17,2,8.701578,10.63654,.9340015
93,"House",10075,6.813111,"WHITTEN","Jamie","MS",17,1,100,"W000428",15,7.5,17,2,20.36815,10.63654,.9340015
93,"House",14007,10.0251,"BURGENER","Clair","CA",20,42,200,"B001080",,0,20,2,7.550981,10.63654,.9340015
93,"House",14044,54.45757,"PRITCHARD","Joel","WA",61.5,1,200,"P000546",,0,61.5,2,39.51946,10.63654,.9340015
93,"House",13002,4.136456,"ARCHER","William","TX",14.5,7,200,"A000215",31,15.5,14.5,2,13.40942,10.63654,.9340015
93,"House",10733,48.56893,"HANLEY","James","NY",56,32,100,"H000158",85,42.5,56,2,55.98042,10.63654,.9340015
93,"House",11001,71.58817,"BIESTER","Edward","PA",77.5,8,200,"B000451",100,50,77.5,2,80.21721,10.63654,.9340015
93,"House",10607,65.69952,"MCDADE","Joseph","PA",72,10,200,"M000399",62,31,72,2,35.68771,10.63654,.9340015
93,"House",3034,12.70175,"EVINS","Joseph","TN",22.5,4,100,"E000273",31,15.5,22.5,2,13.12519,10.63654,.9340015
93,"House",14045,45.35695,"REGULA","Ralph","OH",53,16,200,"R000141",,0,53,2,23.32136,10.63654,.9340015
93,"House",10716,-2.287517,"DE LA GARZA","Eligio","TX",8.5,15,100,"D000203",46,23,8.5,2,26.51401,10.63654,.9340015
93,"House",14028,4.136456,"KETCHUM","William","CA",14.5,36,200,"K000153",,0,14.5,2,-3.764152,10.63654,.9340015
93,"House",9056,-2.287517,"STUBBLEFIELD","Frank","KY",8.5,1,100,"S001037",23,11.5,8.5,2,4.243772,10.63654,.9340015
93,"House",10728,19.12572,"GETTYS","Thomas","SC",28.5,5,100,"G000144",8,4,28.5,2,6.704422,10.63654,.9340015
93,"House",10784,77.47681,"WOLFF","Lester","NY",83,6,100,"W000680",69,34.5,83,2,72.63293,10.63654,.9340015
93,"House",10609,71.58817,"MINISH","Joseph","NJ",77.5,11,100,"M000796",85,42.5,77.5,2,79.99207,10.63654,.9340015
93,"House",5873,45.35695,"MACDONALD","Torbert","MA",53,7,100,"M000005",85,42.5,53,2,53.76854,10.63654,.9340015
93,"House",11022,15.91374,"HUNT","John","NJ",25.5,1,200,"H000972",23,11.5,25.5,2,13.15938,10.63654,.9340015
93,"House",10595,59.81088,"HAWKINS","Augustus","CA",66.5,21,100,"H000367",46,23,66.5,2,59.40187,10.63654,.9340015
93,"House",11050,-2.287517,"STEIGER","Sam","AZ",8.5,3,200,"S000846",15,7.5,8.5,2,-1.321815,10.63654,.9340015
93,"House",13020,34.11499,"KEMP","Jack","NY",42.5,38,200,"K000086",85,42.5,42.5,2,22.18751,10.63654,.9340015
93,"House",12006,6.813111,"CAMP","John","OK",17,6,200,"C000073",15,7.5,17,2,4.419815,10.63654,.9340015
93,"House",2706,7.348442,"DOWNING","Thomas","VA",17.5,1,100,"D000474",31,15.5,17.5,2,11.24408,10.63654,.9340015
93,"House",10771,45.89228,"SMITH","Henry","NY",53.5,36,200,"S000548",62,31,53.5,2,48.71752,10.63654,.9340015
93,"House",10614,33.57966,"PICKLE","James","TX",42,10,100,"P000328",31,15.5,42,2,39.0959,10.63654,.9340015
93,"House",10706,35.18566,"BUCHANAN","John","AL",43.5,6,200,"B001008",62,31,43.5,2,42.63256,10.63654,.9340015
93,"House",10611,57.66956,"MURPHY","John","NY",64.5,17,100,"M001098",46,23,64.5,2,40.66824,10.63654,.9340015
93,"House",14059,7.348442,"TOWELL","David","NV",17.5,1,200,"T000321",,0,17.5,2,7.348442,10.63654,.9340015
93,"House",12048,6.813111,"WARE","John","PA",17,5,200,"W000147",23,11.5,17,2,8.701578,10.63654,.9340015
93,"House",14054,60.34621,"STEELMAN","Alan","TX",67,5,200,"S000841",,0,67,2,47.90096,10.63654,.9340015
93,"House",7043,59.81088,"O'HARA","James","MI",66.5,12,100,"O000055",92,46,66.5,2,65.41542,10.63654,.9340015
93,"House",14005,4.136456,"BOWEN","David","MS",14.5,2,100,"B000682",,0,14.5,2,9.975355,10.63654,.9340015
93,"House",14057,4.136456,"TAYLOR","Gene","MO",14.5,7,200,"T000075",,0,14.5,2,-.7167109,10.63654,.9340015
93,"House",14025,10.0251,"JOHNSON","James","CO",20,4,200,"J000148",,0,20,2,17.1077,10.63654,.9340015
93,"House",14016,21.80238,"GINN","Ronald","GA",31,1,100,"G000226",,0,31,2,24.4855,10.63654,.9340015
93,"House",10550,3.601125,"ROBERTS","Herbert","TX",14,4,100,"R000312",23,11.5,14,2,5.065384,10.63654,.9340015
93,"House",14010,48.0336,"COHEN","William","ME",55.5,2,200,"C000598",,0,55.5,2,59.16907,10.63654,.9340015
93,"House",11021,71.58817,"HECKLER","Margaret","MA",77.5,10,200,"H000440",62,31,77.5,2,69.75398,10.63654,.9340015
93,"House",10726,63.02287,"FOLEY","Thomas","WA",69.5,5,100,"F000239",92,46,69.5,2,52.26755,10.63654,.9340015
93,"House",14048,15.91374,"ROSE","Charles","NC",25.5,7,100,"R000436",,0,25.5,2,48.59216,10.63654,.9340015
93,"House",11057,24.47903,"WINN","Edward","KS",33.5,3,200,"W000636",31,15.5,33.5,2,8.365458,10.63654,.9340015
93,"House",13027,19.12572,"MCKAY","Koln","UT",28.5,1,100,"M000490",8,4,28.5,2,12.20035,10.63654,.9340015
93,"House",10508,42.68029,"CAREY","Hugh","NY",50.5,15,100,"C000143",38,19,50.5,2,34.29889,10.63654,.9340015
93,"House",10446,15.37841,"YOUNG","John","TX",25,14,100,"Y000043",23,11.5,25,2,9.802346,10.63654,.9340015
93,"House",10564,18.59039,"THOMSON","Vernon","WI",28,3,200,"T000233",31,15.5,28,2,18.75227,10.63654,.9340015
93,"House",14020,15.37841,"HINSHAW","Andrew","CA",25,39,200,"H000638",,0,25,2,12.86737,10.63654,.9340015
93,"House",10633,65.69952,"VAN DEERLIN","Lionel","CA",72,41,100,"V000024",38,19,72,2,57.69157,10.63654,.9340015
93,"House",13049,-11.38814,"MILLS","William","MD",0,1,200,"M000779",15,7.5,0,2,-4.495798,10.63654,.9340015
93,"House",13045,43.75095,"THONE","Charles","NE",51.5,1,200,"T000234",31,15.5,51.5,2,30.75287,10.63654,.9340015
93,"House",7717,35.72099,"RANDALL","William","MO",44,4,100,"R000041",38,19,44,2,24.57644,10.63654,.9340015
93,"House",10638,45.35695,"WYDLER","John","NY",53,5,200,"W000780",62,31,53,2,44.08806,10.63654,.9340015
93,"House",9230,28.22635,"TAYLOR","Roy","NC",37,11,100,"T000099",46,23,37,2,32.10012,10.63654,.9340015
93,"House",10574,28.22635,"BROYHILL","James","NC",37,10,200,"B000966",38,19,37,2,18.9322,10.63654,.9340015
93,"House",10703,59.81088,"ANNUNZIO","Frank","IL",66.5,11,100,"A000212",62,31,66.5,2,53.19907,10.63654,.9340015
93,"House",10788,15.91374,"JONES","Walter","NC",25.5,1,100,"J000256",15,7.5,25.5,2,24.92943,10.63654,.9340015
93,"House",10594,24.47903,"HANNA","Richard","CA",33.5,34,100,"H000164",62,31,33.5,2,38.22857,10.63654,.9340015
93,"House",11038,27.69102,"PETTIS","Jerry","CA",36.5,33,200,"P000272",54,27,36.5,2,35.52015,10.63654,.9340015
93,"House",10545,83.90078,"PIKE","Otis","NY",89,1,100,"P000348",92,46,89,2,76.7329,10.63654,.9340015
93,"House",10510,.9244694,"CLANCY","Donald","OH",11.5,2,200,"C000409",31,15.5,11.5,2,9.661572,10.63654,.9340015
93,"House",12035,65.69952,"YATRON","Gus","PA",72,6,100,"Y000014",69,34.5,72,2,53.05682,10.63654,.9340015
93,"House",7824,83.36545,"REUSS","Henry","WI",88.5,5,100,"R000165",100,50,88.5,2,89.45599,10.63654,.9340015
93,"House",12000,10.0251,"ALEXANDER","William","AR",20,1,100,"A000103",23,11.5,20,2,26.99298,10.63654,.9340015
93,"House",7995,42.14496,"ROBISON","Howard","NY",50,27,200,"R000357",54,27,50,2,42.60019,10.63654,.9340015
93,"House",10717,.9244694,"DICKINSON","William","AL",11.5,2,200,"D000326",8,4,11.5,2,-2.204857,10.63654,.9340015
93,"House",14076,95.67806,"BURTON","John","CA",100,6,100,"B001153",,0,100,2,82.27018,10.63654,.9340015
93,"House",11055,15.37841,"WIGGINS","Charles","CA",25,25,200,"W000448",23,11.5,25,2,10.37045,10.63654,.9340015
93,"House",13025,19.12572,"MCCOLLISTER","John","NE",28.5,2,200,"M000349",31,15.5,28.5,2,17.7444,10.63654,.9340015
93,"House",8672,57.66956,"SMITH","Neal","IA",64.5,4,100,"S000596",46,23,64.5,2,40.26607,10.63654,.9340015
93,"House",8080,45.35695,"ROSTENKOWSKI","Daniel","IL",53,8,100,"R000458",15,7.5,53,2,36.8241,10.63654,.9340015
93,"House",10749,4.136456,"MCEWEN","Robert","NY",14.5,30,200,"M000433",23,11.5,14.5,2,5.555727,10.63654,.9340015
93,"House",14034,36.79165,"MARAZITI","Joseph","NJ",45,13,200,"M000121",,0,45,2,36.79165,10.63654,.9340015
93,"House",5058,19.12572,"JONES","Robert","AL",28.5,5,100,"J000248",38,19,28.5,2,19.58853,10.63654,.9340015
93,"House",9802,16.44907,"WAMPLER","William","VA",26,9,200,"W000121",23,11.5,26,2,8.666016,10.63654,.9340015
93,"House",11035,1.4598,"MONTGOMERY","Gillespie","MS",12,3,100,"M000865",15,7.5,12,2,8.25445,10.63654,.9340015
93,"House",13016,58.74022,"GRASSO","Ella","CT",65.5,6,100,"G000387",85,42.5,65.5,2,67.32096,10.63654,.9340015
93,"House",8474,28.22635,"SHIPLEY","George","IL",37,22,100,"S000367",15,7.5,37,2,12.07632,10.63654,.9340015
93,"House",10530,-2.287517,"KING","Carleton","NY",8.5,29,200,"K000195",31,15.5,8.5,2,8.525535,10.63654,.9340015
93,"House",14036,80.15347,"MEZVINSKY","Edward","IA",85.5,1,100,"M000686",,0,85.5,2,85.75341,10.63654,.9340015
93,"House",226,-1.752186,"ARENDS","Leslie","IL",9,15,200,"A000216",15,7.5,9,2,.2242324,10.63654,.9340015
93,"House",11036,-1.752186,"MYERS","John","IN",9,7,200,"M001130",23,11.5,9,2,1.653826,10.63654,.9340015
93,"House",10599,54.45757,"LEGGETT","Robert","CA",61.5,4,100,"L000221",69,34.5,61.5,2,56.40249,10.63654,.9340015
93,"House",13036,-4.964172,"ROBINSON","James","VA",6,7,200,"R000337",15,7.5,6,2,-1.265951,10.63654,.9340015
93,"House",11019,81.22413,"GUDE","Gilbert","MD",86.5,8,200,"G000513",100,50,86.5,2,88.32696,10.63654,.9340015
93,"House",3553,34.11499,"GIAIMO","Robert","CT",42.5,3,100,"G000151",8,4,42.5,2,30.61169,10.63654,.9340015
93,"House",13037,53.38691,"ROY","William","KS",60.5,2,100,"R000484",69,34.5,60.5,2,56.1352,10.63654,.9340015
93,"House",10580,-8.176158,"CLAWSON","Delwin","CA",3,23,200,"C000476",0,0,3,2,-4.54417,10.63654,.9340015
93,"House",11025,4.136456,"KUYKENDALL","Dan","TN",14.5,8,200,"K000348",0,0,14.5,2,-4.919611,10.63654,.9340015
93,"House",10586,44.82161,"FULTON","Richard","TN",52.5,5,100,"F000424",69,34.5,52.5,2,36.9775,10.63654,.9340015
93,"House",7081,45.89228,"O'NEILL","Thomas","MA",53.5,8,100,"O000098",77,38.5,53.5,2,42.26842,10.63654,.9340015
93,"House",4514,29.29701,"HOLIFIELD","Chester","CA",38,19,100,"H000713",38,19,38,2,27.74329,10.63654,.9340015
93,"House",8247,57.13423,"SAYLOR","John","PA",64,12,200,"S000102",54,27,64,2,49.94246,10.63654,.9340015
93,"House",12004,35.72099,"BURLISON","Bill","MO",44,10,100,"B001113",62,31,44,2,42.22559,10.63654,.9340015
93,"House",14027,68.91151,"JORDAN","Barbara","TX",75,18,100,"J000266",,0,75,2,68.12826,10.63654,.9340015
93,"House",12033,6.813111,"WHITEHURST","George","VA",17,2,200,"W000406",31,15.5,17,2,11.51528,10.63654,.9340015
93,"House",11006,35.72099,"BROWN","Garry","MI",44,3,200,"B000917",62,31,44,2,38.63531,10.63654,.9340015
93,"House",5436,6.813111,"LANDRUM","Phillip","GA",17,9,100,"L000054",15,7.5,17,2,3.394422,10.63654,.9340015
93,"House",7343,51.78092,"PERKINS","Carl","KY",59,7,100,"P000230",38,19,59,2,44.51188,10.63654,.9340015
93,"House",6936,60.34621,"NIX","Robert","PA",67,2,100,"N000113",85,42.5,67,2,57.80694,10.63654,.9340015
93,"House",10616,-5.499503,"QUILLEN","James","TN",5.5,1,200,"Q000013",8,4,5.5,2,2.010983,10.63654,.9340015
93,"House",10790,83.36545,"REES","Thomas","CA",88.5,26,100,"R000134",62,31,88.5,2,66.05402,10.63654,.9340015
93,"House",13030,66.77019,"METCALFE","Ralph","IL",73,1,100,"M000675",54,27,73,2,61.29699,10.63654,.9340015
93,"House",14069,11.63109,"BAUMAN","Robert","MD",21.5,1,200,"B000244",,0,21.5,2,15.00274,10.63654,.9340015
93,"House",8564,27.69102,"SLACK","John","WV",36.5,3,100,"S000473",15,7.5,36.5,2,22.31368,10.63654,.9340015
93,"House",11015,42.14496,"ESCH","Marvin","MI",50,2,200,"E000213",92,46,50,2,48.57932,10.63654,.9340015
93,"House",11062,-2.287517,"PRICE","Robert","TX",8.5,13,200,"P000528",8,4,8.5,2,-3.784534,10.63654,.9340015
93,"House",14075,51.78092,"TRAXLER","Jerome","MI",59,8,100,"T000356",,0,59,2,51.49689,10.63654,.9340015
93,"House",1941,12.70175,"COLLIER","Harold","IL",22.5,6,200,"C000629",23,11.5,22.5,2,11.58604,10.63654,.9340015
93,"House",10712,18.59039,"CONABLE","Barber","NY",28,35,200,"C000666",38,19,28,2,24.45122,10.63654,.9340015
93,"House",14067,66.23486,"BOGGS","Corinne","LA",72.5,2,100,"B000592",,0,72.5,2,47.01752,10.63654,.9340015
93,"House",2513,40.53897,"DENT","John","PA",48.5,21,100,"D000255",62,31,48.5,2,33.52052,10.63654,.9340015
93,"House",14053,83.36545,"STARK","Fortney","CA",88.5,8,100,"S000810",,0,88.5,2,88.26772,10.63654,.9340015
93,"House",13042,6.813111,"SPENCE","Floyd","SC",17,2,200,"S000718",31,15.5,17,2,13.44876,10.63654,.9340015
93,"House",11011,47.49827,"DELLENBACK","John","OR",55,4,200,"D000220",69,34.5,55,2,53.25074,10.63654,.9340015
93,"House",267,67.84085,"ASHLEY","Thomas","OH",74,9,100,"A000222",77,38.5,74,2,61.12724,10.63654,.9340015
93,"House",14030,27.69102,"LITTON","Jerry","MO",36.5,6,100,"L000360",,0,36.5,2,29.00437,10.63654,.9340015
93,"House",11060,15.37841,"ZWACH","John","MN",25,6,200,"Z000016",85,42.5,25,2,46.08083,10.63654,.9340015
93,"House",14046,76.94147,"RINALDO","Matthew","NJ",82.5,12,200,"R000262",,0,82.5,2,73.42653,10.63654,.9340015
93,"House",8010,71.58817,"RODINO","Peter","NJ",77.5,10,100,"R000374",77,38.5,77.5,2,67.50423,10.63654,.9340015
93,"House",10721,12.70175,"EDWARDS","William","AL",22.5,1,200,"E000084",15,7.5,22.5,2,8.838328,10.63654,.9340015
93,"House",14040,10.0251,"MOORHEAD","Carlos","CA",20,20,200,"M000926",,0,20,2,11.01291,10.63654,.9340015
93,"House",10715,67.84085,"CULVER","John","IA",74,2,100,"C000979",85,42.5,74,2,71.77877,10.63654,.9340015
93,"House",13026,30.36768,"MCCORMACK","Mike","WA",39,4,100,"M000365",31,15.5,39,2,28.88792,10.63654,.9340015
93,"House",10573,74.26482,"BROWN","George","CA",80,38,100,"B000918",,0,80,2,71.71212,10.63654,.9340015
93,"House",1763,39.4683,"CLARK","Frank","PA",47.5,25,100,"C000431",31,15.5,47.5,2,28.979,10.63654,.9340015
93,"House",2383,.9244694,"DAVIS","Glenn","WI",11.5,9,200,"D000102",8,4,11.5,2,-2.211191,10.63654,.9340015
93,"House",13035,83.36545,"RANGEL","Charles","NY",88.5,19,100,"R000053",77,38.5,88.5,2,82.36871,10.63654,.9340015
93,"House",12039,57.66956,"MELCHER","John","MT",64.5,2,100,"M000635",62,31,64.5,2,53.988,10.63654,.9340015
93,"House",3775,18.59039,"GREEN","Edith","OR",28,3,100,"G000407",23,11.5,28,2,14.4705,10.63654,.9340015
93,"House",11014,54.45757,"EILBERG","Joshua","PA",61.5,4,100,"E000096",85,42.5,61.5,2,64.89209,10.63654,.9340015
93,"House",8549,43.21562,"SISK","Bernice","CA",51,16,100,"S000454",31,15.5,51,2,21.69908,10.63654,.9340015
93,"House",10719,12.70175,"DUNCAN","John","TN",22.5,2,200,"D000534",31,15.5,22.5,2,12.9135,10.63654,.9340015
93,"House",10588,63.02287,"GIBBONS","Sam","FL",69.5,7,100,"G000153",77,38.5,69.5,2,56.50967,10.63654,.9340015
93,"House",11013,89.78942,"ECKHARDT","Robert","TX",94.5,8,100,"E000035",92,46,94.5,2,86.43566,10.63654,.9340015
93,"House",3078,74.80016,"FASCELL","Dante","FL",80.5,15,100,"F000041",92,46,80.5,2,75.09818,10.63654,.9340015
93,"House",8824,51.24559,"STAGGERS","Harley","WV",58.5,2,100,"S000778",31,15.5,58.5,2,47.20727,10.63654,.9340015
93,"House",14035,24.47903,"MARTIN","James","NC",33.5,9,200,"M000183",,0,33.5,2,17.88282,10.63654,.9340015
93,"House",13009,57.66956,"COTTER","William","CT",64.5,1,100,"C000799",77,38.5,64.5,2,51.53128,10.63654,.9340015
93,"House",13013,92.46608,"DRINAN","Robert","MA",97,4,100,"D000499",92,46,97,2,93.76664,10.63654,.9340015
93,"House",1087,21.26705,"BROOMFIELD","William","MI",30.5,19,200,"B000890",38,19,30.5,2,24.95348,10.63654,.9340015
93,"House",11023,6.813111,"KAZEN","Abraham","TX",17,23,100,"K000025",23,11.5,17,2,14.60962,10.63654,.9340015
93,"House",1282,-1.752186,"BURLESON","Omar","TX",9,17,100,"B001111",0,0,9,2,-4.927478,10.63654,.9340015
93,"House",9322,57.13423,"THOMPSON","Frank","NJ",64,4,100,"T000200",31,15.5,64,2,52.52749,10.63654,.9340015
93,"House",10534,-1.752186,"MARTIN","David","NE",9,3,200,"M000175",0,0,9,2,-7.804074,10.63654,.9340015
93,"House",4043,21.26705,"HANSEN","Julia","WA",30.5,3,100,"H000174",31,15.5,30.5,2,20.06339,10.63654,.9340015
93,"House",2594,46.96294,"DIGGS","Charles","MI",54.5,13,100,"D000344",85,42.5,54.5,2,52.46641,10.63654,.9340015
93,"House",10767,7.348442,"SATTERFIELD","David","VA",17.5,3,100,"S000070",23,11.5,17.5,2,5.376849,10.63654,.9340015
93,"House",14055,83.36545,"STUDDS","Gerry","MA",88.5,12,100,"S001040",,0,88.5,2,92.10207,10.63654,.9340015
93,"House",3853,4.136456,"GROSS","Harold","IA",14.5,3,200,"G000495",15,7.5,14.5,2,3.108695,10.63654,.9340015
93,"House",11061,66.23486,"TIERNAN","Robert","RI",72.5,2,100,"T000265",85,42.5,72.5,2,70.9921,10.63654,.9340015
93,"House",10756,68.91151,"MEEDS","Edwin","WA",75,2,100,"M000626",77,38.5,75,2,63.38068,10.63654,.9340015
93,"House",13007,74.26482,"BERGLAND","Robert","MN",80,7,100,"B000408",77,38.5,80,2,66.08481,10.63654,.9340015
93,"House",3321,16.44907,"FOUNTAIN","Lawrence","NC",26,2,100,"F000319",38,19,26,2,21.98756,10.63654,.9340015
93,"House",10596,51.78092,"HORTON","Frank","NY",59,34,200,"H000797",62,31,59,2,48.58165,10.63654,.9340015
93,"House",13034,.9244694,"POWELL","Walter","OH",11.5,8,200,"P000485",15,7.5,11.5,2,1.535352,10.63654,.9340015
93,"House",6240,45.89228,"MCFALL","John","CA",53.5,15,100,"M000436",46,23,53.5,2,37.68585,10.63654,.9340015
93,"House",10501,38.93297,"ANDERSON","John","IL",47,16,200,"A000195",69,34.5,47,2,37.14448,10.63654,.9340015
93,"House",10783,12.70175,"WHITE","Richard","TX",22.5,16,100,"W000390",31,15.5,22.5,2,16.62053,10.63654,.9340015
93,"House",11041,18.05506,"RAILSBACK","Thomas","IL",27.5,19,200,"R000012",54,27,27.5,2,31.23906,10.63654,.9340015
93,"House",3769,27.15569,"GRAY","Kenneth","IL",36,24,100,"G000400",15,7.5,36,2,14.38432,10.63654,.9340015
93,"House",10639,.3891383,"WYMAN","Louis","NH",11,1,200,"W000782",23,11.5,11,2,5.554891,10.63654,.9340015
93,"House",11031,19.12572,"MATHIAS","Robert","CA",28.5,18,200,"M000242",31,15.5,28.5,2,19.01449,10.63654,.9340015
93,"House",6584,35.72099,"MOLLOHAN","Robert","WV",44,1,100,"M000845",0,0,44,2,24.10028,10.63654,.9340015
93,"House",14026,15.37841,"JONES","James","OK",25,1,100,"J000232",,0,25,2,22.25868,10.63654,.9340015
93,"House",12018,18.59039,"HOGAN","Lawrence","MD",28,5,200,"H000692",38,19,28,2,22.49881,10.63654,.9340015
93,"House",14032,8.954435,"MCSPADDEN","Clem","OK",19,2,100,"M000603",,0,19,2,8.954435,10.63654,.9340015
93,"House",3224,66.23486,"FLOOD","Daniel","PA",72.5,11,100,"F000209",54,27,72.5,2,42.10532,10.63654,.9340015
93,"House",10740,44.82161,"HUNGATE","William","MO",52.5,9,100,"H000965",38,19,52.5,2,37.05313,10.63654,.9340015
93,"House",14015,78.01214,"GILMAN","Benjamin","NY",83.5,26,200,"G000212",,0,83.5,2,74.00552,10.63654,.9340015
93,"House",10463,48.56893,"ZABLOCKI","Clement","WI",56,4,100,"Z000001",62,31,56,2,45.87898,10.63654,.9340015
93,"House",11007,18.59039,"BURKE","J.","FL",28,12,200,"B001091",54,27,28,2,25.48001,10.63654,.9340015
93,"House",11059,-2.287517,"ZION","Roger","IN",8.5,8,200,"Z000010",23,11.5,8.5,2,4.243772,10.63654,.9340015
