congress,chamber,icpsr,adjust_d1,district_code,state_abbrev,party_code,bioname,d1,d1_previous,d1_rolling,d1_norm,group,x_d1,a_d1,b_d1
97,"House",14466,1.073011,7,"MN","R","STANGELAND, Arlan Ingehart",1.115,1.246,.8933334,1.115,7,.8901476,-.0215361,1.059203
97,"House",10607,.07037,10,"PA","R","McDADE, Joseph Michael",.053,.237,-.3021429,.053,7,-.1316639,-.0215361,1.059203
97,"House",11023,.6585481,23,"TX","D","KAZEN, Abraham, Jr.",.676,.461,.4997143,.676,7,.5525742,-.0215361,1.059203
97,"House",14664,1.375125,17,"TX","D","STENHOLM, Charles Walter",1.435,1.504,.752,1.435,7,.7254051,-.0215361,1.059203
97,"House",14847,.6868713,4,"WA","R","MORRISON, Sidney Wallace",.706,,0,.706,7,.5278038,-.0215361,1.059203
97,"House",13036,1.12116,7,"VA","R","ROBINSON, James Kenneth",1.166,1.297,1.108167,1.166,7,1.227329,-.0215361,1.059203
97,"House",7333,-.5348021,14,"FL","D","PEPPER, Claude Denson",-.588,-.381,-.3931428,-.588,7,-.5341019,-.0215361,1.059203
97,"House",7610,-.0787988,23,"IL","D","PRICE, Charles Melvin",-.105,-.744,-.5238571,-.105,7,-.4862462,-.0215361,1.059203
97,"House",14660,1.596046,14,"CA","R","SHUMWAY, Norman David",1.669,1.605,.8025,1.669,7,1.807211,-.0215361,1.059203
97,"House",14862,1.250503,6,"AL","R","SMITH, Albert Lee, Jr.",1.303,,0,1.303,7,1.250503,-.0215361,1.059203
97,"House",11036,1.071123,7,"IN","R","MYERS, John Thomas",1.113,1.118,.7462857,1.113,7,.8612692,-.0215361,1.059203
97,"House",12041,1.630977,12,"IL","R","CRANE, Philip Miller",1.706,2.622,2.034,1.706,7,1.899299,-.0215361,1.059203
97,"House",14221,-.6452625,5,"NJ","R","FENWICK, Millicent Hammond",-.705,.325,-.37125,-.705,7,-.571417,-.0215361,1.059203
97,"House",14656,-.9351031,5,"MN","D","SABO, Martin Olav",-1.012,-.978,-.489,-1.012,7,-.9482049,-.0215361,1.059203
97,"House",7343,-.0325376,7,"KY","D","PERKINS, Carl Dewey",-.056,-.771,-.265,-.056,7,-.41277,-.0215361,1.059203
97,"House",14417,-.2270235,1,"DE","R","EVANS, Thomas Beverley, Jr.",-.262,.357,.0543333,-.262,7,-.0824699,-.0215361,1.059203
97,"House",14258,-1.053116,6,"CT","D","MOFFETT, Anthony John, Jr. (Toby)",-1.137,-2.059,-1.4305,-1.137,7,-1.625953,-.0215361,1.059203
97,"House",14462,.3158376,3,"OK","D","WATKINS, Wesley Wade",.313,.708,.7696667,.313,7,.5923825,-.0215361,1.059203
97,"House",14845,.257303,5,"NY","R","McGRATH, Raymond Joseph",.251,,0,.251,7,.0221213,-.0215361,1.059203
97,"House",14275,-.9841966,24,"IL","D","SIMON, Paul Martin",-1.064,-.685,-.4815,-1.064,7,-.7922042,-.0215361,1.059203
97,"House",14075,-.6509272,8,"MI","D","TRAXLER, Jerome Bob",-.711,-.253,-.1436,-.711,7,-.3983814,-.0215361,1.059203
97,"House",14630,1.076787,33,"CA","R","GRISHAM, Wayne Richard",1.119,.994,.497,1.119,7,.969286,-.0215361,1.059203
97,"House",14439,-.4743793,5,"TX","D","MATTOX, James Albon",-.524,-.005,-.172,-.524,7,-.3725911,-.0215361,1.059203
97,"House",835,-.8425807,5,"MO","D","BOLLING, Richard Walker",-.914,-1.226,-.4957143,-.914,7,-.6051186,-.0215361,1.059203
97,"House",14416,.1912156,17,"PA","D","ERTEL, Allen Edward",.181,-.42,-.1753333,.181,7,-.1580914,-.0215361,1.059203
97,"House",14826,.3271668,2,"NH","R","GREGG, Judd Alan",.325,,0,.325,7,.2280888,-.0215361,1.059203
97,"House",14264,-.8775126,37,"NY","D","NOWAK, Henry James",-.951,-.936,-.43575,-.951,7,-.9104302,-.0215361,1.059203
97,"House",2525,1.250503,4,"IL","R","DERWINSKI, Edward Joseph",1.303,.432,.4451429,1.303,7,.5569705,-.0215361,1.059203
97,"House",14869,.3328315,10,"VA","R","WOLF, Frank Rudolph",.331,,0,.331,7,.4798238,-.0215361,1.059203
97,"House",14830,1.350578,1,"SC","R","HARTNETT, Thomas Forbes",1.409,,0,1.409,7,1.210147,-.0215361,1.059203
97,"House",12000,-.1354452,1,"AR","D","ALEXANDER, William Vollie (Bill), Jr.",-.165,.05,.2522857,-.165,7,.0212101,-.0215361,1.059203
97,"House",10463,-.6783062,4,"WI","D","ZABLOCKI, Clement John",-.74,-.328,-.2697143,-.74,7,-.4786832,-.0215361,1.059203
97,"House",14257,-.2978314,13,"CA","D","MINETA, Norman Y.",-.337,-.881,-.72775,-.337,7,-.9446473,-.0215361,1.059203
97,"House",14852,1.151371,1,"KS","R","ROBERTS, Charles Patrick (Pat)",1.198,,0,1.198,7,1.177782,-.0215361,1.059203
97,"House",6584,.3215022,1,"WV","D","MOLLOHAN, Robert Homer",.319,-.088,.1252857,.319,7,.156748,-.0215361,1.059203
97,"House",12010,-.142998,13,"PA","R","COUGHLIN, Robert Lawrence",-.173,.43,-.5895714,-.173,7,-.267258,-.0215361,1.059203
97,"House",14854,.8813572,5,"KY","R","ROGERS, Harold Dallas (Hal)",.912,,0,.912,7,.8841546,-.0215361,1.059203
97,"House",14868,-.6575359,6,"MN","R","WEBER, John Vincent (Vin)",-.718,,0,-.718,7,-.0170772,-.0215361,1.059203
97,"House",10727,-.551796,15,"MI","D","FORD, William David",-.606,-.82,-.8131428,-.606,7,-.8301849,-.0215361,1.059203
97,"House",14430,-1.402436,7,"MI","D","KILDEE, Dale Edward",-1.507,-.41,-.3953333,-1.507,7,-1.134412,-.0215361,1.059203
97,"House",14609,1.013532,4,"SC","R","CAMPBELL, Carroll Ashmore, Jr.",1.052,.726,.363,1.052,7,.7945843,-.0215361,1.059203
97,"House",14816,-.7604434,31,"CA","D","DYMALLY, Mervyn Malcolm",-.827,,0,-.827,7,-.6455668,-.0215361,1.059203
97,"House",14013,1.165533,4,"VA","R","DANIEL, Robert Williams, Jr.",1.213,1.505,1.1536,1.213,7,1.22839,-.0215361,1.059203
97,"House",14415,.826599,5,"OK","R","EDWARDS, Marvin Henry (Mickey)",.854,.699,.8556667,.854,7,1.229332,-.0215361,1.059203
97,"House",10768,-.7415613,11,"NY","D","SCHEUER, James Haas",-.807,-.644,-.9373333,-.807,7,-1.027226,-.0215361,1.059203
97,"House",14427,-.1222277,5,"LA","D","HUCKABY, Thomas Jerald",-.151,.435,.5716667,-.151,7,.360232,-.0215361,1.059203
97,"House",10596,-.1798182,34,"NY","R","HORTON, Frank Jefferson",-.212,-.088,-.0785714,-.212,7,-.2702454,-.0215361,1.059203
97,"House",10760,-1.468523,24,"NY","D","OTTINGER, Richard Lawrence",-1.577,-1.987,-1.008,-1.577,7,-1.204335,-.0215361,1.059203
97,"House",14219,.2167064,6,"OK","D","ENGLISH, Glenn Lee, Jr.",.208,.61,.57775,.208,7,.4122961,-.0215361,1.059203
97,"House",14414,.9096803,27,"CA","R","DORNAN, Robert Kenneth",.942,.286,.5553333,.942,7,1.154896,-.0215361,1.059203
97,"House",11067,.0816992,20,"PA","D","GAYDOS, Joseph Matthew",.065,.245,-.0638571,.065,7,-.1501033,-.0215361,1.059203
97,"House",14260,-.1203395,23,"OH","D","MOTTL, Ronald Milton",-.149,-.345,-.34775,-.149,7,-.4201798,-.0215361,1.059203
97,"House",12008,-1.264596,12,"NY","D","CHISHOLM, Shirley Anita",-1.361,-1.606,-1.275143,-1.361,7,-1.367657,-.0215361,1.059203
97,"House",10783,.5027706,16,"TX","D","WHITE, Richard Crawford",.511,.607,.3085714,.511,7,.3599441,-.0215361,1.059203
97,"House",14841,.1525072,16,"IL","R","MARTIN, Lynn Morley",.14,,0,.14,7,.4302135,-.0215361,1.059203
97,"House",14612,.3923102,23,"PA","R","CLINGER, William Floyd, Jr.",.394,.213,.1065,.394,7,.4803354,-.0215361,1.059203
97,"House",13024,-.6462066,3,"KY","D","MAZZOLI, Romano Louis",-.706,-.029,-.2626667,-.706,7,-.5667362,-.0215361,1.059203
97,"House",14849,.4376273,11,"PA","R","NELLIGAN, James Leo",.442,,0,.442,7,.4376273,-.0215361,1.059203
97,"House",8672,-.2402409,4,"IA","D","SMITH, Neal Edward",-.276,-.841,-.2438571,-.276,7,-.3425593,-.0215361,1.059203
97,"House",14421,.0090031,3,"MO","D","GEPHARDT, Richard Andrew",-.012,-.081,.0063333,-.012,7,-.8146614,-.0215361,1.059203
97,"House",14834,.8322636,3,"IN","R","HILER, John Patrick",.86,,0,.86,7,.9475935,-.0215361,1.059203
97,"House",94602,.7340766,25,"PA","R","ATKINSON, Eugene Vincent",.756,,0,.756,7,.7340766,-.0215361,1.059203
97,"House",10391,.3347197,12,"TX","D","WRIGHT, James Claude, Jr.",.333,-.025,-.0174286,.333,7,-.0071819,-.0215361,1.059203
97,"House",14400,-.4772116,2,"HI","D","AKAKA, Daniel Kahikina",-.527,-.038,-.242,-.527,7,-.6200556,-.0215361,1.059203
97,"House",14067,-.3544778,2,"LA","D","BOGGS, Corinne Claiborne (Lindy)",-.397,-.263,-.2034,-.397,7,-.2816048,-.0215361,1.059203
97,"House",12042,-.3714717,8,"NJ","D","ROE, Robert A.",-.415,-.234,-.4387143,-.415,7,-.6248114,-.0215361,1.059203
97,"House",11035,.7000888,3,"MS","D","MONTGOMERY, Gillespie V. (Sonny)",.72,1.113,1.370857,.72,7,.8943437,-.0215361,1.059203
97,"House",14629,-.7425055,2,"PA","D","GRAY, William Herbert, III",-.808,-1.749,-.8745,-.808,7,-.9929854,-.0215361,1.059203
97,"House",14833,-.4658823,14,"MI","D","HERTEL, Dennis Mark",-.515,,0,-.515,7,-1.017194,-.0215361,1.059203
97,"House",12011,1.144763,5,"VA","D","DANIEL, Wilbur Clarence (Dan)",1.191,1.52,1.038143,1.191,7,1.081087,-.0215361,1.059203
97,"House",10561,-.4998702,1,"RI","D","ST. GERMAIN, Fernand Joseph",-.551,-.811,-.5252857,-.551,7,-.7365198,-.0215361,1.059203
97,"House",10606,.6330572,13,"IL","R","McCLORY, Robert",.649,.398,.0631429,.649,7,.1395849,-.0215361,1.059203
97,"House",14045,.2261475,16,"OH","R","REGULA, Ralph Straus",.218,.437,.06,.218,7,.4777824,-.0215361,1.059203
97,"House",14681,-1.604474,13,"MI","D","CROCKETT, George William, Jr.",-1.721,-.232,-.116,-1.721,7,-.8347462,-.0215361,1.059203
97,"House",14658,-1.186235,5,"MA","D","SHANNON, James Michael",-1.278,-1.971,-.9855,-1.278,7,-1.549389,-.0215361,1.059203
97,"House",94628,2.239926,6,"TX","D","GRAMM, William Philip (Phil)",2.351,.951,.4755,2.351,7,1.523751,-.0215361,1.059203
97,"House",14467,-.773661,5,"GA","D","FOWLER, Wyche, Jr.",-.841,.219,-.1973333,-.841,7,-.6521286,-.0215361,1.059203
97,"House",10726,-.2260794,5,"WA","D","FOLEY, Thomas Stephen",-.261,-.854,-.388,-.261,7,-.3844709,-.0215361,1.059203
97,"House",14441,.0184441,22,"PA","D","MURPHY, Austin John",-.002,.021,-.11,-.002,7,-.0319279,-.0215361,1.059203
97,"House",14076,-1.99439,5,"CA","D","BURTON, John Lowell",-2.134,-2.165,-1.5244,-2.134,7,-1.818286,-.0215361,1.059203
97,"House",14671,.3007319,19,"OH","R","WILLIAMS, Lyle",.297,-.094,-.047,.297,7,.0779835,-.0215361,1.059203
97,"House",10574,1.388342,10,"NC","R","BROYHILL, James Thomas",1.449,1.121,.4404286,1.449,7,.7531875,-.0215361,1.059203
97,"House",14208,-.3233223,3,"WA","D","BONKER, Don Leroy",-.364,-.515,-.444,-.364,7,-.7719864,-.0215361,1.059203
97,"House",10794,.6632686,9,"MI","R","VANDER JAGT, Guy Adrian",.681,.598,.1062857,.681,7,.5352395,-.0215361,1.059203
97,"House",14007,1.40628,43,"CA","R","BURGENER, Clair Walter",1.468,.651,.6428,1.468,7,.8063051,-.0215361,1.059203
97,"House",14880,-.51592,1,"IN","D","HALL, Katie Beatrice",-.568,,0,-.568,7,-.8143888,-.0215361,1.059203
97,"House",13055,1.187248,6,"VA","R","BUTLER, Manley Caldwell",1.236,1.4,1.0718,1.236,7,1.157094,-.0215361,1.059203
97,"House",12033,1.112663,2,"VA","R","WHITEHURST, George William",1.157,.936,.3468571,1.157,7,.5671585,-.0215361,1.059203
97,"House",11000,.1270163,4,"AL","D","BEVILL, Tom",.113,.293,.58,.113,7,.2540258,-.0215361,1.059203
97,"House",14872,1.001259,4,"MI","R","SILJANDER, Mark Deli",1.039,,0,1.039,7,1.067319,-.0215361,1.059203
97,"House",14668,.1260722,2,"IA","R","TAUKE, Thomas Joseph",.112,.623,.3115,.112,7,.4219225,-.0215361,1.059203
97,"House",14666,-.9379354,2,"WA","D","SWIFT, Allan Byron",-1.015,-.919,-.4595,-1.015,7,-.7467561,-.0215361,1.059203
97,"House",12013,-.9152769,25,"NY","R","FISH, Hamilton, Jr.",-.991,-.11,-.6442857,-.991,7,-.3859284,-.0215361,1.059203
97,"House",14240,-.5036466,1,"VT","R","JEFFORDS, James Merrill",-.555,-1.203,-.7405,-.555,7,-.569117,-.0215361,1.059203
97,"House",14619,-1.071998,8,"IN","R","DECKARD, Huey Joel",-1.157,-.594,-.297,-1.157,7,-.8420994,-.0215361,1.059203
97,"House",11057,1.269385,3,"KS","R","WINN, Edward Lawrence, Jr. (Larry)",1.323,.672,.4624286,1.323,7,.6363775,-.0215361,1.059203
97,"House",14603,.1695011,21,"PA","D","BAILEY, Donald Allen",.158,-.363,-.1815,.158,7,-.1195791,-.0215361,1.059203
97,"House",14248,-1.733817,36,"NY","D","LaFALCE, John Joseph",-1.858,-.904,-.2275,-1.858,7,-.7728047,-.0215361,1.059203
97,"House",14662,.6132311,29,"NY","R","SOLOMON, Gerald Brooks Hunt",.628,.411,.2055,.628,7,.8712041,-.0215361,1.059203
97,"House",13047,.6132311,6,"FL","R","YOUNG, Charles William (Bill)",.628,.779,.3598333,.628,7,.5582193,-.0215361,1.059203
97,"House",14670,.5896283,5,"KS","R","WHITTAKER, Robert Russell",.603,.656,.328,.603,7,.7501895,-.0215361,1.059203
97,"House",14827,.0732023,3,"WI","R","GUNDERSON, Steven Craig",.056,,0,.056,7,.3385641,-.0215361,1.059203
97,"House",10721,.6273926,1,"AL","R","EDWARDS, William Jackson (Jack)",.643,.504,.3937143,.643,7,.5029966,-.0215361,1.059203
97,"House",14274,-.4564413,10,"IN","D","SHARP, Philip Riley",-.505,.046,-.1815,-.505,7,-.4174167,-.0215361,1.059203
97,"House",14451,.3158376,4,"MO","D","SKELTON, Isaac Newton, IV (Ike)",.313,.561,.5593333,.313,7,.0896808,-.0215361,1.059203
97,"House",14848,.7548469,6,"SC","R","NAPIER, John Light",.778,,0,.778,7,.7548469,-.0215361,1.059203
97,"House",11037,.764288,3,"AL","D","NICHOLS, William Flynt",.788,.73,.5887143,.788,7,.6113487,-.0215361,1.059203
97,"House",13021,.2327562,4,"NY","R","LENT, Norman Frederick",.225,.151,-.1956667,.225,7,.0070238,-.0215361,1.059203
97,"House",14842,.5782991,5,"FL","R","McCOLLUM, Ira William, Jr. (Bill)",.591,,0,.591,7,.7723508,-.0215361,1.059203
97,"House",94428,1.078675,8,"FL","D","IRELAND, Andrew Poysell (Andy)",1.121,.462,.07,1.121,7,.4231929,-.0215361,1.059203
97,"House",14639,.8577545,5,"CO","R","KRAMER, Kenneth Bentley",.887,1.491,.7455,.887,7,1.072912,-.0215361,1.059203
97,"House",14437,.7831702,2,"MT","R","MARLENEE, Ronald Charles",.808,.721,.5423334,.808,7,1.451401,-.0215361,1.059203
97,"House",14218,-.1987003,1,"ME","R","EMERY, David Farnham",-.232,.451,.01875,-.232,7,-.1030402,-.0215361,1.059203
97,"House",14469,.2771292,1,"LA","R","LIVINGSTON, Robert Linlithgow, Jr.",.272,.825,.517,.272,7,.7380373,-.0215361,1.059203
97,"House",13009,-.026873,1,"CT","D","COTTER, William Ross",-.05,-.367,-.3371667,-.05,7,-.3406467,-.0215361,1.059203
97,"House",5495,1.001259,5,"OH","R","LATTA, Delbert Leroy",1.039,1.235,.6012857,1.039,7,.8048146,-.0215361,1.059203
97,"House",14031,1.002203,5,"MS","R","LOTT, Chester Trent",1.04,1.073,.9886,1.04,7,1.097417,-.0215361,1.059203
97,"House",14801,.9701032,2,"WV","R","BENEDICT, Cleveland Keith",1.006,,0,1.006,7,.9701032,-.0215361,1.059203
97,"House",14610,.5613052,1,"NY","R","CARNEY, William",.573,.169,.0845,.573,7,.3850008,-.0215361,1.059203
97,"House",14435,-1.330684,7,"MA","D","MARKEY, Edward John",-1.431,-2.178,-1.067,-1.431,7,-1.391814,-.0215361,1.059203
97,"House",14288,.6037899,19,"PA","R","GOODLING, William Franklin",.618,.908,.689,.618,7,.7480735,-.0215361,1.059203
97,"House",12022,.5490318,1,"NM","R","LUJÁN, Manuel, Jr.",.56,.986,.4417143,.56,7,.6581289,-.0215361,1.059203
97,"House",13002,1.530902,7,"TX","R","ARCHER, William Reynolds, Jr.",1.6,1.844,1.0505,1.6,7,1.326117,-.0215361,1.059203
97,"House",2605,-.4507766,16,"MI","D","DINGELL, John David, Jr.",-.499,-1.32,-.6177143,-.499,7,-.5506598,-.0215361,1.059203
97,"House",14608,.9606621,6,"MD","D","BYRON, Beverly Barton Butcher",.996,.479,.2395,.996,7,.4714818,-.0215361,1.059203
97,"House",14068,-1.162633,7,"IL","D","COLLINS, Cardiss",-1.253,-1.269,-.708,-1.253,7,-1.068023,-.0215361,1.059203
97,"House",14283,-.6613123,15,"NY","D","ZEFERETTI, Leo C.",-.722,-.387,-.3615,-.722,7,-.5595231,-.0215361,1.059203
97,"House",14285,-.205309,5,"IL","D","FARY, John G.",-.239,-1.056,-.23925,-.239,7,-.3286341,-.0215361,1.059203
97,"House",14643,-1.770637,18,"TX","D","LELAND, George Thomas (Mickey)",-1.897,-1.302,-.651,-1.897,7,-1.10071,-.0215361,1.059203
97,"House",10573,-.7075735,36,"CA","D","BROWN, George Edward, Jr.",-.771,-2.226,-1.039333,-.771,7,-.8725013,-.0215361,1.059203
97,"House",14464,.4026954,3,"NC","D","WHITLEY, Charles Orville",.405,.227,.3046667,.405,7,.2073851,-.0215361,1.059203
97,"House",14829,1.108887,1,"UT","R","HANSEN, James Vear",1.153,,0,1.153,7,1.278715,-.0215361,1.059203
97,"House",14613,-.5574606,15,"CA","D","COELHO, Tony",-.612,-.986,-.493,-.612,7,-.660153,-.0215361,1.059203
97,"House",14860,.7189709,12,"FL","R","SHAW, Eugene Clay, Jr.",.74,,0,.74,7,.636313,-.0215361,1.059203
97,"House",14877,-.2987755,1,"CT","D","KENNELLY, Barbara Bailey",-.338,,0,-.338,7,-.9131843,-.0215361,1.059203
97,"House",14649,-1.22872,3,"CA","D","MATSUI, Robert T.",-1.323,-.918,-.459,-1.323,7,-1.075465,-.0215361,1.059203
97,"House",14876,-.5716222,3,"PA","D","SMITH, Joseph Francis",-.627,,0,-.627,7,-.5716223,-.0215361,1.059203
97,"House",14225,.4149687,1,"OH","R","GRADISON, Willis David, Jr.",.418,.316,-.0125,.418,7,.272508,-.0215361,1.059203
97,"House",14289,-.5027025,39,"NY","D","LUNDINE, Stanley Nelson",-.554,-1.16,-.5535,-.554,7,-.6719051,-.0215361,1.059203
97,"House",13003,-.7878225,1,"WI","D","ASPIN, Leslie",-.856,-.732,-.8193333,-.856,7,-.8740557,-.0215361,1.059203
97,"House",14450,.8417047,5,"MI","R","SAWYER, Harold Samuel",.87,.599,.2636667,.87,7,.5292962,-.0215361,1.059203
97,"House",14249,-.5716222,4,"GA","D","LEVITAS, Elliott Harris",-.627,-.266,-.1255,-.627,7,-.2593156,-.0215361,1.059203
97,"House",14646,-2.069919,7,"WA","D","LOWRY, Michael Edward",-2.214,-.842,-.421,-2.214,7,-1.382265,-.0215361,1.059203
97,"House",13056,-.0948486,7,"LA","D","BREAUX, John Berlinger",-.122,.221,.6401667,-.122,7,.4297166,-.0215361,1.059203
97,"House",14237,.8615309,1,"KY","D","HUBBARD, Carroll, Jr.",.891,.157,.36875,.891,7,.3849817,-.0215361,1.059203
97,"House",14804,1.05224,3,"NY","R","CARMAN, Gregory Wright",1.093,,0,1.093,7,1.05224,-.0215361,1.059203
97,"House",14627,.0647053,6,"GA","R","GINGRICH, Newton Leroy",.047,.975,.4875,.047,7,.747322,-.0215361,1.059203
97,"House",14648,.177054,11,"FL","D","MICA, Daniel Andrew",.166,.04,.02,.166,7,-.4314595,-.0215361,1.059203
97,"House",11021,-.6839709,10,"MA","R","HECKLER, Margaret M.",-.746,-.872,-.5684286,-.746,7,-.6487,-.0215361,1.059203
97,"House",14856,-1.6564,2,"IL","D","SAVAGE, Gus",-1.776,,0,-1.776,7,-1.276374,-.0215361,1.059203
97,"House",14825,-1.077663,2,"CT","D","GEJDENSON, Samuel",-1.163,,0,-1.163,7,-1.107499,-.0215361,1.059203
97,"House",1077,.0467673,9,"TX","D","BROOKS, Jack Bascom",.028,.438,.2671429,.028,7,-.0503186,-.0215361,1.059203
97,"House",14805,1.193856,1,"CA","R","CHAPPIE, Eugene A.",1.243,,0,1.243,7,1.161594,-.0215361,1.059203
97,"House",10517,.3923102,20,"IL","R","FINDLEY, Paul",.394,.325,.2397143,.394,7,.2752526,-.0215361,1.059203
97,"House",10621,-1.764028,25,"CA","D","ROYBAL, Edward R.",-1.89,-1.123,-.9812858,-1.89,7,-1.081444,-.0215361,1.059203
97,"House",14252,2.275802,7,"GA","D","McDONALD, Lawrence Patton",2.389,3.051,2.6515,2.389,7,2.620792,-.0215361,1.059203
97,"House",14800,1.408168,8,"MO","R","BAILEY, R. Wendell",1.47,,0,1.47,7,1.408168,-.0215361,1.059203
97,"House",10577,-.8982829,6,"CA","D","BURTON, Phillip",-.973,-1.621,-1.448571,-.973,7,-1.492359,-.0215361,1.059203
97,"House",14661,-.3507014,2,"ME","R","SNOWE, Olympia Jean",-.393,.509,.2545,-.393,7,-.2035285,-.0215361,1.059203
97,"House",14459,.0816992,9,"MO","D","VOLKMER, Harold Lee",.065,.6,.4666667,.065,7,.0125732,-.0215361,1.059203
97,"House",14290,1.0107,22,"TX","R","PAUL, Ronald Ernest",1.049,2.648,1.868333,1.049,7,1.601125,-.0215361,1.059203
97,"House",10614,.07037,10,"TX","D","PICKLE, James Jarrell (Jake)",.053,.18,.0922857,.053,7,-.0553869,-.0215361,1.059203
97,"House",14652,1.410057,17,"CA","R","PASHAYAN, Charles, Jr.",1.472,1.289,.6445,1.472,7,.8362285,-.0215361,1.059203
97,"House",10742,-1.150359,11,"IN","D","JACOBS, Andrew, Jr.",-1.24,1.105,-.234,-1.24,7,-.2153823,-.0215361,1.059203
97,"House",14808,-.3865774,14,"PA","D","COYNE, William Joseph",-.431,,0,-.431,7,-1.030524,-.0215361,1.059203
97,"House",14410,.186495,6,"MO","R","COLEMAN, Earl Thomas",.176,.59,.209,.176,7,.3134125,-.0215361,1.059203
97,"House",14222,-.3771363,2,"IN","D","FITHIAN, Floyd James",-.421,-.309,-.0625,-.421,7,-.2127682,-.0215361,1.059203
97,"House",11058,.2355886,15,"OH","R","WYLIE, Chalmers Pangburn",.228,.562,.3278571,.228,7,.4880358,-.0215361,1.059203
97,"House",14865,.7303002,3,"WV","R","STATON, David Michael",.752,,0,.752,7,.7303001,-.0215361,1.059203
97,"House",14038,-.3894097,31,"NY","R","MITCHELL, Donald Jerome",-.434,.107,.15,-.434,7,.0193063,-.0215361,1.059203
97,"House",14637,1.442156,2,"KS","R","JEFFRIES, James Edmund",1.506,1.829,.9145,1.506,7,1.543969,-.0215361,1.059203
97,"House",14813,1.606431,35,"CA","R","DREIER, David Timothy",1.68,,0,1.68,7,1.101729,-.0215361,1.059203
97,"House",14004,.9200655,6,"TN","R","BEARD, Robin Leo, Jr.",.953,.939,1.005,.953,7,1.049227,-.0215361,1.059203
97,"House",633,.0609289,3,"FL","D","BENNETT, Charles Edward",.043,.386,.2918572,.043,7,-.1072242,-.0215361,1.059203
97,"House",14432,-.4838203,1,"IA","R","LEACH, James Albert Smith",-.534,.14,.1726667,-.534,7,.0209273,-.0215361,1.059203
97,"House",13040,-1.023849,14,"OH","D","SEIBERLING, John Frederick",-1.106,-1.489,-1.297333,-1.106,7,-1.273748,-.0215361,1.059203
97,"House",14853,.1185194,4,"LA","D","ROEMER, Charles Elson (Buddy), III",.104,,0,.104,7,.1882288,-.0215361,1.059203
97,"House",14622,.506547,4,"PA","R","DOUGHERTY, Charles Francis",.515,-.185,-.0925,.515,7,.1309909,-.0215361,1.059203
97,"House",6845,-.0939045,2,"KY","D","NATCHER, William Huston",-.121,-.178,.034,-.121,7,-.1957846,-.0215361,1.059203
97,"House",11005,.2903467,3,"GA","D","BRINKLEY, Jack Thomas",.286,.8,.5661429,.286,7,.5399889,-.0215361,1.059203
97,"House",14026,.1392897,1,"OK","D","JONES, James Robert",.126,1.037,.6432,.126,7,.4687239,-.0215361,1.059203
97,"House",9802,1.022973,9,"VA","R","WAMPLER, William Creed",1.062,.751,.4651428,1.062,7,.5831564,-.0215361,1.059203
97,"House",14672,-1.163577,1,"MT","D","WILLIAMS, John Patrick",-1.254,-.54,-.27,-1.254,7,-.5634263,-.0215361,1.059203
97,"House",10788,.1345692,1,"NC","D","JONES, Walter Beaman, Sr.",.121,.646,.4725714,.121,7,.189382,-.0215361,1.059203
97,"House",14224,-1.581816,8,"TN","D","FORD, Harold Eugene",-1.697,-1.427,-.4945,-1.697,7,-.8261885,-.0215361,1.059203
97,"House",14857,-1.147527,2,"RI","R","SCHNEIDER, Claudine",-1.237,,0,-1.237,7,-.9343068,-.0215361,1.059203
97,"House",14419,.497106,5,"AL","D","FLIPPO, Ronnie Gene",.505,.157,.4486667,.505,7,.0054494,-.0215361,1.059203
97,"House",12037,.8350959,20,"CA","R","GOLDWATER, Barry Morris, Jr.",.863,.612,.4631429,.863,7,.5546197,-.0215361,1.059203
97,"House",5101,-1.503455,2,"WI","D","KASTENMEIER, Robert William",-1.614,-1.474,-1.009429,-1.614,7,-1.113074,-.0215361,1.059203
97,"House",14265,-.765164,8,"MN","D","OBERSTAR, James Louis",-.832,-.515,-.29925,-.832,7,-.8206177,-.0215361,1.059203
97,"House",14217,-1.471355,7,"PA","D","EDGAR, Robert William",-1.58,-1.798,-1.24625,-1.58,7,-1.503906,-.0215361,1.059203
97,"House",14071,.6717656,19,"CA","R","LAGOMARSINO, Robert John",.69,.8,.5516,.69,7,.5036383,-.0215361,1.059203
97,"House",10719,.8209344,2,"TN","R","DUNCAN, John James",.848,.533,.6978571,.848,7,.6971648,-.0215361,1.059203
97,"House",14647,1.835848,34,"CA","R","LUNGREN, Daniel Edward",1.923,1.361,.6805,1.923,7,1.305057,-.0215361,1.059203
97,"House",14618,.142122,11,"MI","R","DAVIS, Robert William",.129,.283,.1415,.129,7,.181066,-.0215361,1.059203
97,"House",14839,.5263733,41,"CA","R","LOWERY, William David",.536,,0,.536,7,.6564768,-.0215361,1.059203
97,"House",14266,-.4167888,38,"CA","D","PATTERSON, Jerry Mumford",-.463,-.37,-.691,-.463,7,-.7712029,-.0215361,1.059203
97,"House",14803,.7746732,4,"CO","R","BROWN, George Hanks (Hank)",.799,,0,.799,7,1.048211,-.0215361,1.059203
97,"House",14214,-1.01252,2,"NY","D","DOWNEY, Thomas Joseph",-1.094,-1.41,-.861,-1.094,7,-1.097112,-.0215361,1.059203
97,"House",14836,1.92365,6,"NC","R","JOHNSTON, Walter Eugene, III",2.016,,0,2.016,7,1.92365,-.0215361,1.059203
97,"House",10601,-.8860096,2,"MD","D","LONG, Clarence Dickinson",-.96,.125,-.3664286,-.96,7,-.4761432,-.0215361,1.059203
