9992700 49 7TEXAS   10001DOWDY      00100010000000000001010016111111111991111691199999000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992701 31 6IOWA    20011DOWELL     00100111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992706 40 1VIRGINI 10001DOWNING    00100010000000000001010010111111111211111616119611611111611161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992707 1  4CONNECT 10001DOWNS      00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992712 46 2MISSISS 10001DOXEY, W.  16161617000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992713 7118CALIFOR 10001DOYLE, C.  00100010000016000161611717711131000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992726 40 4VIRGINI 10001DREWRY, P.H16161617111171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992730 1420PENNSYL 10001DRISCOLL, D16177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992732 42 1ARKANSA 10001DRIVER, W.J16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992746 24 9OHIO    10001DUFFEY, W.J16171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992748 1338NEW YOR 10001DUFFY, J.P.16117000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992752 1341NEW YOR 10001DULSKI     00100010000000000001010010111171311611111111131631111619100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992761 34 3MISSOUR 10001DUNCAN, R.M16161616100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992770 46 5MISSISS 10001DUNN, A.C. 16171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992774 1434PENNSYL 10001DUNN, M.A. 61161816000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992791 47 6NORTH C 10001DURHAM     00100616111111716161777717171770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992803 63 2IDAHO   20001DWORSHAK   00100612161111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992804 12 6NEW JER 20001DWYER      00100010000000000001010010111111111111111111111699000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992810 49 8TEXAS   10001EAGLE, J.H.16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992812 2499OHIO    10052EARHART, D.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992821 54 5TENNESS 10001EARTHMAN,  00000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992827 12 5NEW JER 20001EATON, C.A.11115611111111721616271610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992830 7118CALIFOR 20001EATON, T.  00100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992833 1432PENNSYL 10001EBERHARTER 00100616116617666161617111177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992835 1426PENNSYL 10001ECKERT, C.R16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992842 1314NEW YOR 10022EDELSTEIN  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992851 56 3WEST VI 10001EDMISTON, A16161716100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992854 53 2OKLAHOM 10001EDMONDSON  00100010000000000001010011111711111111111116112699000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992884 31 1IOWA    10001EICHER, E.C16177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992887 72 3OREGON  20001EKWALL, W.A61116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992896 3  9MASSACH 10001ELIOT      00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992900 1433PENNSYL 10001ELLENBORGEN16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992908 7110CALIFOR 10001ELLIOTT    00100116111171171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992909 41 7ALABAMA 10001ELLIOTT, C.00100010000000000161611117711111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992910 1418PENNSYL 20022ELLIOTT  D.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992921 42 3ARKANSA 10001ELLIS      00100116700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992924 56 4WEST VI 20001ELLIS      00000000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992930 52 4MARYLAN 20001ELLISON    00000000061700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992935 72 4OREGON  20001ELLSWORTH  00100010011177111611116611110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992945 34 8MISSOUR 20001ELMER      00000000071100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992947 1343NEW YOR 20001ELSAESSER  00000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992948 24 1OHIO    20001ELSTON     00100611111211111577116660000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992963 23 9MICHIGA 20001ENGEL, A.J.61116611111611111661570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992965 71 2CALIFOR 10022ENGEL, C.  00100010066111176777611712211000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992966 71 2CALIFOR 20001ENGELBRIGHT61177111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992986 4710NORTH C 10011ERVIN, J.W.00000000000017000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9992987 4710NORTH C 10022ERVIN, S.J.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993018 13 5NEW YOR 10001EVANS, M.H.16161616000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993028 54 8TENNESS 10022EVERETT    00100010000000000001010010111111111917100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993034 54 5TENNESS 10001EVINS, J.  00100010000000616161611171111111177111119116111691999119619119000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993044 1425PENNSYL 10001FADDIS, C.I16161616100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993054 52 4MARYLAN 10001FALLON, G. 00100010000011611111611611111111711111111116100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993056 1319NEW YOR 10001FARBSTEIN  00100010000000000001010010111111111191119611100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993060 22 4INDIANA 10001FARLEY, J.I16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993078 43 4FLORIDA 10001FASCELL    00100010000000000001010010111111711111111116111611911111111911166116661161161111191111161999161619111166111111191111100000000000000000000000000000000000000000000000
9993085 1316NEW YOR 10001FAY        00000677075500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993092 2420OHIO    10001FEIGHAN    00100010076617676777611111117111711111111116100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993096 2  3MAINE   20001FELLOWS    00100000111111111527110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993101 14 3PENNSYL 20001FENERTY, C.11125000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993105 1413PENNSYL 20001FENTON     00100611111211111611111621111112000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993111 53 8OKLAHOM 10001FERGUSON, P16161616000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993114 6698NEW MEX 10001FERNANDEZ  00100010091177616161616616170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993115 45 1LOUISIA 10001FERNANDEZ, 11177617000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993139 2413OHIO    10001FIESINGER, 16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993149 1323NEW YOR 10001FINE       00100010000000000001017711110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993158 1325NEW YOR 20001FINO       00100010000000000001010011111111111191100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993162 1326NEW YOR 20001FISH, H.   72216631171100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993171 4921TEXAS   10001FISHER     00100010011111117161116616611611111611111666611169599166600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993187 1  2CONNECT 10001FITZGERALD 00000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993193 1324NEW YOR 10001FITZPATRICK16152777166500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993197 64 2MONTANA 20001FJARE      00000000000000000000000000060000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993201 3 11MASSACH 10001FLAHERTY   00100616100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993207 40 9VIRGINI 10001FLANNAGAN, 76161616196611776000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993208 1412PENNSYL 10001FLANNERY   00100616000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993215 7123CALIFOR 20001FLETCHER,  00000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993221 24 8OHIO    10001FLETCHER, B16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993224 1411PENNSYL 10001FLOOD, D.J.00100010000017000777611110111111111111111119911611111611111111161116661661161111199990000000000000000000000000000000000000000000000000000000000000000000000000000000
9993240 25 1WISCONS 10001FLYNN      00000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993242 44 4GEORGIA 10001FLYNT      00100010000000000001010010171671111117111666616191611111691191616111161161116696100000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993243 1418PENNSYL 20001FOCHT, B.K.11116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993246 5  2RHODE I 10001FOGARTY    00100010166611656161611711111111171110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993249 52 6MARYLAN 10001FOLEY      00000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993250 47 5NORTH C 10001FOLGER     00100615000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993251 47 5NORTH C 10022FOLGER     00000000161116611000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993258 1  3CONNECT 20001FOOTE, E.B.00000000000000112000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993264 5  1RHODE I 10001FORAND     00100010116611666161611111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993266 46 4MISSISS 10001FORD, A.L. 16161616100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993268 23 5MICHIGA 20001FORD, G.   00100010000000000611116611111111711111111111192131611110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993270 7116CALIFOR 20001FORD,L.M.  00100111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993273 7114CALIFOR 10001FORD, T.F. 16161117196900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993286 44 3GEORGIA 10001FORRESTER, 00100010000000000001016616111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993321 47 2NORTH C 10001FOUNTAIN   00100010000000000001010016111111111611711616116111611111611111611111161161166611116111161111100000000000000000000000000000000000000000000000000000000000000000000000
9993346 54 3TENNESS 10001FRAZIER, J.00100010000000000161616616111711000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993364 12 5NEW JER 20001FRELINGHUYS00100010000000000001010011111111711111111111111191611619600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993372 14 9PENNSYL 10001FREY, O.W. 16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993374 52 7MARYLAN 10001FRIEDEL    00100010000000000001010011117111111111111116100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993375 2121ILLINOI 10001FRIES      00100116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993386 40 9VIRGINI 10001FUGATE, T. 00100010000000000161116610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993388 42 3ARKANSA 10001FULBRIGHT  00000000067100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993394 42 3ARKANSA 10001FULLER, C.A16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993396 1332NEW YOR 20022FULLER, H. 00000000091111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993404 48 2SOUTH C 10001FULMER, H.P16161611199000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993405 48 2SOUTH C 10022FULMER     00000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993409 1431PENNSYL 20001FULTON, J. 00100010000017616661611117111111311111111611116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993415 3  2MASSACH 10001FURCOLO, F.00100010000000000161611110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993416 1425PENNSYL 10001FURLONG    00000000076900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993432 33 3MINNESO 20001GALE       00000000171600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993433 1213NEW JER 10001GALLAGHER  00100010000000000001010010111111111117111911119699000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993434 14 1PENNSYL 20001GALLAGHER  00000000071200717000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993436 33 3MINNESO 10001GALLAGHER, 00000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993446 1325NEW YOR 20001GAMBLE     00100611172111111611117111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993449 52 5MARYLAN 10001GAMBRILL, S77761000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993464 24 3OHIO    10001GARDNER, E.00000000000017000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993480 52 3MARYLAN 10022GARMATZ, E.00100010000000666257611711111111111111111116111611000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993488 4917TEXAS   10001GARRETT    00100116000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993495 14 5PENNSYL 20001GARTNER    00100112000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993499 40 3VIRGINI 10022GARY, J.V. 00100010000011111777116711111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993500 48 6SOUTH C 10001GASQUE, A.H16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993502 53 4OKLAHOM 10001GASSAWAY, P11167000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993506 42 1ARKANSA 10001GATHINGS   00100616111117111161116616111661771111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993509 1321NEW YOR 10001GAVAGAN, J.16152616100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993510 1420PENNSYL 20001GAVIN      00100010011171111627111717111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993518 71 9CALIFOR 20001GEARHART, B61161111161911111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993524 1  3CONNECT 10001GEELAN, J. 00000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993525 2510WISCONS 37001GEHRMANN, B61161217100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993529 49 3TEXAS   10001GENTRY     00100010000000000001010016170000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993534 32 3KANSAS  20022GEORGE, M. 00100010000000000001016111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993535 32 2KANSAS  10001GEORGE     00000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993538 14 9PENNSYL 20001GERLACH    00100611171111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993549 7117CALIFOR 10001GEYER      00100117000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993553 1  3CONNECT 10001GIAIMO     00100010000000000001010010111111111111191616191619111111611191161116691661161161196191100000000000000000000000000000000000000000000000000000000000000000000000000000
9993555 44 8GEORGIA 10022GIBBS,F.R. 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993556 44 8GEORGIA 10011GIBBS,W.B. 00100611000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993563 44 8GEORGIA 10001GIBSON     00000000111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993569 3 15MASSACH 20001GIFFORD, C.61116631177111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993575 1323NEW YOR 10022GILBERT    00100010000000000001010010111111111111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993580 31 8IOWA    20001GILCHRIST, 61161611111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993581 1413PENNSYL 10001GILDEA, J.H66177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993592 62 1COLORAD 20022GILLESPIE  00000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993603 31 9IOWA    10001GILLETTE, G16177000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993604 1415PENNSYL 20022GILLETTE   00100010111111111611770000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993605 22 4INDIANA 20001GILLIE     00100611111177171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993614 53 1OKLAHOM 10001GILMER, W. 00100010000000000261610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993619 1423PENNSYL 10001GINGERY, D.16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993629 12 2NEW JER 20002GLENN      00100010000000000001010010111111171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993644 63 1IDAHO   20001GOFF, A.   00000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993649 51 9KENTUCK 20001GOLDEN, J. 00100010000000000611616611100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993656 52 1MARYLAN 10001GOLDSBOROUG71161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993670 1343NEW YOR 20022GOODELL    00100010000000000001010010111171111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993682 3  8MASSACH 20001GOODWIN    00100010011111111611116611100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993687 1327NEW YOR 20001GOODWIN, P.11616060000000000006060060666006000000060000600000000060000000000000000000000000000000000000000000006000000000000000000000000000000000000000000000000000000000000000
9993688 31 6IOWA    20022GOODWIN    00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993700 21 8ILLINOI 10001GORDON     00100010066611626161611111117000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993704 54 4TENNESS 10001GORE       00100616166077711161771710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993714 1344NEW YOR 10001GORSKI, C. 00100010000000000161610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993715 21 4ILLINOI 10001GORSKI     00100010096611626161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993719 4913TEXAS   10001GOSSETT    00100611191117111161110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993737 1426PENNSYL 20001GRAHAM     00100611111111111611116111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993743 14 2PENNSYL 10001GRANAHAN   00100010000000000001010010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993744 14 2PENNSYL 10001GRANAHAN,  00100010000077000261611111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993746 3  2MASSACH 10001GRANFIELD, 11161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993752 67 1UTAH    10001GRANGER    00100010166668666161611710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993754 41 2ALABAMA 10001GRANT, G.  00100616111111121661116116111171111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993756 22 3INDIANA 20001GRANT, R.  00000132111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993764 2210INDIANA 10001GRAY, F.H. 16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993768 1427PENNSYL 10001GRAY, J.   66161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993769 2125ILLINOI 10001GRAY       00100010000000000001010010111111711111111116111619111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993775 72 3OREGON  10001GREEN  E.  00100010000000000001010010111111111111719911111619999191100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993781 43 2FLORIDA 10001GREEN, R.A.16161116111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993785 14 5PENNSYL 10001GREEN, W.J.00100010000017000277611111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993799 61 1ARIZONA 10001GREENWAY, I61161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993801 22 7INDIANA 10001GREENWOOD, 16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993802 13 1NEW YOR 10001GREENWOOD, 00100010000000000001011610000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993803 68 1WYOMING 10001GREEVER, P.16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993809 51 1KENTUCK 10001GREGORY    00100616111171111777577111171000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993810 51 1KENTUCK 10001GREGORY, W.16161000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9993817 1322NEW YOR 10011GRIFFIN, A.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
